folio;hogar;s1a_01;s1a_02;s1a_02b;s1a_03;s1a_04;s1a_05;s1a_05b;s1a_06;s1a_07;s1a_07b;s1a_08;s1a_08b;s1a_09;s1a_09b;s1a_10;s1a_11;s1a_12;s1a_13;s1a_14;s1a_15;s1a_16;s1a_16b;s1a_17_1a;s1a_17_1b;s1a_17_2a;s1a_17_2b;s1a_17_3a;s1a_17_3b;s1a_17_4a;s1a_17_4b;s1a_17_4c;s1a_18_1a;s1a_18_1b;s1a_18_2a;s1a_18_2b;s1a_18_3a;s1a_18_3b;s1a_18_4a;s1a_18_4b;s1a_18_5a;s1a_18_5b;s1a_18_5c;s1a_19;s1a_20;s1a_20b;s1a_21;s1a_22;s1a_23;s1a_24;s1a_25;s1a_26;depto;prov;mun;urbrur;upm;estrato;dia;mes;anio;factor_ant;factor
"21-06033930443-A0071";1;4;2;"";;100;1;"";1;1;"";5;"";1;"";12;3;1;1;1;22;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;3;3;2;;2;"02";"0201";"020105";1;"21-06033930443-A";6;14;12;2014;166;168
"21-06033930443-A0081";1;4;2;"";;50;2;"";1;1;"";5;"";2;"";20;2;;1;1;70;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;5;5;2;;2;"02";"0201";"020105";1;"21-06033930443-A";6;10;12;2014;166;168
"21-06033930443-A0091";1;1;2;"";;100;1;"";1;1;"";5;"";2;"";10;1;1;1;1;16;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;3;1;2;;2;"02";"0201";"020105";1;"21-06033930443-A";6;10;12;2014;166;168
"21-06033930443-A0101";1;1;2;"";;100;1;"";1;1;"";1;"";2;"";10;2;;1;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;3;2;2;;2;"02";"0201";"020105";1;"21-06033930443-A";6;10;12;2014;166;168
"21-06033930443-A0111";1;1;2;"";;200;1;"";1;1;"";5;"";1;"";20;1;1;1;1;50;6;"";2;;2;;2;;2;"";;1;2000;2;;2;;2;;2;"";;1;4;"";11;3;3;2;;2;"02";"0201";"020105";1;"21-06033930443-A";6;10;12;2014;166;168
"21-06033930443-A0121";1;1;2;"";;100;1;"";1;1;"";5;"";2;"";20;2;;1;1;50;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;3;1;1;100;2;"02";"0201";"020105";1;"21-06033930443-A";6;11;12;2014;166;168
"21-06042637045-A0011";1;1;2;"";;100;1;"";1;1;"";5;"";3;"";4;3;;1;1;22;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;2;0;2;;2;"02";"0201";"020105";1;"21-06042637045-A";6;11;12;2014;199;201
"21-06042637045-A0021";1;1;2;"";;100;1;"";1;1;"";5;"";3;"";5;3;;1;1;19;3;"";1;1500;2;;1;120;2;"";;1;700;2;;2;;2;;2;"";;1;3;"";23;2;0;2;;2;"02";"0201";"020105";1;"21-06042637045-A";6;12;12;2014;199;201
"21-06042637045-A0031";1;1;2;"";;100;1;"";1;1;"";5;"";3;"";5;3;;1;1;20;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;0;2;;2;"02";"0201";"020105";1;"21-06042637045-A";6;15;12;2014;199;201
"21-06042637045-A0041";1;1;2;"";;50;1;"";1;1;"";3;"";3;"";5;2;;1;1;20;1;"";2;;2;;2;;2;"";;1;5000;2;;2;;2;;2;"";;2;7;"";;3;0;2;;2;"02";"0201";"020105";1;"21-06042637045-A";6;12;12;2014;199;201
"21-06042637045-A0051";1;1;2;"";;50;2;"";1;1;"";5;"";3;"";3;2;;1;1;22;1;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;"02";"0201";"020105";1;"21-06042637045-A";6;15;12;2014;199;201
"21-06042637045-A0061";1;1;5;"";;50;1;"";1;1;"";5;"";3;"";10;2;;1;1;15;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;"02";"0201";"020105";1;"21-06042637045-A";6;13;12;2014;199;201
"21-06042637045-A0071";1;1;2;"";;70;2;"";1;1;"";5;"";3;"";5;2;;1;1;15;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";13;1;0;2;;2;"02";"0201";"020105";1;"21-06042637045-A";6;13;12;2014;199;201
"21-06042637045-A0081";1;1;2;"";;50;2;"";1;1;"";1;"";3;"";5;6;;;1;15;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;"02";"0201";"020105";1;"21-06042637045-A";6;12;12;2014;199;201
"21-06042637045-A0091";1;1;2;"";;50;1;"";1;1;"";1;"";3;"";8;2;;1;1;15;3;"";2;;2;;2;;2;"";;1;1000;1;1200;2;;2;;2;"";;2;3;"";23;2;1;2;;2;"02";"0201";"020105";1;"21-06042637045-A";6;15;12;2014;199;201
"21-06042637045-A0101";1;1;2;"";;200;1;"";1;1;"";5;"";3;"";5;3;;1;1;15;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;"02";"0201";"020105";1;"21-06042637045-A";6;12;12;2014;199;201
"21-06042800107-A0021";1;1;2;"";;100;1;"";1;1;"";5;"";2;"";15;1;2;1;1;40;6;"";2;;1;1000;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;5;3;2;;1;"02";"0201";"020105";1;"21-06042800107-A";6;13;12;2014;166;168
"21-06042800107-A0041";1;1;2;"";;200;1;"";1;1;"";5;"";1;"";12;1;1;1;1;58;5;"";2;;1;800;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;5;3;2;;2;"02";"0201";"020105";1;"21-06042800107-A";6;13;12;2014;166;168
"21-06042800107-A0061";1;4;6;"";;200;1;"";1;1;"";5;"";2;"";15;1;1;2;1;25;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;1;1;2;;2;"02";"0201";"020105";1;"21-06042800107-A";6;12;12;2014;166;168
"21-06042800107-A0081";1;1;2;"";;500;1;"";1;1;"";3;"";1;"";15;1;1;1;1;70;6;"";2;;1;500;2;;2;"";;1;8500;2;;2;;2;;2;"";;1;4;"";8;3;1;1;100;1;"02";"0201";"020105";1;"21-06042800107-A";6;12;12;2014;166;168
"21-06042800107-A0101";1;4;2;"";;200;1;"";1;1;"";5;"";2;"";7;1;1;2;1;30;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;2;1;2;;2;"02";"0201";"020105";1;"21-06042800107-A";6;12;12;2014;166;168
"21-06042800107-A0121";1;4;2;"";;200;1;"";1;1;"";3;"";2;"";20;1;3;2;1;25;3;"";2;;2;;2;;2;"";;1;80000;1;20000;1;5000;2;;2;"";;1;3;"";25;5;3;2;;1;"02";"0201";"020105";1;"21-06042800107-A";6;12;12;2014;166;168
"21-06042800107-A0151";1;1;2;"";;500;1;"";1;1;"";5;"";1;"";20;1;1;1;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;4;2;2;;1;"02";"0201";"020105";1;"21-06042800107-A";6;12;12;2014;166;168
"21-06042800107-A0171";1;1;3;"";;300;1;"";1;3;"";5;"";1;"";25;1;1;1;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;4;2;2;;2;"02";"0201";"020105";1;"21-06042800107-A";6;13;12;2014;166;168
"21-06042800107-A0191";1;1;5;"";;150;2;"";1;1;"";5;"";2;"";10;2;;1;1;25;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;"02";"0201";"020105";1;"21-06042800107-A";6;13;12;2014;166;168
"21-06042800107-A0211";1;4;1;"";250;;2;"";1;1;"";5;"";2;"";9;1;3;1;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";11;1;0;2;;2;"02";"0201";"020105";1;"21-06042800107-A";6;11;12;2014;166;168
"21-06042800107-A0231";1;4;2;"";;120;1;"";1;1;"";3;"";2;"";12;3;;2;1;14;2;"";2;;2;;2;;2;"";;2;;2;;2;;1;50;2;"";;1;4;"";10;4;3;2;;1;"02";"0201";"020105";1;"21-06042800107-A";6;13;12;2014;166;168
"21-06042800107-A0251";1;4;2;"";;400;1;"";1;1;"";5;"";2;"";12;3;;2;1;21;6;"";2;;2;;2;;2;"";;1;16000;2;;2;;2;;2;"";;1;3;"";22;1;0;2;;2;"02";"0201";"020105";1;"21-06042800107-A";6;14;12;2014;166;168
"21-06043164267-A0011";1;1;5;"";;300;1;"";1;3;"";5;"";2;"";18;1;2;1;1;80;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;3;3;2;;2;"02";"0201";"020105";1;"21-06043164267-A";6;12;12;2014;181;183
"21-06043164267-A0021";1;1;1;"";200;;2;"";2;1;"";1;"";2;"";80;2;;1;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";11;3;2;2;;2;"02";"0201";"020105";1;"21-06043164267-A";6;12;12;2014;181;183
"21-06043164267-A0031";1;1;2;"";;150;1;"";2;1;"";3;"";2;"";40;3;;1;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;6;4;2;;2;"02";"0201";"020105";1;"21-06043164267-A";6;11;12;2014;181;183
"21-06043164267-A0041";1;1;2;"";;100;1;"";1;3;"";5;"";2;"";18;2;;1;1;27;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";46;3;3;2;;2;"02";"0201";"020105";1;"21-06043164267-A";6;11;12;2014;181;183
"21-06043164267-A0051";1;4;5;"";;200;1;"";1;1;"";3;"";2;"";10;1;1;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;"02";"0201";"020105";1;"21-06043164267-A";6;12;12;2014;181;183
"21-06043164267-A0061";1;4;2;"";;200;1;"";1;1;"";5;"";2;"";10;1;1;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;"02";"0201";"020105";1;"21-06043164267-A";6;12;12;2014;181;183
"21-06043164267-A0071";1;1;2;"";;100;2;"";1;1;"";5;"";2;"";30;1;1;1;1;20;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;2;2;2;;2;"02";"0201";"020105";1;"21-06043164267-A";6;12;12;2014;181;183
"21-06043164267-A0081";1;1;5;"";;150;2;"";2;2;"";5;"";1;"";20;6;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;"02";"0201";"020105";1;"21-06043164267-A";6;12;12;2014;181;183
"21-06043164267-A0091";1;1;1;"";450;;1;"";1;1;"";5;"";1;"";20;6;1;;1;28;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;"02";"0201";"020105";1;"21-06043164267-A";6;12;12;2014;181;183
"21-06043164267-A0111";1;1;1;"";400;;1;"";1;1;"";5;"";1;"";25;3;1;1;1;40;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;1;0;2;;2;"02";"0201";"020105";1;"21-06043164267-A";6;12;12;2014;181;183
"21-06043164267-A0121";1;1;2;"";;500;1;"";1;1;"";3;"";2;"";80;1;1;2;1;38;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;1;2;;2;"02";"0201";"020105";1;"21-06043164267-A";6;12;12;2014;181;183
"21-06045510794-A0021";1;1;2;"";;200;1;"";1;1;"";5;"";1;"";1;3;1;1;1;1;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";1;5;1;2;;2;"02";"0201";"020105";1;"21-06045510794-A";6;13;12;2014;181;183
"21-06045510794-A0041";1;1;2;"";;100;1;"";1;1;"";1;"";1;"";8;1;1;1;1;30;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;3;2;2;;2;"02";"0201";"020105";1;"21-06045510794-A";6;11;12;2014;181;183
"21-06045510794-A0051";1;1;2;"";;100;1;"";1;1;"";5;"";2;"";8;1;1;1;1;25;6;"";2;;1;100;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;4;4;2;;2;"02";"0201";"020105";1;"21-06045510794-A";6;12;12;2014;181;183
"21-06045510794-A0071";1;4;5;"";;250;2;"";1;1;"";5;"";2;"";6;5;;2;1;20;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;1;1;2;;2;"02";"0201";"020105";1;"21-06045510794-A";6;11;12;2014;181;183
"21-06045510794-A0081";1;4;1;"";100;;2;"";2;1;"";1;"";2;"";8;6;;;1;12;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;"02";"0201";"020105";1;"21-06045510794-A";6;11;12;2014;181;183
"21-06045510794-A0101";1;4;5;"";;200;1;"";1;1;"";3;"";2;"";13;1;1;2;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;4;2;2;;2;"02";"0201";"020105";1;"21-06045510794-A";6;13;12;2014;181;183
"21-06045510794-A0111";1;1;2;"";;300;1;"";1;1;"";5;"";2;"";10;1;1;1;1;16;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;"02";"0201";"020105";1;"21-06045510794-A";6;12;12;2014;181;183
"21-06045510794-A0131";1;1;2;"";;160;2;"";1;1;"";5;"";2;"";15;1;1;1;1;28;6;"";2;;2;;2;;2;"";;1;2000;2;;2;;2;;2;"";;1;3;"";23;2;2;2;;2;"02";"0201";"020105";1;"21-06045510794-A";6;12;12;2014;181;183
"21-06045510794-A0141";1;1;2;"";;300;2;"";1;1;"";5;"";2;"";18;1;1;1;1;55;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";4;2;2;2;;2;"02";"0201";"020105";1;"21-06045510794-A";6;12;12;2014;181;183
"21-06045510794-A0161";1;1;1;"";300;;1;"";1;1;"";1;"";2;"";10;3;;1;1;85;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;3;3;2;;2;"02";"0201";"020105";1;"21-06045510794-A";6;12;12;2014;181;183
"21-06045510794-A0171";1;1;2;"";;100;1;"";1;1;"";6;"";2;"";8;1;1;1;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";16;6;5;2;;2;"02";"0201";"020105";1;"21-06045510794-A";6;12;12;2014;181;183
"21-06047634679-A0021";1;1;5;"";;50;1;"";1;1;"";5;"";1;"";15;2;1;1;1;16;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;5;1;2;;2;"02";"0208";"020801";1;"21-06047634679-A";2;29;11;2014;669;675
"21-06047634679-A0051";1;1;2;"";;200;1;"";1;1;"";5;"";2;"";12;2;;1;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;5;3;2;;2;"02";"0208";"020801";1;"21-06047634679-A";2;30;11;2014;669;675
"21-06047634679-A0081";1;1;2;"";;150;1;"";1;1;"";5;"";2;"";10;2;;1;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;"02";"0208";"020801";1;"21-06047634679-A";2;30;11;2014;669;675
"21-06047634679-A0101";1;1;2;"";;50;1;"";1;1;"";5;"";2;"";7;6;;;1;17;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;1;1;2;;2;"02";"0208";"020801";1;"21-06047634679-A";2;29;11;2014;669;675
"21-06047634679-A0131";1;1;2;"";;50;1;"";1;1;"";5;"";2;"";22;2;;1;1;19;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;2;2;2;;2;"02";"0208";"020801";1;"21-06047634679-A";2;30;11;2014;669;675
"21-06047634679-A0161";1;1;2;"";;50;1;"";1;1;"";5;"";2;"";8;3;;1;1;20;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;"02";"0208";"020801";1;"21-06047634679-A";2;30;11;2014;669;675
"21-06047634679-A0181";1;1;2;"";;100;1;"";1;1;"";5;"";2;"";15;2;;1;1;25;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;"02";"0208";"020801";1;"21-06047634679-A";2;29;11;2014;669;675
"21-06047634679-A0211";1;1;1;"";100;;2;"";1;1;"";5;"";2;"";10;3;;1;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;"02";"0208";"020801";1;"21-06047634679-A";2;29;11;2014;669;675
"21-06047634679-A0241";1;1;2;"";;90;1;"";2;1;"";1;"";2;"";17;3;;1;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;3;2;2;;2;"02";"0208";"020801";1;"21-06047634679-A";2;29;11;2014;669;675
"21-06047634679-A0261";1;1;2;"";;80;1;"";2;1;"";1;"";2;"";10;3;;1;1;17;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;"02";"0208";"020801";1;"21-06047634679-A";2;30;11;2014;669;675
"21-06047634679-A0291";1;1;2;"";;150;1;"";2;1;"";1;"";2;"";15;3;;1;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;8;7;2;;2;"02";"0208";"020801";1;"21-06047634679-A";2;29;11;2014;669;675
"21-06047634679-A0321";1;1;5;"";;120;2;"";1;1;"";1;"";2;"";17;3;;1;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;2;1;2;;2;"02";"0208";"020801";1;"21-06047634679-A";2;30;11;2014;669;675
"21-06057066498-A0021";1;1;2;"";;250;1;"";1;1;"";5;"";10;"";150;1;2;2;1;120;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;2;2;2;;2;"02";"0201";"020101";1;"21-06057066498-A";1;15;12;2014;278;281
"21-06057066498-A0031";1;1;2;"";;300;1;"";1;1;"";5;"";10;"";150;1;2;2;1;30;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;1;"separacion des servicio de energia electrica";180;1;3;"";0;2;1;2;;2;"02";"0201";"020101";1;"21-06057066498-A";1;9;12;2014;278;281
"21-06057066498-A0041";1;1;4;"";;50;1;"";1;1;"";5;"";10;"";150;6;;;1;150;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;4;2;2;;2;"02";"0201";"020101";1;"21-06057066498-A";1;19;12;2014;278;281
"21-06057066498-A0051";1;1;4;"";;200;1;"";2;1;"";5;"";3;"";0;6;;;1;100;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;3;0;2;;2;"02";"0201";"020101";1;"21-06057066498-A";1;8;12;2014;278;281
"21-06057066498-A0071";1;1;3;"";;5600;1;"";1;2;"";8;"pisos flotante";1;"";1200;1;1;1;1;230;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";120;8;3;2;;1;"02";"0201";"020101";1;"21-06057066498-A";1;9;12;2014;278;281
"21-06057066498-A0081";1;1;2;"";;150;1;"";1;1;"";3;"";1;"";20;1;1;1;1;35;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;1;"bomba de agua";150;1;3;"";6;2;2;2;;2;"02";"0201";"020101";1;"21-06057066498-A";1;8;12;2014;278;281
"21-06057066498-A0091";1;1;2;"";;500;1;"";1;1;"";3;"";1;"";250;1;1;1;1;100;5;"";1;400;2;;2;;2;"";;2;;1;6000;2;;2;;2;"";;1;3;"";23;3;2;2;;1;"02";"0201";"020101";1;"21-06057066498-A";1;8;12;2014;278;281
"21-06059325758-A0021";1;1;2;"";;200;1;"";1;1;"";5;"";2;"";13;1;1;1;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;2;1;2;;2;"02";"0201";"020105";1;"21-06059325758-A";6;2;12;2014;166;168
"21-06059325758-A0031";1;1;2;"";;250;1;"";1;1;"";5;"";2;"";26;1;1;1;1;50;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;3;2;2;;2;"02";"0201";"020105";1;"21-06059325758-A";6;2;12;2014;166;168
"21-06059325758-A0041";1;1;2;"";;180;2;"";1;1;"";5;"";1;"";5;1;1;1;1;22;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;3;2;2;;2;"02";"0201";"020105";1;"21-06059325758-A";6;2;12;2014;166;168
"21-06059325758-A0051";1;1;2;"";;200;1;"";1;1;"";3;"";1;"";80;1;1;1;1;80;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;4;3;2;;2;"02";"0201";"020105";1;"21-06059325758-A";6;3;12;2014;166;168
"21-06059325758-A0061";1;1;1;"";100;;1;"";1;1;"";5;"";1;"";6;2;1;2;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;1;0;2;;2;"02";"0201";"020105";1;"21-06059325758-A";6;2;12;2014;166;168
"21-06059325758-A0071";1;1;1;"";200;;1;"";1;1;"";5;"";1;"";20;2;1;2;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";24;2;1;2;;2;"02";"0201";"020105";1;"21-06059325758-A";6;2;12;2014;166;168
"21-06059325758-A0091";1;1;5;"";;150;1;"";1;1;"";3;"";1;"";18;1;1;1;1;38;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;3;1;2;;2;"02";"0201";"020105";1;"21-06059325758-A";6;1;12;2014;166;168
"21-06059325758-A0101";1;1;2;"";;150;2;"";2;1;"";5;"";2;"";9;2;;1;1;18;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";0;2;1;2;;2;"02";"0201";"020105";1;"21-06059325758-A";6;1;12;2014;166;168
"21-06059325758-A0111";1;1;5;"";;300;1;"";1;1;"";5;"";1;"";57;1;1;1;1;120;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;5;3;2;;2;"02";"0201";"020105";1;"21-06059325758-A";6;2;12;2014;166;168
"21-06059325758-A0121";1;1;2;"";;150;2;"";1;1;"";2;"";1;"";11;1;1;1;1;35;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;3;2;2;;2;"02";"0201";"020105";1;"21-06059325758-A";6;2;12;2014;166;168
"21-06059325758-A0131";1;1;2;"";;200;1;"";1;1;"";5;"";1;"";17;1;1;2;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";16;3;2;2;;2;"02";"0201";"020105";1;"21-06059325758-A";6;2;12;2014;166;168
"21-06059325758-A0141";1;1;1;"";300;;1;"";1;1;"";5;"";1;"";17;1;1;2;1;55;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;3;2;2;;1;"02";"0201";"020105";1;"21-06059325758-A";6;1;12;2014;166;168
"21-06060382822-A0031";1;1;3;"";;3000;1;"";1;2;"";3;"";1;"";25;1;1;1;1;250;6;"";1;20000;1;8000;2;;2;"";;1;6000;2;;2;;2;;2;"";;1;3;"";50;4;4;1;110;2;"02";"0201";"020101";1;"21-06060382822-A";1;8;12;2014;177;179
"21-06060382822-A0051";1;1;1;"";200;;2;"";1;1;"";5;"";1;"";20;1;1;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;1;1;2;;2;"02";"0201";"020101";1;"21-06060382822-A";1;4;12;2014;177;179
"21-06060382822-A0081";1;1;1;"";300;;2;"";1;1;"";5;"";1;"";30;1;1;1;1;100;6;"";2;;2;;1;70;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;2;2;2;;2;"02";"0201";"020101";1;"21-06060382822-A";1;4;12;2014;177;179
"21-06060382822-A0111";1;1;2;"";;150;1;"";1;3;"";5;"";1;"";50;1;1;2;1;0;6;"";2;;1;100;2;;2;"";;1;600;2;;2;;1;100;2;"";;1;3;"";0;2;2;2;;2;"02";"0201";"020101";1;"21-06060382822-A";1;3;12;2014;177;179
"21-06060382822-A0141";1;4;5;"";;700;1;"";1;3;"";5;"";2;"";12;1;1;2;1;120;5;"";1;800;1;100;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;2;1;2;;2;"02";"0201";"020101";1;"21-06060382822-A";1;3;12;2014;177;179
"21-06060382822-A0161";1;1;2;"";;700;1;"";1;1;"";5;"";2;"";5;1;1;1;1;15;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;"02";"0201";"020101";1;"21-06060382822-A";1;4;12;2014;177;179
"21-06060382822-A0191";1;4;1;"";300;;1;"";1;1;"";5;"";2;"";15;1;1;2;1;20;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;"02";"0201";"020101";1;"21-06060382822-A";1;4;12;2014;177;179
"21-06060382822-A0251";1;3;6;"";;1000;1;"";1;3;"";3;"";1;"";25;1;1;1;1;80;5;"";2;;2;;2;;2;"";;1;300;2;;2;;2;;2;"";;1;3;"";23;4;2;1;48;1;"02";"0201";"020101";1;"21-06060382822-A";1;15;12;2014;177;179
"21-06060382822-A0271";1;3;6;"";;1500;1;"";1;3;"";3;"";1;"";50;1;1;1;1;150;5;"";2;;2;;2;;2;"";;2;;2;;2;;1;300;2;"";;1;3;"";25;3;2;1;150;1;"02";"0201";"020101";1;"21-06060382822-A";1;4;12;2014;177;179
"21-06060382822-A0301";1;1;5;"";;1400;1;"";1;1;"";2;"";1;"";75;1;1;1;1;250;6;"";2;;2;;2;;1;"mantenimiento";2100;2;;2;;2;;2;;2;"";;1;3;"";45;5;3;1;25;2;"02";"0201";"020101";1;"21-06060382822-A";1;16;12;2014;177;179
"21-06060382822-A0331";1;1;1;"";700;;1;"";1;1;"";5;"";1;"";50;1;1;1;1;60;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;"02";"0201";"020101";1;"21-06060382822-A";1;4;12;2014;177;179
"21-06062171100-A0011";1;1;1;"";200;;1;"";1;1;"";5;"";1;"";30;2;1;1;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;2;1;2;;2;"02";"0201";"020105";1;"21-06062171100-A";6;5;12;2014;166;168
"21-06062171100-A0021";1;1;5;"";;250;2;"";2;1;"";5;"";1;"";15;2;1;1;1;16;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;"02";"0201";"020105";1;"21-06062171100-A";6;5;12;2014;166;168
"21-06062171100-A0031";1;1;5;"";;50;1;"";1;1;"";5;"";1;"";18;1;1;2;1;85;3;"";2;;2;;2;;2;"";;1;7000;2;;2;;2;;2;"";;2;3;"";45;1;0;2;;2;"02";"0201";"020105";1;"21-06062171100-A";6;5;12;2014;166;168
