folio;s1a_01;s1a_02;s1a_02b;s1a_03;s1a_04;s1a_05;s1a_06;s1a_07;s1a_07b;s1a_08;s1a_09;s1a_09b;s1a_10;s1a_10b;s1a_11;s1a_11b;s1a_12a;s1a_12b;s1a_13;s1a_14;s1a_15;s1a_16;s1a_17;s1a_18;s1a_19;s1a_20;s1a_20b;s1a_21_1a;s1a_21_1b;s1a_21_2a;s1a_21_2b;s1a_21_3a;s1a_21_3b;s1a_21_4a;s1a_21_4a1;s1a_21_4b;s1a_22_1a;s1a_22_1b;s1a_22_2a;s1a_22_2b;s1a_22_3a;s1a_22_3b;s1a_22_4a;s1a_22_4b;s1a_22_5a;s1a_22_5a1;s1a_22_5b;s1a_23;s1a_24;s1a_24a;s1a_25;s1a_26;s1a_27;s1a_28;s1a_29;s1a_30;departamento;area;upm;estrato;factor
"314-05265329226-A-0142";4;1;"";450;;2;;1;"";1;1;"";6;"";1;"";24;0;50;1;1;2;2;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;3;1;"314-05265329226-A";"14";210
"314-05276316539-A-0281";4;1;"";250;;2;;1;"";1;1;"";6;"";1;"";2;0;25;1;1;2;2;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;3;1;"314-05276316539-A";"14";192
"543-03461776658-A-0041";4;1;"";110;;2;;2;"";1;2;"";6;"";2;"";3;0;10;1;1;2;4;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;5;2;"543-03461776658-A";"23";580
"544-02586977180-A-0121";4;1;"";20;;2;;1;"";1;1;"";6;"";2;"";24;0;2;1;1;2;3;1;8;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;5;2;"544-02587107378-A";"24";349
"613-02977710385-A-0031";3;6;"";;2500;2;;1;"";1;3;"";6;"";1;"";24;0;30;1;1;1;;1;75;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;3;2;1;21;2;6;1;"613-02977710385-A";"13";156
"613-02981427702-A-0351";4;5;"";;350;2;;2;"";1;2;"";6;"";2;"";24;0;20;1;1;2;3;1;30;6;"";1;360;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;6;1;"613-02981427702-A";"13";156
"614-02977720765-A-0271";4;1;"";350;;2;;1;"";1;3;"";6;"";2;"";12;0;30;1;1;2;3;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;1;6;1;"614-02977720765-A";"14";152
"623-03018633366-A-0261";1;2;"";;1000;2;;1;"";1;2;"";6;"";2;"";24;0;50;1;1;1;;1;50;6;"";1;2000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;7;"";;1;1;2;;2;6;1;"623-03018633366-A";"13";156
"623-03360835905-A-0141";4;1;"";450;;2;;1;"";1;1;"";6;"";2;"";24;0;15;1;1;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;6;"";;1;0;2;;2;6;1;"623-03360835905-A";"13";188
"624-03358469696-A-0241";4;1;"";50;;2;;1;"";1;2;"";6;"";2;"";24;0;10;1;1;2;5;1;10;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;120;2;"";;2;7;"";;1;0;2;;2;6;1;"624-03358469696-A";"14";141
"624-03358469696-A-0271";4;1;"";60;;2;;1;"";1;2;"";6;"";2;"";24;0;17;1;1;2;4;1;50;6;"";2;;1;20;1;100;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;6;1;"624-03358469696-A";"14";141
"632-03074720807-A-0071";4;1;"";450;;2;;1;"";1;3;"";6;"";2;"";12;0;30;1;1;2;5;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;6;1;"632-03074720807-A";"12";123
"632-03074720807-A-0351";4;7;"BECA VIVIENDA OTORGADA POR LA UNIVERSDIDAD";;300;2;;1;"";1;2;"";6;"";1;"";19;0;;1;1;2;2;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;1;6;1;"632-03074720807-A";"12";123
"632-03074720807-A-0352";4;7;"BECA VIVIENDA UNIPERSONAL OTORGADA POR LA UNIVERSIDAD JUAN MISAEL SARACHO";;500;2;;1;"";1;2;"";6;"";1;"";24;0;;1;1;2;2;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;1;6;1;"632-03074720807-A";"12";123
"632-03074720807-A-0391";4;7;"BECA VIVIENDA UNIPERSONAL OTORGADA POR  UNIVERSIDAD AUTÓNOMA JUAN MISAEL SARACHO";;450;2;;1;"";1;2;"";6;"";2;"";19;0;;1;1;2;6;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;1;6;1;"632-03074720807-A";"12";123
"633-03097988598-A-0181";4;1;"";353;;2;;1;"";1;3;"";6;"";2;"";24;0;22;1;1;2;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;1;6;1;"633-03097988598-A";"13";156
"711-05228798438-A-0081";1;4;"";;300;2;;1;"";1;2;"";6;"";1;"";24;0;60;1;1;2;2;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"711-05228798438-A";"11";312
"711-05228798438-A-0101";4;4;"";;350;2;;1;"";1;2;"";6;"";2;"";24;0;50;1;1;2;4;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"711-05228798438-A";"11";312
"712-05185600794-A-0121";4;1;"";450;;2;;1;"";1;1;"";6;"";2;"";24;0;40;1;2;2;3;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"712-05185600794-A";"12";341
"712-05188378703-A-0182";1;1;"";300;;2;;1;"";1;2;"";6;"";2;"";24;0;30;1;2;2;3;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"712-05188378703-A";"12";312
"712-05201628165-A-0011";1;1;"";300;;2;;1;"";1;1;"";6;"";2;"";24;0;15;1;2;2;2;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"712-05201628165-A";"12";312
"712-05262597370-A-0211";4;1;"";400;;2;;1;"";1;3;"";6;"";2;"";24;0;50;1;1;2;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;7;1;"712-05262597370-A";"12";312
"713-05194345116-A-0021";4;1;"";500;;2;;1;"";1;2;"";6;"";2;"";24;0;30;1;5;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;1;7;1;"713-05194345116-A";"13";375
"713-05194345116-A-0041";4;5;"";;450;2;;1;"";1;3;"";6;"";2;"";24;0;;1;2;1;;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;1;7;1;"713-05194345116-A";"13";375
"713-05199505890-A-0121";4;1;"";300;;2;;1;"";1;2;"";6;"";2;"";24;0;40;1;1;2;5;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"713-05199505890-A";"13";345
"713-05199505890-A-0191";4;5;"";;250;2;;1;"";2;2;"";6;"";2;"";24;0;20;1;1;2;2;1;280;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;7;1;"713-05199505890-A";"13";345
"713-05201079745-A-0181";4;1;"";250;;2;;1;"";1;2;"";6;"";2;"";24;0;30;1;1;2;8;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"713-05201079745-A";"13";345
"713-05201079745-A-0221";4;5;"";;400;2;;1;"";1;2;"";6;"";2;"";24;0;80;1;1;2;3;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;2;2;2;;2;7;1;"713-05201079745-A";"13";345
"713-05204782231-A-0241";4;1;"";500;;2;;1;"";1;2;"";6;"";2;"";24;0;70;1;1;2;3;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"713-05204782231-A";"13";345
"713-05206128293-A-0191";4;5;"";;200;2;;1;"";1;2;"";6;"";1;"";24;0;50;1;2;2;2;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"713-05206128293-A";"13";345
"713-05208819071-A-0041";4;1;"";400;;2;;1;"";1;2;"";6;"";1;"";24;0;50;1;1;2;3;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;7;1;"713-05208819071-A";"13";375
"713-05215199424-A-1611";1;1;"";400;;2;;1;"";1;2;"";6;"";1;"";24;0;25;1;1;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"713-05215199424-A";"13";375
"713-05265792814-A-0321";1;1;"";400;;2;;1;"";1;2;"";6;"";1;"";24;0;40;1;2;2;4;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;1;7;1;"713-05265792814-A";"13";345
"714-05204174769-A-0071";1;2;"";;3500;2;;1;"";1;2;"";6;"";1;"";24;0;200;1;1;1;;1;250;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;3;1;2;;1;7;1;"714-05204174769-A";"14";343
"714-05215958095-A-0171";4;2;"";;1200;2;;1;"";1;2;"";6;"";1;"";24;0;130;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;3;2;2;;1;7;1;"714-05215958095-A";"14";459
"714-05224104230-A-0201";4;1;"";400;;2;;1;"";1;2;"";6;"";2;"";24;0;50;1;1;2;4;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"714-05224104230-A";"14";375
"714-05225560094-A-0351";4;1;"";430;;2;;1;"";1;3;"";6;"";2;"";24;0;50;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;1;30;2;7;1;"714-05225560094-A";"14";412
"714-05227430800-A-0691";1;5;"";;800;2;;1;"";1;2;"";6;"";1;"";24;0;80;1;1;2;2;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"714-05227430800-A";"14";375
"714-05232652795-A-0351";4;1;"";500;;2;;1;"";1;3;"";6;"";2;"";24;0;50;1;1;2;4;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;7;1;"714-05232652795-A";"14";412
"714-05232652795-A-0391";4;1;"";450;;2;;1;"";1;3;"";6;"";2;"";24;0;50;1;1;2;7;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;7;1;"714-05232652795-A";"14";412
"714-05234130460-A-0021";4;1;"";850;;2;;1;"";1;2;"";6;"";1;"";24;0;30;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;7;1;"714-05234130460-A";"14";516
"714-05235895480-A-0381";4;1;"";600;;2;;1;"";1;2;"";6;"";2;"";24;0;100;1;1;2;2;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;7;1;"714-05235895480-A";"14";412
"714-05237084266-A-0151";4;4;"";;750;2;;1;"";1;2;"";6;"";2;"";24;0;;1;1;1;;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;1;60;2;7;1;"714-05237084266-A";"14";343
"714-05237084266-A-0201";4;1;"";900;;2;;1;"";1;3;"";6;"";2;"";24;0;50;1;1;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;7;1;"714-05237084266-A";"14";343
"714-05237084266-A-0351";4;5;"";;600;2;;1;"";1;3;"";6;"";1;"";24;0;50;1;1;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;1;293;1;7;1;"714-05237084266-A";"14";343
"714-05237084266-A-0401";4;1;"";750;;2;;1;"";1;2;"";6;"";2;"";24;0;50;1;1;2;3;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;7;1;"714-05237084266-A";"14";343
"714-05241499727-A-0141";3;5;"";;;2;;1;"";1;3;"";6;"";1;"";24;0;;1;1;1;;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;6;"";;2;2;2;;2;7;1;"714-05241499727-A";"14";589
"714-05249315674-A-0521";4;1;"";440;;2;;1;"";1;3;"";6;"";1;"";24;0;30;1;1;2;4;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;1;7;1;"714-05249315674-A";"14";412
"714-05267485532-A-0221";4;1;"";600;;2;;1;"";1;1;"";6;"";2;"";24;0;30;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;1;7;1;"714-05267485532-A";"14";375
"714-05267485532-A-0561";4;1;"";870;;2;;1;"";1;2;"";6;"";2;"";24;0;50;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;1;7;1;"714-05267485532-A";"14";375
"714-05267485532-A-0651";4;1;"";870;;2;;1;"";1;2;"";6;"";2;"";24;0;50;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;1;7;1;"714-05267485532-A";"14";375
"714-05267485532-A-0901";4;1;"";800;;2;;1;"";2;3;"";6;"";2;"";24;0;30;1;1;2;3;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;1;7;1;"714-05267485532-A";"14";375
"722-05500580302-A-0251";4;1;"";400;;2;;1;"";1;2;"";6;"";2;"";24;0;40;1;1;2;4;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;7;1;"722-05500580302-A";"12";312
"732-06430865072-A-0211";4;1;"";300;;2;;1;"";1;1;"";6;"";2;"";24;0;20;1;3;2;4;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;2;7;1;"732-06430865072-A";"12";341
"744-04790873484-A-0121";4;1;"";220;;2;;1;"";1;2;"";6;"";2;"";24;0;10;2;;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;0;2;;1;7;2;"744-04791434298-A";"24";525
"813-00755435860-A-0211";4;1;"";450;;2;;1;"";2;3;"";6;"";10;"";;;50;1;2;2;3;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;8;1;"813-00755435860-A";"13";237
"814-00755403856-A-0011";4;5;"";;800;2;;1;"";2;2;"";6;"";10;"";;;60;1;2;2;4;1;140;6;"";2;;2;;1;400;1;"ns/nr";0;2;;2;;2;;2;;2;"";;2;7;"";;2;2;2;;2;8;1;"814-00755403856-A";"14";345
"814-00756131930-A-0101";1;6;"";;70000;2;;1;"";1;2;"";6;"";10;"";;;50;1;1;1;;1;130;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;7;"";;2;1;2;;2;8;1;"814-00756131930-A";"14";345
"814-00756131930-A-0131";1;2;"";;900;2;;1;"";1;2;"";6;"";2;"";24;0;400;1;1;2;2;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;7;"";;2;2;2;;2;8;1;"814-00756131930-A";"14";345
"814-00756377274-A-0171";1;3;"";;600;2;;1;"";1;2;"";6;"";10;"";;;360;1;2;2;4;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;7;"";;1;1;2;;2;8;1;"814-00756377274-A";"14";345
"821-11062460267-A-0051";4;2;"";;300;2;;1;"";2;1;"";6;"";7;"";;;0;3;;2;3;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;8;1;"821-11062460267-A";"11";214
"822-01106720061-A-0191";1;5;"";;2500;2;;1;"";1;1;"";6;"";10;"";;;;5;;;;2;;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;2;2;2;;2;8;1;"822-01106720061-A";"12";195
"823-00719877393-A-0071";1;1;"";300;;2;;1;"";1;2;"";6;"";10;"";;;40;1;2;2;2;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;8;1;"823-00719877393-A";"13";237
"823-01106313349-A-0061";1;1;"";1500;;2;;1;"";1;2;"";6;"";1;"";24;0;140;1;2;1;;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;7;"";;3;2;2;;1;8;1;"823-01106313349-A";"13";237
"823-01107245772-A-0021";4;2;"";;600;2;;1;"";1;2;"";6;"";10;"";;;80;1;1;2;2;1;500;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;7;"";;2;2;2;;1;8;1;"823-01107245772-A";"13";237
"823-01107245772-A-0031";1;2;"";;1500;2;;1;"";1;1;"";6;"";10;"";;;60;1;1;1;;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;7;"";;2;2;2;;2;8;1;"823-01107245772-A";"13";237
"823-01107245772-A-0041";4;5;"";;500;2;;1;"";1;2;"";6;"";10;"";;;40;1;2;2;3;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;7;"";;3;2;2;;2;8;1;"823-01107245772-A";"13";237
"823-11053721813-A-0101";1;1;"";350;;2;;1;"";1;2;"";6;"";1;"";24;0;95;1;1;1;;1;85;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;2;2;2;;2;8;1;"823-11053721813-A";"13";237
"824-01107688962-A-0041";1;2;"";;4000;2;;1;"";1;2;"";6;"";10;"";;;50;1;2;1;;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;7;"";;3;1;2;;2;8;1;"824-01107688962-A";"14";345
"824-01107688962-A-0121";1;4;"";;3000;2;;1;"";1;1;"";6;"";1;"";4;0;;1;1;1;;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;8;1;"824-01107688962-A";"14";345
"824-01107688962-A-0122";1;4;"";;;2;;1;"";1;2;"";6;"";1;"";4;0;;1;1;1;;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;8;1;"824-01107688962-A";"14";345
"913-12117808406-A-0171";1;2;"";;4000;2;;1;"";1;1;"";6;"";10;"";;;60;1;2;1;;1;150;6;"";2;;1;300;2;;2;"";;2;;2;;2;;1;600;2;"";;1;7;"";;4;2;2;;2;9;1;"913-12117808406-A";"13";86
"914-01213163197-A-0021";4;1;"";400;;2;;1;"";1;1;"";6;"";10;"";;;20;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;9;1;"914-01213163197-A";"14";84
"914-01213163197-A-0051";4;1;"";450;;2;;1;"";1;1;"";6;"";10;"";;;20;1;1;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;9;1;"914-01213163197-A";"14";84
"914-01213163197-A-0181";1;1;"";450;;2;;1;"";1;1;"";6;"";10;"";;;25;1;2;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;6;"";;1;1;2;;2;9;1;"914-01213163197-A";"14";84
"914-12114654233-A-0041";4;1;"";450;;2;;1;"";1;1;"";6;"";10;"";;;100;2;;2;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;9;1;"914-12114654233-A";"14";93
"914-12131534539-A-0101";1;2;"";;3000;2;;1;"";1;3;"";6;"";10;"";;;50;1;2;1;;1;2000;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";200;4;3;1;39;1;9;1;"914-12131534539-A";"14";154
"914-01212616675-A-0151";4;2;"";;400;2;;1;"";1;1;"";6;"";1;"";24;0;60;1;1;2;4;1;200;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";180;3;1;2;;2;9;1;"914-01212616675-A";"14";93
"952-12069214632-D-0161";1;2;"";;400;2;;1;"";1;1;"";6;"";1;"";24;0;25;3;;1;;2;;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";120;2;2;2;;2;9;2;"952-12069214632-D";"22";72
"914-12131534539-A-0091";1;2;"";;3000;2;;1;"";1;1;"";6;"";10;"";;;240;1;1;1;;1;300;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";100;3;2;1;40;2;9;1;"914-12131534539-A";"14";154
"213-00630297100-A-0291";1;2;"";;1500;2;;1;"";1;1;"";6;"";1;"";24;0;145;1;1;1;;1;291;5;"";1;35000;2;;2;;2;"";;2;;2;;1;1050;2;;2;"";;1;3;"";90;4;4;2;;2;2;1;"213-00630297100-A";"13";233
"314-05233190771-A-0111";1;2;"";;3000;2;;2;"";1;1;"";6;"";1;"";1;0;240;1;1;1;;1;200;5;"";1;1500;1;350;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";90;3;3;1;40;1;3;1;"314-05233190771-A";"14";210
"912-01212778616-A-0141";1;3;"";;600;2;;1;"";1;1;"";6;"";10;"";;;200;1;1;1;;1;150;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";90;2;1;2;;2;9;1;"912-01212778616-A";"12";79
"313-05193437242-A-0161";1;2;"";;3000;2;;1;"";1;2;"";6;"";1;"";24;0;35;2;;1;;1;300;5;"";1;2000;2;;2;;1;"ns/nr";0;2;;1;2000;2;;2;;2;"";;1;3;"";69;7;3;1;35;2;3;1;"313-05193437242-A";"13";225
"314-05236420773-A-0411";1;5;"";;400;2;;1;"";1;1;"";6;"";1;"";2;0;290;1;1;1;;1;250;5;"";1;16725;1;300;1;1000;2;"";;1;3000;2;;2;;1;8028;2;"";;1;3;"";69;5;3;1;28;2;3;1;"314-05236420773-A";"14";210
"914-01212616675-A-0101";1;2;"";;2000;2;;1;"";1;1;"";6;"";1;"";5;0;48;1;1;1;;1;200;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";67;5;5;1;34;2;9;1;"914-01212616675-A";"14";93
"712-05272992226-A-0241";1;2;"";;1600;2;;1;"";1;2;"";6;"";1;"";24;0;100;1;1;1;;1;300;5;"";1;1000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";55;5;3;1;60;1;7;1;"712-05272992226-A";"12";312
"312-05212594424-A-0111";1;2;"";;100;2;;1;"";1;1;"";6;"";11;"";;;24;2;;1;;1;60;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";50;3;3;2;;2;3;1;"312-05212594424-A";"12";224
"314-05260352239-A-0111";1;2;"";;1500;2;;1;"";1;2;"";6;"";1;"";3;0;60;1;1;1;;1;120;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;8;6;1;150;2;3;1;"314-05260352239-A";"14";192
"413-00477934146-A-0041";1;1;"";900;;2;;2;"";1;2;"";6;"";1;"";24;0;100;1;1;1;;1;150;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;2;1;1;27;2;4;1;"413-00477934146-A";"13";283
"414-00477139385-A-0101";3;2;"";;1000;2;;1;"";1;3;"";6;"";1;"";24;0;100;1;1;1;;1;150;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";50;3;3;1;25;2;4;1;"414-00477139385-A";"14";373
"712-05258298814-A-0081";1;3;"";;3500;2;;1;"";1;1;"";6;"";1;"";24;0;203;1;1;1;;1;254;5;"";1;3000;1;500;1;1000;2;"";;1;35000;2;;2;;2;;2;"";;1;3;"";50;4;4;2;;2;7;1;"712-05258298814-A";"12";312
"913-12133067980-A-0071";1;2;"";;2000;2;;1;"";1;2;"";6;"";1;"";24;0;60;2;;1;;1;250;5;"";2;;2;;1;200;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;7;3;1;0;2;9;1;"913-12133067980-A";"13";86
"113-04174277189-A-0081";1;5;"";;700;2;;1;"";1;3;"";6;"";1;"";24;0;55;1;1;1;;1;80;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";48;2;1;2;;1;1;1;"113-04174277189-A";"13";250
"333-05570520287-A-0471";1;2;"";;5000;2;;1;"";1;2;"";6;"";1;"";24;0;40;1;1;1;;1;450;5;"";1;6000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";46;1;1;2;;2;3;1;"333-05570520287-A";"13";206
"913-01213678240-A-0061";1;1;"";450;;2;;1;"";1;1;"";6;"";10;"";;;500;2;;2;4;1;0;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";46;1;0;2;;2;9;1;"913-01213678240-A";"13";71
"313-05186236406-A-0051";1;2;"";;1000;2;;1;"";1;2;"";6;"";11;"";;;260;1;1;1;;1;180;5;"";1;1500;2;;2;;1;"GAS DOMICILIARIO";3711;1;40000;2;;2;;2;;2;"";;1;3;"";45;3;3;1;42;1;3;1;"313-05186236406-A";"13";206
"314-05236420773-A-0621";1;1;"";3000;;2;;1;"";1;1;"";6;"";1;"";2;0;300;1;1;1;;1;200;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;2;2;;2;3;1;"314-05236420773-A";"14";210
"324-00526576023-A-0211";1;2;"";;1050;2;;1;"";1;1;"";6;"";1;"";24;0;70;1;2;1;;1;200;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;4;4;1;35;2;3;1;"324-00526576023-A";"14";231
"413-04789453474-A-0121";1;2;"";;300;2;;1;"";1;1;"";6;"";2;"";5;0;40;2;;1;;1;90;5;"";2;;1;200;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;3;1;36;1;4;1;"413-04789453474-A";"13";283
"911-12121844425-A-0141";1;5;"";;400;2;;1;"";1;1;"";6;"";10;"";;;100;2;;2;2;1;0;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";45;1;1;2;;2;9;1;"911-12121844425-A";"11";69
"914-12114654233-A-0181";1;3;"";;7000;2;;1;"";1;2;"";6;"";10;"";;;160;1;2;1;;1;800;5;"";1;10500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;2;2;;1;9;1;"914-12114654233-A";"14";93
