dep;pro;can;ciu;area;zona;v00;v01;v02;v03;v04;v05;v06;v07;v081;v082;v083;v09;v10;v11;v12;v14;v15;v18h;v18m;i10v;i13v;v011;claviv;v18t;urb;folio;totpob;tothom;totmuj
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;4;5;7;11;1;10;9;2;1153528;9;4;5
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;1;2;8;11;1;10;3;2;1153529;3;1;2
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;2;1;9;11;1;10;3;2;1153530;3;2;1
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;1;0;10;11;1;10;1;2;1153531;1;1;0
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;2;1;1;5;5;1;11;11;1;10;6;2;1153532;6;5;1
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;2;1;1;5;4;3;12;11;1;10;7;2;1153533;7;4;3
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;2;1;5;5;1;2;13;11;1;10;3;2;1153534;3;1;2
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;2;2;14;11;1;10;4;2;1153535;4;2;2
9;95;2;0;2;0;0;14;1;5;4;1;4;5;3;4;3;2;3;1;1;5;5;1;0;1;11;1;5;1;2;1153536;1;1;0
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;2;1;5;5;1;0;2;11;1;10;1;2;1153537;1;1;0
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;5;2;1;1;5;2;2;3;11;1;10;4;2;1153538;4;2;2
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;1;2;1;5;5;4;4;11;1;10;9;2;1153539;9;5;4
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;1;1;5;11;1;10;2;2;1153540;2;1;1
9;95;2;0;2;0;0;14;2;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;6;0;1;0;0;2;1153541;;;
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;4;0;7;11;1;10;4;2;1153542;4;4;0
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;1;1;8;11;1;10;2;2;1153543;2;1;1
9;95;2;0;2;0;0;14;1;5;5;1;4;5;3;4;3;2;4;2;1;1;5;5;2;9;11;1;11;7;2;1153544;7;5;2
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;2;1;1;3;5;3;10;11;1;10;8;2;1153545;8;5;3
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;3;1;1;11;11;1;10;2;2;1153546;2;1;1
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;3;1;1;12;11;1;10;2;2;1153547;2;1;1
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;5;1;13;11;1;10;6;2;1153548;6;5;1
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;1;0;14;11;1;10;1;2;1153549;1;1;0
9;95;2;0;2;0;0;14;2;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;15;0;1;0;0;2;1153550;;;
9;95;2;0;2;0;0;14;2;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;16;0;1;0;0;2;1153551;;;
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;2;1;1;5;3;2;17;11;1;10;5;2;1153552;5;3;2
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;3;5;1;11;1;10;8;2;1153553;8;3;5
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;1;1;1;5;1;0;2;11;1;10;1;2;1153554;1;1;0
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;3;1;1;3;11;1;10;2;2;1153555;2;1;1
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;1;1;1;5;3;4;4;11;1;10;7;2;1153556;7;3;4
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;2;2;5;11;1;10;4;2;1153557;4;2;2
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;2;2;6;11;1;10;4;2;1153558;4;2;2
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;2;2;1;5;6;2;7;11;1;10;8;2;1153559;8;6;2
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;2;3;8;11;1;10;5;2;1153560;5;2;3
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;2;1;9;11;1;10;3;2;1153561;3;2;1
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;1;3;10;11;1;10;4;2;1153562;4;1;3
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;2;2;11;11;1;10;4;2;1153563;4;2;2
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;5;3;1;12;11;1;10;4;2;1153564;4;3;1
9;95;2;0;2;0;0;14;2;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;13;0;1;0;0;2;1153565;;;
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;5;5;1;1;14;11;1;10;2;2;1153566;2;1;1
9;95;2;0;2;0;0;14;2;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;15;0;1;0;0;2;1153567;;;
9;95;2;0;2;0;0;14;1;5;4;1;4;5;3;4;3;2;4;2;1;5;5;2;3;16;11;1;5;5;2;1153568;5;2;3
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;5;5;3;5;17;11;1;10;8;2;1153569;8;3;5
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;2;1;1;5;1;1;18;11;1;10;2;2;1153570;2;1;1
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;5;5;6;3;19;11;1;10;9;2;1153571;9;6;3
9;95;2;0;2;0;0;14;3;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;20;0;1;0;0;2;1153572;;;
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;5;5;3;2;21;11;1;10;5;2;1153573;5;3;2
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;2;1;1;5;1;1;22;11;1;10;2;2;1153574;2;1;1
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;5;3;3;2;1;11;1;10;5;2;1153575;5;3;2
9;95;2;0;2;0;0;14;1;5;4;5;4;5;3;4;3;2;3;2;1;1;3;2;4;2;11;1;10;6;2;1153576;6;2;4
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;3;4;4;3;11;1;10;8;2;1153577;8;4;4
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;3;4;5;4;11;1;10;9;2;1153578;9;4;5
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;1;3;7;3;5;11;1;10;10;2;1153579;10;7;3
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;2;1;1;3;7;2;6;11;1;10;9;2;1153580;9;7;2
9;95;2;0;2;0;0;14;1;6;4;5;4;5;1;2;3;2;2;1;1;2;3;7;2;7;11;1;10;9;2;1153581;9;7;2
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;4;2;1;1;3;4;3;8;11;1;10;7;2;1153582;7;4;3
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;1;1;1;3;3;4;9;11;1;10;7;2;1153583;7;3;4
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;2;5;5;1;1;10;11;1;10;2;2;1153584;2;1;1
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;2;1;1;3;6;2;11;11;1;10;8;2;1153585;8;6;2
9;95;2;0;2;0;0;16;1;6;4;5;4;3;3;4;3;2;2;1;1;5;3;2;2;12;11;1;10;4;2;1153586;4;2;2
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;1;0;2;1;3;2;0;13;11;1;10;2;2;1153587;2;2;0
9;95;2;0;2;0;0;14;2;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;14;0;1;0;0;2;1153588;;;
9;95;2;0;2;0;0;14;2;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;15;0;1;0;0;2;1153589;;;
9;95;2;0;2;0;0;14;2;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;16;0;1;0;0;2;1153590;;;
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;3;2;1;1;5;1;1;17;11;1;10;2;2;1153591;2;1;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;3;2;1;1;5;6;3;1;11;1;10;9;2;1153592;9;6;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;5;5;4;5;2;11;1;10;9;2;1153593;9;4;5
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;1;5;4;3;3;11;1;10;7;2;1153594;7;4;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;4;4;11;1;10;6;2;1153595;6;2;4
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;5;3;5;11;1;10;8;2;1153596;8;5;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;0;6;11;1;10;2;2;1153597;2;2;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;5;4;7;11;1;10;9;2;1153598;9;5;4
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;2;8;11;1;10;4;2;1153599;4;2;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;1;9;11;1;10;3;2;1153600;3;2;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;0;10;11;1;10;2;2;1153601;2;2;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;5;5;1;4;11;11;1;10;5;2;1153602;5;1;4
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;3;1;12;11;1;10;4;2;1153603;4;3;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;5;2;13;11;1;10;7;2;1153604;7;5;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;4;2;1;1;5;5;3;14;11;1;10;8;2;1153605;8;5;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;1;15;11;1;10;3;2;1153606;3;2;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;3;1;11;1;10;5;2;1153607;5;2;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;5;5;3;3;2;11;1;10;6;2;1153608;6;3;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;4;1;1;5;5;3;2;3;11;1;10;5;2;1153609;5;3;2
9;95;2;0;2;0;0;11;1;5;1;1;4;5;3;4;3;2;4;3;1;1;5;4;0;4;11;1;4;4;2;1153610;4;4;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;5;5;11;1;10;7;2;1153611;7;2;5
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;2;6;11;1;10;4;2;1153612;4;2;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;1;7;11;1;10;2;2;1153613;2;1;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;4;1;8;11;1;10;5;2;1153614;5;4;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;4;2;9;11;1;10;6;2;1153615;6;4;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;1;10;11;1;10;2;2;1153616;2;1;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;4;1;11;11;1;10;5;2;1153617;5;4;1
9;95;2;0;2;0;0;15;1;5;5;1;4;5;3;4;3;2;2;1;2;5;3;1;0;12;11;1;11;1;2;1153618;1;1;0
9;95;2;0;2;0;0;15;1;5;5;1;4;5;3;4;3;2;2;1;1;5;3;1;1;13;11;1;11;2;2;1153619;2;1;1
9;95;2;0;2;0;0;14;2;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;14;0;1;0;0;2;1153620;;;
9;95;2;0;2;0;0;14;1;6;4;1;4;5;3;4;3;2;2;1;1;1;3;1;0;15;11;1;5;1;2;1153621;1;1;0
9;95;2;0;2;0;0;15;1;5;5;1;4;5;3;4;3;2;1;0;2;5;5;1;3;16;11;1;11;4;2;1153622;4;1;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;5;6;17;11;1;10;11;2;1153623;11;5;6
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;6;3;18;11;1;10;9;2;1153624;9;6;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;6;3;19;11;1;10;9;2;1153625;9;6;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;3;1;20;11;1;10;4;2;1153626;4;3;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;5;3;21;11;1;10;8;2;1153627;8;5;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;1;0;2;1;5;1;1;22;11;1;10;2;2;1153628;2;1;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;3;4;23;11;1;10;7;2;1153629;7;3;4
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;3;4;24;11;1;10;7;2;1153630;7;3;4
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;6;5;2;3;25;11;1;10;5;2;1153631;5;2;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;3;6;1;11;1;10;9;2;1153632;9;3;6
9;95;2;0;2;0;0;14;3;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;2;0;1;0;0;2;1153633;;;
9;95;2;0;2;0;0;14;3;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;3;0;1;0;0;2;1153634;;;
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;7;1;4;11;1;10;8;2;1153635;8;7;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;4;5;5;11;1;10;9;2;1153636;9;4;5
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;4;1;6;11;1;10;5;2;1153637;5;4;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;4;2;7;11;1;10;6;2;1153638;6;4;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;6;8;11;1;10;7;2;1153639;7;1;6
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;3;1;9;11;1;10;4;2;1153640;4;3;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;4;2;1;1;5;3;2;10;11;1;10;5;2;1153641;5;3;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;1;0;1;1;5;5;1;1;11;1;10;6;2;1153642;6;5;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;1;0;1;1;5;2;4;2;11;1;10;6;2;1153643;6;2;4
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;1;0;1;1;5;4;7;3;11;1;10;11;2;1153644;11;4;7
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;1;0;2;1;5;7;5;4;11;1;10;12;2;1153645;12;7;5
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;3;2;5;11;1;10;5;2;1153646;5;3;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;4;5;6;11;1;10;9;2;1153647;9;4;5
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;2;7;11;1;10;4;2;1153648;4;2;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;4;3;8;11;1;10;7;2;1153649;7;4;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;1;9;11;1;10;2;2;1153650;2;1;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;5;2;10;11;1;10;7;2;1153651;7;5;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;2;11;11;1;10;3;2;1153652;3;1;2
9;95;2;0;2;0;0;14;1;7;4;5;4;5;3;4;3;2;2;1;2;1;5;2;0;12;11;1;10;2;2;1153653;2;2;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;6;1;13;11;1;10;7;2;1153654;7;6;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;3;14;11;1;10;4;2;1153655;4;1;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;5;15;11;1;10;6;2;1153656;6;1;5
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;3;16;11;1;10;5;2;1153657;5;2;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;5;5;4;2;17;11;1;10;6;2;1153658;6;4;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;5;5;1;2;18;11;1;10;3;2;1153659;3;1;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;5;5;1;2;19;11;1;10;3;2;1153660;3;1;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;3;1;20;11;1;10;4;2;1153661;4;3;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;4;21;11;1;10;6;2;1153662;6;2;4
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;7;3;22;11;1;10;10;2;1153663;10;7;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;1;23;11;1;10;2;2;1153664;2;1;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;3;5;24;11;1;10;8;2;1153665;8;3;5
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;1;25;11;1;10;2;2;1153666;2;1;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;0;26;11;1;10;1;2;1153667;1;1;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;5;2;27;11;1;10;7;2;1153668;7;5;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;4;3;28;11;1;10;7;2;1153669;7;4;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;5;10;1;11;1;10;15;2;1153670;15;5;10
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;2;2;11;1;10;3;2;1153671;3;1;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;3;3;11;1;10;5;2;1153672;5;2;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;1;4;11;1;10;3;2;1153673;3;2;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;4;4;5;11;1;10;8;2;1153674;8;4;4
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;8;5;6;11;1;10;13;2;1153675;13;8;5
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;6;5;4;5;7;11;1;10;9;2;1153676;9;4;5
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;0;8;11;1;10;1;2;1153677;1;1;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;4;0;9;11;1;10;4;2;1153678;4;4;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;5;10;11;1;10;7;2;1153679;7;2;5
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;5;5;11;11;1;10;10;2;1153680;10;5;5
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;1;12;11;1;10;2;2;1153681;2;1;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;0;1;11;1;10;1;2;1153682;1;1;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;5;2;11;1;10;7;2;1153683;7;2;5
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;5;5;2;4;3;11;1;10;6;2;1153684;6;2;4
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;5;5;1;2;4;11;1;10;3;2;1153685;3;1;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;5;2;5;11;1;10;7;2;1153686;7;5;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;5;5;3;6;6;11;1;10;9;2;1153687;9;3;6
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;5;5;1;1;7;11;1;10;2;2;1153688;2;1;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;1;1;8;11;1;10;2;2;1153689;2;1;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;0;9;11;1;10;2;2;1153690;2;2;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;4;4;10;11;1;10;8;2;1153691;8;4;4
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;1;5;2;1;11;11;1;10;3;2;1153692;3;2;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;3;2;2;5;5;2;1;1;11;1;10;3;2;1153693;3;2;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;3;2;2;5;3;2;1;2;11;1;10;3;2;1153694;3;2;1
9;95;2;0;2;0;0;14;3;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;3;0;1;0;0;2;1153695;;;
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;5;5;2;3;4;11;1;10;5;2;1153696;5;2;3
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;2;1;1;5;3;4;4;5;11;1;10;8;2;1153697;8;4;4
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;5;5;5;3;6;11;1;10;8;2;1153698;8;5;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;3;1;2;5;5;1;0;7;11;1;10;1;2;1153699;1;1;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;5;5;2;4;8;11;1;10;6;2;1153700;6;2;4
9;95;2;0;2;0;0;14;2;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;9;0;1;0;0;2;1153701;;;
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;5;3;5;0;10;11;1;10;5;2;1153702;5;5;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;5;5;1;0;11;11;1;10;1;2;1153703;1;1;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;5;3;1;0;12;11;1;10;1;2;1153704;1;1;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;5;5;4;2;13;11;1;10;6;2;1153705;6;4;2
9;95;2;0;2;0;0;14;1;7;4;5;4;5;3;4;3;2;1;0;2;5;5;2;3;14;11;1;10;5;2;1153706;5;2;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;5;5;2;3;15;11;1;10;5;2;1153707;5;2;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;5;5;2;3;16;11;1;10;5;2;1153708;5;2;3
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;5;5;5;6;17;11;1;10;11;2;1153709;11;5;6
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;3;1;1;5;5;1;0;18;11;1;10;1;2;1153710;1;1;0
9;95;2;0;2;0;0;14;3;8;8;8;8;8;8;8;8;8;888;888;8;8;8;0;0;19;0;1;0;0;2;1153711;;;
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;5;5;1;1;20;11;1;10;2;2;1153712;2;1;1
9;95;2;0;2;0;0;14;1;6;4;1;4;5;3;4;3;2;2;1;2;5;5;1;0;21;11;1;5;1;2;1153713;1;1;0
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;1;0;2;5;5;1;0;22;11;1;10;1;2;1153714;1;1;0
9;95;2;0;2;0;0;14;1;6;4;5;4;5;3;4;3;2;1;0;2;5;5;4;1;23;11;1;10;5;2;1153715;5;4;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;5;3;3;2;24;11;1;10;5;2;1153716;5;3;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;3;2;2;5;5;2;0;25;11;1;10;2;2;1153717;2;2;0
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;1;5;5;5;1;26;11;1;10;6;2;1153718;6;5;1
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;5;5;1;2;27;11;1;10;3;2;1153719;3;1;2
9;95;2;0;2;0;0;14;1;6;4;6;4;5;3;4;3;2;2;1;2;5;5;1;1;28;11;1;10;2;2;1153720;2;1;1
