folio;departamento;n_hogar;s8_01;s8_02;s8_02e;s8_03;s8_04;s8_05;s8_05e;s8_06;s8_07;s8_07e;s8_08;s8_08e;s8_09;s8_09e;s8_10;s8_11;s8_12;s8_13;s8_14;s8_15;s8_16;s8_17;s8_17e;s8_181a;s8_181b;s8_182a;s8_182b;s8_183a;s8_183b;s8_184a;s8_184b;s8_184e;s8_191a;s8_191b;s8_192a;s8_192b;s8_193a;s8_193b;s8_194a;s8_194b;s8_195a;s8_195b;s8_195e;s8_20;s8_21;s8_21e;s8_22;s8_23;s8_24;s8_25;s8_26;s8_27;s8_28;s8_29;s8_30;s8_31;s8_32;s8_331;s8_332;s8_333;s8_334;s8_335;s8_34;upm;estrato;area;ccons;chabita;cserv;cviv2;factor_ant;factor
"20543010031";"02";1;1;2;"";;50;2;"";1;1;"";5;"";6;"";2;0;2;;;1;22;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";14;2;1;2;;2;;2;;;3;;;;;;;"205430701";"22";2;0;3;2;0;261;267
"20543010051";"02";1;1;2;"";;50;2;"";1;1;"";5;"";6;"";2;0;2;;;1;18;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;1;2;;2;;2;;;3;;;;;;;"205430701";"22";2;0;3;2;0;261;267
"20543010061";"02";1;1;2;"";;100;2;"";1;1;"";5;"";6;"";2;0;2;;;1;18;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;4;2;2;;2;;2;;;3;;;;;;;"205430701";"22";2;0;3;2;0;261;267
"20543010081";"02";1;1;2;"";;30;4;"";1;1;"";1;"";6;"";2;0;1;1;3;1;18;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";28;2;1;2;;2;;2;;;3;;;;;;;"205430701";"22";2;0;3;2;0;261;267
"20543010101";"02";1;1;2;"";;30;4;"";2;4;"";1;"";6;"";2;0;2;;;1;15;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";20;3;2;2;;2;;1;1;50;3;;;;;;;"205430701";"22";2;-1;3;2;0;261;267
"20543010121";"02";1;1;2;"";;100;2;"";1;1;"";1;"";6;"";2;0;2;;;1;20;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";20;2;1;2;;2;;1;1;20;3;;;;;;;"205430701";"22";2;-1;3;2;0;261;267
"20543010131";"02";1;5;2;"";;20;2;"";2;5;"CARPA DE CAMION";1;"";6;"";2;0;2;;;1;18;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";22;1;1;2;;2;;2;;;3;;;;;;;"205430701";"22";2;-1;2;2;-1;261;267
"20543010151";"02";1;1;2;"";;10;4;"";2;4;"";1;"";6;"";2;0;2;;;1;18;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";10;1;1;2;;2;;2;;;3;;;;;;;"205430701";"22";2;-1;2;2;0;261;267
"20543010171";"02";1;1;2;"";;20;1;"";1;1;"";2;"";6;"";2;0;2;;;1;18;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;3;2;2;;2;;1;2;100;3;;;;;;;"205430701";"22";2;1;3;2;0;261;267
"20543010191";"02";1;1;2;"";;30;1;"";1;1;"";2;"";6;"";2;0;2;;;1;18;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";32;2;1;2;;2;;1;1;30;3;;;;;;;"205430701";"22";2;1;2;2;0;261;267
"20543010201";"02";1;1;2;"";;20;2;"";1;1;"";1;"";6;"";2;0;1;1;3;1;20;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;4;2;2;;2;;1;1;10;3;;;;;;;"205430701";"22";2;-1;3;2;0;261;267
"20552020041";"02";1;1;2;"";;40;2;"";1;1;"";5;"";6;"";2;3;1;1;3;1;35;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;2;1;2;;2;;1;2;30;3;;;;;;;"205520102";"22";2;0;3;2;0;559;573
"20552020081";"02";1;1;2;"";;50;1;"";1;1;"";5;"";6;"";2;0;1;1;3;1;220;5;"";2;;2;;2;;2;;"";2;;1;1200;2;;2;;2;;"";1;4;"";46;5;1;2;;2;;1;2;220;2;;;;;;38;"205520102";"22";2;0;3;2;1;559;573
"20552020121";"02";1;1;2;"";;50;2;"";1;1;"";5;"";6;"";2;0;1;1;3;1;27;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";28;2;1;2;;2;;1;1;40;3;;;;;;;"205520102";"22";2;0;3;2;0;559;573
"20552020161";"02";1;1;2;"";;20;2;"";2;1;"";1;"";6;"";2;0;1;1;3;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";13;1;1;2;;2;;2;;;3;;;;;;;"205520102";"22";2;-1;3;1;0;559;573
"20552020191";"02";1;1;5;"";;50;2;"";2;1;"";1;"";6;"";2;0;2;;;1;39;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";30;2;1;2;;2;;1;1;40;3;;;;;;;"205520102";"22";2;-1;2;2;0;559;573
"20552020231";"02";1;1;2;"";;50;2;"";2;1;"";1;"";6;"";2;2;1;1;3;1;25;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;4;3;2;;2;;1;1;50;3;;;;;;;"205520102";"22";2;-1;3;2;0;559;573
"20552020271";"02";1;1;2;"";;50;2;"";1;1;"";1;"";6;"";2;0;2;;;1;28;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";14;2;1;2;;2;;1;1;80;3;;;;;;;"205520102";"22";2;-1;3;2;0;559;573
"20552020311";"02";1;1;2;"";;100;2;"";1;1;"";5;"";6;"";2;2;1;1;2;1;24;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";28;2;1;2;;2;;1;1;40;3;;;;;;;"205520102";"22";2;0;3;2;0;559;573
"20552020351";"02";1;1;2;"";;50;2;"";1;1;"";1;"";6;"";2;2;1;1;3;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";13;3;2;2;;2;;1;3;100;2;;;;;;12;"205520102";"22";2;-1;3;1;0;559;573
"20552020391";"02";1;1;2;"";;150;2;"";1;1;"";5;"";6;"";2;2;1;1;3;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;2;1;2;;2;;1;4;60;2;;;;;;30;"205520102";"22";2;0;2;1;0;559;573
"20552020421";"02";1;1;2;"";;50;2;"";1;1;"";1;"";6;"";2;0;1;1;3;2;;4;"";1;700;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;;2;;;3;;;;;;;"205520102";"22";2;-1;3;1;0;559;573
"20552020461";"02";1;1;2;"";;70;2;"";1;1;"";1;"";6;"";2;2;2;;;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;2;2;;2;;1;3;60;3;;;;;;;"205520102";"22";2;-1;3;1;0;559;573
"20575020041";"02";1;1;2;"";;80;2;"";2;1;"";1;"";6;"";4;0;2;;;1;26;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;1;2;;2;;1;2;100;3;;;;;;;"205751302";"22";2;-1;3;2;0;1083;1109
"20575020181";"02";1;4;2;"";;100;2;"";2;1;"";1;"";6;"";4;6;1;2;3;1;25;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;2;1;2;;2;;2;;;3;;;;;;;"205751302";"22";2;-1;3;2;0;1083;1109
"20575020321";"02";1;1;2;"";;100;2;"";1;1;"";1;"";6;"";4;6;1;1;2;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";40;2;1;2;;2;;2;;;3;;;;;;;"205751302";"22";2;-1;3;1;0;1083;1109
"20575020461";"02";1;1;2;"";;200;2;"";2;1;"";1;"";6;"";4;6;2;;;1;28;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;3;1;2;;2;;1;1;40;3;;;;;;;"205751302";"22";2;-1;2;2;0;1083;1109
"20575020601";"02";1;4;5;"";;20;2;"";1;1;"";5;"";6;"";4;3;1;2;3;1;35;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";30;1;1;2;;2;;1;2;30;3;;;;;;;"205751302";"22";2;0;2;2;0;1083;1109
"20575020741";"02";1;1;5;"";;25;2;"";1;1;"";1;"";6;"";4;0;1;2;3;1;22;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";29;1;1;2;;2;;1;1;20;3;;;;;;;"205751302";"22";2;-1;2;2;-1;1083;1109
"20575020891";"02";1;1;2;"";;20;2;"";1;1;"";5;"";6;"";4;4;2;;;1;80;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";28;2;1;2;;2;;2;;;3;;;;;;;"205751302";"22";2;0;3;2;0;1083;1109
"20575021031";"02";1;1;5;"";;25;1;"";1;1;"";2;"";6;"";4;0;1;2;1;1;20;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";40;1;1;2;;2;;1;1;500;3;;;;;;;"205751302";"22";2;1;2;2;0;1083;1109
"20575021171";"02";1;1;5;"";;70;2;"";1;1;"";5;"";6;"";4;0;2;;;1;45;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;1;1;2;;2;;1;1;30;3;;;;;;;"205751302";"22";2;0;3;2;0;1083;1109
"20575021311";"02";1;4;2;"";;60;2;"";1;1;"";3;"";6;"";4;6;1;2;3;1;23;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";29;2;1;2;;2;;1;2;30;3;;;;;;;"205751302";"22";2;0;2;2;0;1083;1109
"20575021451";"02";1;1;2;"";;100;2;"";1;1;"";2;"";6;"";4;3;1;1;3;1;26;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";70;3;1;2;;2;;1;2;40;3;;;;;;;"205751302";"22";2;0;3;2;0;1083;1109
"20575021591";"02";1;1;1;"";80;;2;"";1;1;"";2;"";6;"";4;4;2;;;1;15;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";40;1;1;2;;2;;1;2;100;3;;;;;;;"205751302";"22";2;0;3;2;0;1083;1109
"20581010031";"02";1;1;2;"";;35;2;"";1;1;"";5;"";6;"";2;0;2;;;1;12;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";60;1;1;2;;2;;1;1;10;3;;;;;;;"205811101";"22";2;0;1;2;-1;476;488
"20581010061";"02";1;1;5;"";;20;2;"";1;1;"";5;"";6;"";2;0;2;;;1;74;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";40;2;1;2;;2;;1;2;20;3;;;;;;;"205811101";"22";2;0;2;2;0;476;488
"20581010101";"02";1;1;5;"";;30;2;"";1;1;"";5;"";6;"";3;0;2;;;1;40;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";32;1;1;2;;2;;1;1;20;3;;;;;;;"205811101";"22";2;0;3;2;0;476;488
"20581010131";"02";1;1;2;"";;250;2;"";1;1;"";5;"";6;"";2;0;2;;;1;36;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";60;2;1;2;;2;;1;1;20;3;;;;;;;"205811101";"22";2;0;3;2;0;476;488
"20581010161";"02";1;1;2;"";;100;2;"";1;1;"";2;"";6;"";2;0;2;;;1;20;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;2;1;2;;2;;2;;;3;;;;;;;"205811101";"22";2;0;3;2;0;476;488
"20581010201";"02";1;1;2;"";;200;2;"";1;1;"";2;"";6;"";2;0;2;;;1;50;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";45;2;1;2;;2;;2;;;3;;;;;;;"205811101";"22";2;0;2;2;0;476;488
"20581010231";"02";1;1;2;"";;200;2;"";1;1;"";5;"";6;"";2;0;2;;;1;25;1;"";1;70;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;2;1;2;;2;;2;;;3;;;;;;;"205811101";"22";2;0;3;2;0;476;488
"20581010261";"02";1;1;2;"";;20;2;"";1;1;"";5;"";6;"";2;0;2;;;1;30;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";30;2;1;2;;2;;1;1;30;3;;;;;;;"205811101";"22";2;0;1;2;-1;476;488
"20581010301";"02";1;1;2;"";;100;1;"";1;1;"";5;"";6;"";3;0;2;;;1;26;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";30;2;1;2;;2;;2;;;3;;;;;;;"205811101";"22";2;0;2;2;0;476;488
"20581010331";"02";1;1;2;"";;150;1;"";1;1;"";5;"";6;"";3;0;2;;;1;40;3;"";2;;2;;2;;2;;"";1;7000;2;;2;;2;;2;;"";2;4;"";35;3;2;2;;2;;1;3;50;2;;;;;;20;"205811101";"22";2;0;1;2;0;476;488
"20581010361";"02";1;1;2;"";;100;1;"";2;1;"";5;"";6;"";3;0;2;;;1;28;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";30;2;1;2;;2;;2;;;3;;;;;;;"205811101";"22";2;0;1;2;-1;476;488
"20581010401";"02";1;4;4;"";;50;1;"";1;1;"";5;"";6;"";2;0;1;1;2;1;25;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";15;1;1;2;;2;;2;;;3;;;;;;;"205811101";"22";2;0;3;2;1;476;488
"20585020061";"02";1;1;2;"";;50;1;"";1;1;"";1;"";6;"";2;0;2;;;2;;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;4;1;2;;2;;1;2;80;3;;;;;;;"205850102";"22";2;0;3;1;0;793;812
"20585020151";"02";1;1;2;"";;20;2;"";1;1;"";1;"";6;"";2;0;2;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";40;1;1;2;;2;;1;1;60;3;;;;;;;"205850102";"22";2;-1;3;1;0;793;812
"20585020231";"02";1;1;2;"";;100;2;"";1;1;"";2;"";6;"";2;0;1;1;3;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";15;2;1;1;1;2;;2;;;3;;;;;;;"205850102";"22";2;0;3;1;0;793;812
"20585020321";"02";1;1;2;"";;30;2;"";1;1;"";1;"";6;"";2;0;1;1;3;2;;3;"";2;;2;;2;;2;;"";1;2000;2;;2;;2;;2;;"";1;4;"";30;2;1;2;;2;;1;1;60;3;;;;;;;"205850102";"22";2;-1;3;1;0;793;812
"20585020401";"02";1;1;2;"";;50;2;"";2;1;"";1;"";6;"";2;0;2;;;2;;4;"";1;250;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";40;2;1;2;;2;;1;1;40;3;;;;;;;"205850102";"22";2;-1;2;1;-1;793;812
"20585020491";"02";1;1;2;"";;200;2;"";2;1;"";1;"";6;"";3;0;1;1;3;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;1;2000;"REJAS METALICAS A SUS VENTANAS";1;1;"";150;3;2;2;;2;;1;2;60;3;;;;;;;"205850102";"22";2;-1;3;1;0;793;812
"20585020571";"02";1;1;2;"";;300;1;"";1;1;"";5;"";6;"";2;;2;;;2;;1;"";1;500;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";45;5;4;2;;2;;1;4;120;3;;;;;;;"205850102";"22";2;0;3;1;0;793;812
"20585020661";"02";1;1;2;"";;70;2;"";1;1;"";1;"";6;"";2;0;2;;;2;;5;"";2;;2;;2;;2;;"";1;1500;2;;2;;2;;2;;"";2;4;"";70;1;1;2;;2;;1;1;40;3;;;;;;;"205850102";"22";2;-1;1;1;-1;793;812
"20585020741";"02";1;1;3;"";;50;2;"";2;1;"";1;"";6;"";2;0;1;1;3;2;;2;"";2;;2;;2;;2;;"";1;700;2;;2;;2;;2;;"";1;4;"";35;2;1;2;;2;;1;2;120;3;;;;;;;"205850102";"22";2;-1;2;1;-1;793;812
"20585020831";"02";1;1;2;"";;30;3;"";2;1;"";1;"";6;"";2;0;2;;;2;;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";60;1;1;2;;2;;1;1;50;3;;;;;;;"205850102";"22";2;-1;2;1;-1;793;812
"20585020911";"02";1;1;2;"";;30;2;"";2;1;"";1;"";6;"";2;0;2;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;2;1;2;;2;;2;;;3;;;;;;;"205850102";"22";2;-1;3;1;0;793;812
"20585021001";"02";1;1;2;"";;50;2;"";2;1;"";1;"";6;"";2;0;2;;;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;;2;;;3;;;;;;;"205850102";"22";2;-1;3;1;0;793;812
"20635020011";"02";1;1;2;"";;20;1;"";1;1;"";5;"";6;"";2;0;1;1;3;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";24;1;1;2;;2;;1;1;50;2;;;;;;20;"206350902";"22";2;0;2;2;0;535;548
"20635020031";"02";1;1;2;"";;40;2;"";1;1;"";2;"";6;"";2;0;1;1;3;1;31;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";24;2;1;2;;2;;1;2;80;3;;;;;;;"206350902";"22";2;0;2;2;0;535;548
"20635020051";"02";1;1;2;"";;25;2;"";1;1;"";5;"";6;"";2;0;2;;;1;50;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;2;1;2;;2;;1;2;50;2;;;;;;35;"206350902";"22";2;0;2;2;0;535;548
"20635020071";"02";1;1;2;"";;10;2;"";1;1;"";1;"";6;"";2;0;2;;;1;15;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";24;3;1;1;1;2;;2;;;3;;;;;;;"206350902";"22";2;-1;3;2;0;535;548
"20635020081";"02";1;1;2;"";;35;1;"";1;1;"";5;"";6;"";2;0;1;1;3;1;35;7;"POZO DE BASURA";2;;2;;2;;2;;"";1;2580;2;;2;;2;;2;;"";1;4;"";30;4;4;2;;2;;1;4;50;3;;;;;;;"206350902";"22";2;0;3;2;0;535;548
"20635020101";"02";1;1;2;"";;25;2;"";2;1;"";1;"";6;"";2;0;1;1;3;1;30;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";24;2;2;2;;2;;1;1;10;3;;;;;;;"206350902";"22";2;-1;1;2;-1;535;548
"20635020121";"02";1;1;2;"";;20;1;"";1;1;"";1;"";6;"";2;0;2;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;1;2;;2;;2;;;3;;;;;;;"206350902";"22";2;0;3;1;0;535;548
"20635020141";"02";1;1;1;"";160;;1;"";1;1;"";2;"";6;"";2;0;2;;;1;22;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";24;1;1;1;1;2;;1;2;80;3;;;;;;;"206350902";"22";2;1;3;2;1;535;548
"20635020161";"02";1;1;2;"";;50;2;"";1;1;"";5;"";6;"";2;6;1;1;3;1;30;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";50;1;1;2;;2;;1;1;40;3;;;;;;;"206350902";"22";2;0;2;2;0;535;548
"20635020181";"02";1;1;2;"";;50;2;"";2;1;"";1;"";6;"";2;0;2;;;1;20;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";23;1;1;2;;2;;2;;;3;;;;;;;"206350902";"22";2;-1;2;2;0;535;548
"20635020191";"02";1;1;2;"";;40;2;"";1;1;"";5;"";6;"";2;0;2;;;1;50;2;"";1;3000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;2;1;2;;2;;1;2;50;3;;;;;;;"206350902";"22";2;0;2;2;0;535;548
"20635020211";"02";1;1;2;"";;50;2;"";1;1;"";1;"";6;"";2;0;2;;;1;30;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;2;"";0;1;1;2;;2;;2;;;3;;;;;;;"206350902";"22";2;-1;1;2;-1;535;548
"20648040021";"02";1;1;2;"";;50;2;"";1;1;"";3;"";8;"ESTANQUE";2;30;1;1;3;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";48;4;3;2;;2;;1;3;100;2;;;;;;20;"206480104";"22";2;0;3;2;0;447;458
"20648040041";"02";1;4;2;"";;10;2;"";1;1;"";1;"";8;"ESTANQUE";2;10;2;;;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";0;1;1;2;;2;;2;;;3;;;;;;;"206480104";"22";2;-1;3;1;0;447;458
"20648040061";"02";1;1;2;"";;55;2;"";1;1;"";1;"";8;"ESTANQUE";2;25;1;1;3;1;40;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";0;3;2;2;;2;;2;;;3;;;;;;;"206480104";"22";2;-1;3;2;0;447;458
"20648040091";"02";1;1;2;"";;100;2;"";1;4;"";1;"";8;"ESTANQUE";2;30;1;1;3;1;30;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";0;3;3;2;;2;;1;1;20;3;;;;;;;"206480104";"22";2;-1;3;2;0;447;458
"20648040111";"02";1;1;2;"";;20;2;"";1;1;"";1;"";8;"ESTANQUE";2;31;1;1;3;1;16;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";24;1;1;2;;2;;1;2;20;3;;;;;;;"206480104";"22";2;-1;1;2;-1;447;458
"20648040131";"02";1;1;2;"";;80;1;"";1;1;"";5;"";8;"ESTANQUE";2;15;1;1;1;1;35;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";46;3;1;2;;2;;1;2;50;3;;;;;;;"206480104";"22";2;0;3;2;1;447;458
"20648040151";"02";1;1;2;"";;50;2;"";1;1;"";1;"";8;"ESTANQUE";1;23;1;1;1;1;23;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";0;2;1;2;;2;;1;1;40;3;;;;;;;"206480104";"22";2;-1;2;3;0;447;458
"20648040171";"02";1;1;2;"";;100;2;"";1;1;"";1;"";8;"ESTANQUE";2;90;1;1;3;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";30;3;1;2;;2;;2;;;3;;;;;;;"206480104";"22";2;-1;3;2;0;447;458
"20648040191";"02";1;1;5;"";;25;2;"";1;1;"";1;"";8;"ESTANQUE";2;18;1;1;3;1;30;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;3;2;2;;2;;1;1;20;3;;;;;;;"206480104";"22";2;-1;2;2;0;447;458
"20648040221";"02";1;1;2;"";;100;2;"";1;1;"";1;"";8;"ESTANQUE";2;65;1;1;3;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";24;5;2;2;;2;;1;1;10;3;;;;;;;"206480104";"22";2;-1;3;2;0;447;458
"20648040241";"02";1;1;2;"";;20;2;"";1;1;"";1;"";8;"ESTANQUE";2;15;1;1;3;1;20;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;1;2;;2;;2;;;3;;;;;;;"206480104";"22";2;-1;3;2;0;447;458
"20648040261";"02";1;1;2;"";;30;2;"";1;1;"";1;"";8;"ESTANQUE";2;30;1;1;3;1;15;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";0;2;1;2;;2;;2;;;3;;;;;;;"206480104";"22";2;-1;3;2;0;447;458
"20652010021";"02";1;1;2;"";;50;2;"";1;1;"";5;"";5;"";4;0;1;1;3;1;21;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";23;1;1;2;;2;;1;1;50;3;;;;;;;"206521001";"22";2;0;2;2;0;212;217
"20652010061";"02";1;1;2;"";;60;2;"";1;1;"";1;"";5;"";4;0;2;;;1;20;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";20;4;1;2;;2;;2;;;3;;;;;;;"206521001";"22";2;-1;2;2;0;212;217
"20652010101";"02";1;1;2;"";;80;2;"";1;1;"";3;"";1;"";2;0;2;;;1;25;2;"";1;900;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";23;3;1;2;;2;;1;1;100;3;;;;;;;"206521001";"22";2;0;3;2;0;212;217
"20652010141";"02";1;1;2;"";;350;1;"";1;1;"";3;"";1;"";2;0;1;1;3;1;25;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";23;4;2;2;;2;;1;3;190;3;;;;;;;"206521001";"22";2;1;3;2;1;212;217
"20652010181";"02";1;1;2;"";;50;2;"";1;1;"";1;"";5;"";4;0;1;1;3;1;55;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;1;1;2;;2;;1;2;100;2;;;;;;150;"206521001";"22";2;-1;2;2;0;212;217
"20652010221";"02";1;1;2;"";;50;2;"";1;1;"";5;"";5;"";4;0;1;1;3;1;30;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;3;2;2;;2;;1;1;20;3;;;;;;;"206521001";"22";2;0;3;2;0;212;217
"20652010261";"02";1;1;2;"";;10;2;"";1;1;"";1;"";5;"";4;0;2;;;1;15;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";0;3;1;2;;2;;2;;;3;;;;;;;"206521001";"22";2;-1;3;2;0;212;217
"20652010301";"02";1;1;2;"";;40;2;"";1;1;"";1;"";5;"";4;0;1;1;3;1;18;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";0;2;1;2;;2;;1;1;10;3;;;;;;;"206521001";"22";2;-1;3;2;0;212;217
"20652010341";"02";1;1;2;"";;30;1;"";1;1;"";1;"";5;"";4;0;2;;;1;22;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";0;2;1;2;;2;;2;;;3;;;;;;;"206521001";"22";2;0;2;2;0;212;217
"20652010381";"02";1;1;2;"";;20;2;"";2;1;"";1;"";5;"";4;0;2;;;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";0;3;1;2;;2;;1;1;20;3;;;;;;;"206521001";"22";2;-1;3;2;0;212;217
"20652010421";"02";1;1;2;"";;20;2;"";1;1;"";1;"";5;"";4;0;2;;;1;20;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";0;3;2;2;;2;;1;1;10;3;;;;;;;"206521001";"22";2;-1;3;2;0;212;217
"20652010461";"02";1;1;2;"";;30;2;"";1;1;"";1;"";5;"";4;0;1;1;3;1;35;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";0;2;1;2;;2;;2;;;3;;;;;;;"206521001";"22";2;-1;2;2;0;212;217
"20720010031";"02";1;1;2;"";;30;2;"";1;1;"";1;"";1;"";2;2;1;1;3;1;20;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;4;2;2;;2;;2;;;3;;;;;;;"207201001";"22";2;-1;3;2;0;418;428
