folio;departamento;n_hogar;s8_01;s8_02;s8_02e;s8_03;s8_04;s8_05;s8_05e;s8_06;s8_07;s8_07e;s8_08;s8_08e;s8_09;s8_09e;s8_10;s8_11;s8_12;s8_13;s8_14;s8_15;s8_16;s8_17;s8_17e;s8_181a;s8_181b;s8_182a;s8_182b;s8_183a;s8_183b;s8_184a;s8_184b;s8_184e;s8_191a;s8_191b;s8_192a;s8_192b;s8_193a;s8_193b;s8_194a;s8_194b;s8_195a;s8_195b;s8_195e;s8_20;s8_21;s8_21e;s8_22;s8_23;s8_24;s8_25;s8_26;s8_27;s8_28;s8_29;s8_30;s8_31;s8_32;s8_331;s8_332;s8_333;s8_334;s8_335;s8_34;upm;estrato;area;ccons;chabita;cserv;cviv2;factor_ant;factor
"33604110341";"03";1;1;2;"";;700;1;"";1;2;"";6;"";1;"";1;15;1;1;1;1;200;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;6;3;2;;1;45;1;3;180;2;;;;;;10;"336040111";"12";1;1;3;3;1;225;218
"33604110411";"03";1;1;2;"";;1000;2;"";1;2;"";5;"";1;"";1;15;1;1;1;1;35;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;4;2;2;;1;25;1;4;40;2;;;;;;5;"336040111";"12";1;0;3;3;1;225;218
"33604110481";"03";1;1;5;"";;400;2;"";1;2;"";7;"";1;"";1;15;1;1;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";22;2;1;1;1;1;40;1;3;70;3;;;;;;;"336040111";"12";1;0;2;3;0;225;218
"33604110541";"03";1;1;1;"";220;;1;"";1;1;"";5;"";1;"";2;30;1;1;1;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;3;2;2;;2;;1;2;30;2;;;;;;5;"336040111";"12";1;0;3;3;1;225;218
"33604110611";"03";1;1;1;"";1500;;2;"";1;2;"";5;"";1;"";1;22;1;1;1;1;110;6;"";1;200;2;;1;500;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;5;3;1;1;1;35;1;4;500;1;2;2;1;2;2;25;"336040111";"12";1;0;3;3;1;225;218
"33604110681";"03";1;1;2;"";;400;2;"";1;1;"";6;"";1;"";1;15;1;1;1;1;26;6;"";1;21000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";8;4;3;2;;1;28;1;2;90;2;;;;;;;"336040111";"12";1;0;3;3;1;225;218
"33604110741";"03";1;1;2;"";;700;1;"";1;3;"";5;"";1;"";1;30;1;1;1;1;40;6;"";2;;1;1150;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";10;5;3;2;;1;30;1;2;90;3;;;;;;;"336040111";"12";1;1;3;3;1;225;218
"33623090051";"03";1;1;1;"";500;;2;"";1;2;"";5;"";1;"";2;18;1;1;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;3;2;2;;2;;1;2;60;2;;;;;;10;"336230109";"12";1;0;3;3;1;240;233
"33623090111";"03";1;1;1;"";350;;2;"";1;2;"";5;"";1;"";1;22;1;2;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;1;1;2;;1;22;1;1;30;2;;;;;;5;"336230109";"12";1;0;3;3;1;240;233
"33623090171";"03";1;1;2;"";;500;1;"";1;3;"";6;"";1;"";1;12;1;2;1;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;3;2;1;1;2;;1;2;40;2;;;;;;5;"336230109";"12";1;1;3;3;1;240;233
"33623090231";"03";1;4;1;"";300;;1;"";1;1;"";6;"";1;"";2;20;1;2;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;"";;1;1;2;;2;;1;1;10;3;;;;;;;"336230109";"12";1;1;3;2;1;240;233
"33623090281";"03";1;4;1;"";140;;1;"";1;1;"";6;"";1;"";2;20;1;1;2;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;1;50;3;;;;;;;"336230109";"12";1;1;2;2;0;240;233
"33623090341";"03";1;1;1;"";700;;1;"";1;2;"";6;"";1;"";1;17;1;1;1;1;75;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";12;5;3;1;2;1;20;1;2;40;2;;;;;;30;"336230109";"12";1;1;3;3;1;240;233
"33623090401";"03";1;1;2;"";;600;1;"";1;1;"";6;"";1;"";1;14;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;5;3;1;1;1;20;1;2;40;2;;;;;;50;"336230109";"12";1;1;3;3;1;240;233
"33623090461";"03";1;1;2;"";;700;1;"";1;3;"";6;"";1;"";1;15;1;1;1;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;4;3;2;;2;;1;1;30;2;;;;;;10;"336230109";"12";1;1;3;3;1;240;233
"33623090521";"03";1;1;1;"";100;;1;"";1;2;"";5;"";1;"";2;16;1;1;1;1;11;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;"";;4;1;2;;2;;2;;;2;;;;;;0;"336230109";"12";1;1;3;3;1;240;233
"33623090581";"03";1;1;2;"";;800;1;"";1;1;"";5;"";1;"";1;20;1;1;1;1;35;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";8;6;3;2;;2;;1;2;90;2;;;;;;15;"336230109";"12";1;0;3;3;1;240;233
"33623090631";"03";1;1;2;"";;700;2;"";2;2;"";5;"";1;"";2;15;1;1;1;1;42;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;5;"";8;4;2;2;;1;90;1;3;160;2;;;;;;25;"336230109";"12";1;0;2;3;0;240;233
"33623090691";"03";1;1;6;"";;500;2;"";1;2;"";7;"";1;"";2;14;1;1;1;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;4;1;2;;2;;1;1;60;2;;;;;;5;"336230109";"12";1;0;3;3;1;240;233
"33629090021";"03";1;1;2;"";;300;1;"";1;2;"";5;"";1;"";2;11;1;1;1;1;15;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";7;3;1;2;;2;;2;;;3;;;;;;;"336290109";"12";1;1;3;3;1;268;260
"33629090081";"03";1;1;1;"";150;;1;"";1;3;"";5;"";1;"";2;18;1;1;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";15;1;1;2;;2;;1;2;90;2;;;;;;15;"336290109";"12";1;1;3;3;1;268;260
"33629090141";"03";1;1;2;"";;900;2;"";2;2;"";5;"";1;"";2;15;1;1;1;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";30;4;3;2;;1;30;1;3;80;3;;;;;;;"336290109";"12";1;0;3;3;1;268;260
"33629090191";"03";1;1;2;"";;1500;2;"";1;1;"";5;"";1;"";1;30;1;1;1;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";15;3;1;2;;2;;1;1;60;3;;;;;;;"336290109";"12";1;0;3;3;1;268;260
"33629090251";"03";1;1;1;"";300;;1;"";1;3;"";5;"";1;"";1;8;1;2;1;1;70;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";8;4;1;2;;1;20;1;2;40;3;;;;;;;"336290109";"12";1;1;3;3;1;268;260
"33629090311";"03";1;1;2;"";;200;2;"";1;1;"";5;"";1;"";2;15;1;1;1;1;80;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";23;2;2;2;;2;;1;4;40;3;;;;;;;"336290109";"12";1;0;2;3;0;268;260
"33629090371";"03";1;1;1;"";700;;1;"";1;2;"";6;"";1;"";1;15;1;1;1;1;25;6;"";1;4000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";12;5;1;2;;2;;1;2;280;3;;;;;;;"336290109";"12";1;1;3;3;1;268;260
"33629090421";"03";1;1;2;"";;200;1;"";1;2;"";5;"";1;"";2;12;1;1;1;1;75;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";12;3;3;2;;1;25;1;1;20;3;;;;;;;"336290109";"12";1;1;3;3;1;268;260
"33629090481";"03";1;1;1;"";1000;;1;"";1;2;"";5;"";1;"";1;50;1;1;1;1;50;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";15;11;3;2;;1;30;1;3;100;1;1;2;2;2;2;300;"336290109";"12";1;1;3;3;1;268;260
"33629090541";"03";1;1;2;"";;500;1;"";1;3;"";5;"";1;"";2;15;1;1;1;1;75;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";10;4;4;1;1;1;40;1;4;70;2;;;;;;50;"336290109";"12";1;1;3;3;1;268;260
"33629090601";"03";1;1;1;"";60;;2;"";2;1;"";5;"";1;"";2;7;1;2;1;1;15;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;"";;1;1;1;1;2;;1;1;10;3;;;;;;;"336290109";"12";1;0;3;2;0;268;260
"33629090651";"03";1;1;2;"";;200;1;"";1;3;"";5;"";1;"";1;18;1;2;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;1;1;2;;2;;1;2;50;2;;;;;;5;"336290109";"12";1;1;2;3;1;268;260
"33653130031";"03";1;4;5;"";;150;1;"";1;2;"";5;"";1;"";2;24;1;2;1;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";27;1;1;2;;2;;1;3;60;3;;;;;;;"336530113";"12";1;1;3;2;1;287;278
"33653130101";"03";1;4;1;"";300;;1;"";1;2;"";6;"";1;"";2;15;1;2;1;1;15;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;1;1;2;;2;;1;2;30;3;;;;;;;"336530113";"12";1;1;3;2;1;287;278
"33653130181";"03";1;1;2;"";;200;1;"";1;2;"";6;"";1;"";2;20;1;1;1;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;1;1;1;1;40;2;;;3;;;;;;;"336530113";"12";1;1;3;3;1;287;278
"33653130251";"03";1;1;5;"";;150;1;"";1;1;"";5;"";1;"";2;0;1;1;1;1;0;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;2;;;3;;;;;;;"336530113";"12";1;0;2;3;0;287;278
"33653130331";"03";1;1;2;"";;250;1;"";1;2;"";5;"";1;"";2;46;1;1;1;1;45;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";50;3;2;2;;2;;1;2;40;2;;;;;;40;"336530113";"12";1;1;3;3;1;287;278
"33653130401";"03";1;1;2;"";;200;1;"";1;2;"";5;"";1;"";1;34;1;2;3;1;42;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";26;2;2;2;;2;;1;1;33;3;;;;;;;"336530113";"12";1;1;3;2;1;287;278
"33653130481";"03";1;1;5;"";;150;1;"";2;1;"";5;"";8;"VECINO";4;0;2;;;2;;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;2;2;;2;;1;1;30;3;;;;;;;"336530113";"12";1;0;3;1;0;287;278
"33653130551";"03";1;1;2;"";;200;1;"";1;1;"";5;"";1;"";2;60;1;1;1;1;80;6;"";2;;2;;1;100;2;;"";2;;1;800;2;;2;;2;;"";1;4;"";52;6;4;2;;1;20;2;;;3;;;;;;;"336530113";"12";1;0;3;3;1;287;278
"33653130621";"03";1;4;1;"";200;;1;"";1;1;"";5;"";1;"";2;30;1;2;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";26;1;1;2;;2;;1;1;300;3;;;;;;;"336530113";"12";1;0;3;2;1;287;278
"33653130701";"03";1;1;2;"";;200;2;"";1;1;"";5;"";1;"";2;20;1;1;1;1;32;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";26;2;2;2;;2;;1;3;100;3;;;;;;;"336530113";"12";1;0;2;3;0;287;278
"33653130771";"03";1;1;3;"";;150;1;"";1;1;"";5;"";1;"";2;50;1;1;1;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";26;2;2;2;;2;;1;2;100;3;;;;;;;"336530113";"12";1;0;3;3;1;287;278
"33653130851";"03";1;1;2;"";;300;1;"";1;1;"";6;"";1;"";2;100;1;1;1;1;120;6;"";1;300;1;300;1;200;2;;"";2;;2;;2;;2;;2;;"";1;4;"";26;4;2;2;;1;20;1;2;200;3;;;;;;;"336530113";"12";1;1;3;3;1;287;278
"37137120101";"03";1;1;2;"";;300;2;"";2;1;"";5;"";4;"";2;28;1;1;3;1;45;1;"";1;850;2;;2;;2;;"";1;130;2;;2;;2;;2;;"";1;4;"";25;3;2;1;1;2;;1;1;20;3;;;;;;;"371370112";"12";1;0;3;2;0;439;426
"37137120351";"03";1;1;1;"";400;;1;"";1;1;"";5;"";4;"";2;35;1;1;3;1;70;6;"";2;;2;;1;54;2;;"";2;;2;;2;;2;;2;;"";1;5;"";12;2;2;2;;2;;1;2;90;2;;;;;;24;"371370112";"12";1;0;3;2;1;439;426
"37137120481";"03";1;1;1;"";150;;1;"";1;1;"";5;"";4;"";2;28;1;1;3;1;38;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;2;2;;2;;1;2;20;2;;;;;;30;"371370112";"12";1;0;3;2;1;439;426
"37137120601";"03";1;1;2;"";;100;2;"";2;1;"";1;"";4;"";2;16;1;1;3;1;15;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";9;3;2;2;;2;;1;1;15;3;;;;;;;"371370112";"12";1;-1;3;2;0;439;426
"37137120731";"03";1;4;5;"";;100;2;"";1;1;"";5;"";4;"";2;0;2;;;1;0;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;1;1;2;;2;;1;2;48;3;;;;;;;"371370112";"12";1;0;3;2;0;439;426
"37137120861";"03";1;1;2;"";;200;1;"";1;2;"";5;"";4;"";2;30;1;1;3;1;78;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;1;1400;"CONSTRUCCION DE TINGLADO";1;4;"";25;3;2;2;;2;;1;4;50;3;;;;;;;"371370112";"12";1;1;3;2;1;439;426
"37137120981";"03";1;1;2;"";;200;1;"";1;1;"";5;"";8;"TRAE DE LA CASA DE SU TIA";4;0;1;1;3;1;17;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;2;2;;2;;1;2;50;3;;;;;;;"371370112";"12";1;0;2;2;0;439;426
"37137121111";"03";1;1;2;"";;250;2;"";1;1;"";5;"";4;"";2;34;1;1;3;1;24;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;"";15;3;3;1;1;2;;1;3;30;3;;;;;;;"371370112";"12";1;0;3;2;0;439;426
"37137121231";"03";1;1;1;"";140;;1;"";1;1;"";5;"";4;"";2;15;1;1;1;1;16;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;1;20;3;;;;;;;"371370112";"12";1;0;2;2;0;439;426
"37137121361";"03";1;1;2;"";;50;1;"";1;1;"";5;"";4;"";4;0;2;;;2;;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";10;1;1;2;;2;;1;1;15;3;;;;;;;"371370112";"12";1;0;2;1;0;439;426
"37137121481";"03";1;1;2;"";;600;1;"";1;2;"";6;"";4;"";2;35;1;1;3;1;60;6;"";2;;2;;2;;2;;"";2;;2;;1;400;2;;2;;"";1;4;"";60;4;3;2;;1;30;1;4;160;2;;;;;;40;"371370112";"12";1;1;3;2;1;439;426
"37169060011";"03";1;1;1;"";200;;2;"";1;1;"";1;"";1;"";2;24;1;1;1;1;60;6;"";1;50;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";45;3;3;2;;2;;1;6;120;2;;;;;;30;"371690206";"12";1;-1;3;3;0;246;238
"37169060051";"03";1;1;5;"";;400;1;"";1;1;"";6;"";1;"";1;35;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;4;3;2;;1;85;1;2;200;2;;;;;;20;"371690206";"12";1;1;3;3;1;246;238
"37169060101";"03";1;1;2;"";;150;2;"";1;1;"";5;"";1;"";1;30;1;1;1;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;5;4;1;1;1;21;1;2;50;3;;;;;;;"371690206";"12";1;0;3;3;1;246;238
"37169060141";"03";1;1;2;"";;100;2;"";2;1;"";1;"";1;"";2;15;1;1;3;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";22;2;2;2;;2;;1;2;20;3;;;;;;;"371690206";"12";1;-1;2;2;0;246;238
"37169060181";"03";1;1;2;"";;200;2;"";1;1;"";5;"";1;"";2;5;1;1;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";22;4;1;1;2;2;;1;2;30;3;;;;;;;"371690206";"12";1;0;2;3;0;246;238
"37169060231";"03";1;1;1;"";150;;1;"";1;2;"";5;"";1;"";2;15;1;1;1;1;65;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;1;1;2;;2;;1;1;20;3;;;;;;;"371690206";"12";1;1;3;3;1;246;238
"37169060271";"03";1;1;2;"";;100;1;"";1;1;"";5;"";1;"";2;25;1;1;1;1;78;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;4;2;2;;1;20;1;2;30;2;;;;;;30;"371690206";"12";1;0;3;3;1;246;238
"37169060311";"03";1;1;5;"";;120;2;"";1;1;"";5;"";1;"";1;25;1;1;1;1;55;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;5;3;2;;1;40;1;2;100;3;;;;;;;"371690206";"12";1;0;3;3;1;246;238
"37169060361";"03";1;1;4;"";;400;1;"";1;2;"";6;"";4;"";1;30;1;1;1;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;2;2;2;;2;;1;2;60;3;;;;;;;"371690206";"12";1;1;2;3;1;246;238
"37169060401";"03";1;1;1;"";250;;1;"";1;1;"";1;"";1;"";2;18;1;1;1;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;3;2;1;1;2;;1;1;20;3;;;;;;;"371690206";"12";1;0;3;3;1;246;238
"37169060441";"03";1;1;1;"";100;;2;"";2;1;"";5;"";1;"";2;5;1;1;1;1;14;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";12;1;1;2;;2;;2;;;3;;;;;;;"371690206";"12";1;0;3;3;1;246;238
"37169060491";"03";1;1;2;"";;500;1;"";1;3;"";5;"";1;"";1;20;1;1;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;2;2;2;;1;20;1;1;30;3;;;;;;;"371690206";"12";1;1;3;3;1;246;238
"37257060051";"03";1;4;1;"";200;;1;"";1;2;"";5;"";4;"";2;10;1;2;1;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;1;1;2;;2;;1;1;20;3;;;;;;;"372570106";"12";1;1;2;2;0;215;208
"37257060101";"03";1;4;1;"";180;;1;"";1;2;"";5;"";4;"";2;5;1;2;1;1;12;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;1;80;3;;;;;;;"372570106";"12";1;1;2;2;0;215;208
"37257060151";"03";1;4;1;"";200;;1;"";1;2;"";5;"";4;"";2;10;1;2;1;1;22;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";23;1;1;2;;2;;2;;;3;;;;;;;"372570106";"12";1;1;2;2;0;215;208
"37257060201";"03";1;1;1;"";200;;1;"";1;2;"";5;"";4;"";2;8;1;1;1;1;14;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";23;1;1;2;;2;;1;2;50;3;;;;;;;"372570106";"12";1;1;2;2;0;215;208
"37257060241";"03";1;4;2;"";;100;1;"";1;1;"";5;"";4;"";2;36;1;2;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";46;2;2;2;;2;;1;1;10;3;;;;;;;"372570106";"12";1;0;2;2;0;215;208
"37257060291";"03";1;4;2;"";;250;1;"";1;2;"";5;"";4;"";2;15;1;1;1;1;18;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;1;1;2;;2;;1;2;20;3;;;;;;;"372570106";"12";1;1;2;2;0;215;208
"37257060341";"03";1;1;1;"";400;;1;"";1;2;"";5;"";4;"";2;20;2;;;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";27;2;1;1;1;2;;1;3;30;3;;;;;;;"372570106";"12";1;1;3;2;0;215;208
"37257060391";"03";1;1;1;"";150;;1;"";1;2;"";5;"";4;"";2;16;2;;;1;18;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";24;1;1;2;;2;;1;2;40;3;;;;;;;"372570106";"12";1;1;2;2;0;215;208
"37257060441";"03";1;1;2;"";;150;1;"";1;2;"";5;"";4;"";2;18;2;;;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";54;2;1;2;;2;;2;;;3;;;;;;;"372570106";"12";1;1;1;2;0;215;208
"37257060491";"03";1;1;1;"";250;;5;"";2;2;"";1;"";4;"";2;20;1;1;1;1;35;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;2;1;1;1;2;;1;3;60;3;;;;;;;"372570106";"12";1;0;2;2;0;215;208
"37257060531";"03";1;1;2;"";;200;1;"";1;3;"";5;"";4;"";2;20;2;;;1;150;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";46;3;2;1;1;2;;1;1;10;3;;;;;;;"372570106";"12";1;1;3;2;1;215;208
"37257060581";"03";1;1;6;"";;400;1;"";1;1;"";5;"";4;"";1;24;1;1;1;1;87;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";23;1;1;2;;2;;1;2;100;3;;;;;;;"372570106";"12";1;0;3;3;1;215;208
"37274060061";"03";1;1;2;"";;2000;1;"";1;2;"";6;"";1;"";2;18;1;1;2;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";24;2;1;2;;2;;1;1;100;3;;;;;;;"372740106";"11";1;1;3;2;1;388;376
"37274060151";"03";1;4;2;"";;300;1;"";1;2;"";5;"";1;"";2;15;1;2;1;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;2;2;2;;2;;1;1;10;3;;;;;;;"372740106";"11";1;1;3;2;1;388;376
"37274060231";"03";1;4;6;"";;200;1;"";1;2;"";5;"";1;"";1;9;1;1;1;1;38;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;"";;1;1;2;;2;;1;1;200;3;;;;;;;"372740106";"11";1;1;3;3;1;388;376
"37274060321";"03";1;1;2;"";;2000;1;"";1;1;"";5;"";1;"";1;20;1;1;1;1;115;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";48;3;2;2;;1;100;1;3;130;1;1;2;2;2;2;100;"372740106";"11";1;0;3;3;1;388;376
"37274060401";"03";1;4;1;"";175;;1;"";1;3;"";5;"";1;"";2;4;1;2;1;1;21;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";24;1;1;2;;2;;1;1;30;2;;;;;;10;"372740106";"11";1;1;2;2;0;388;376
"37274060491";"03";1;4;1;"";370;;1;"";1;2;"";5;"";1;"";2;4;1;2;3;1;26;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";28;1;1;2;;2;;1;1;40;3;;;;;;;"372740106";"11";1;1;1;2;0;388;376
"37274060571";"03";1;4;2;"";;600;1;"";1;2;"";5;"";1;"";2;60;1;2;2;1;250;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";25;5;4;2;;2;;1;5;100;2;;;;;;50;"372740106";"11";1;1;3;2;1;388;376
"37274060661";"03";1;4;1;"";220;;1;"";1;2;"";5;"";1;"";2;4;1;2;2;1;26;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";25;1;1;2;;2;;1;2;30;2;;;;;;20;"372740106";"11";1;1;1;2;0;388;376
"37274060741";"03";1;1;2;"";;200;1;"";1;1;"";5;"";1;"";2;44;1;1;1;1;20;6;"";1;550;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";15;2;1;2;;2;;2;;;3;;;;;;;"372740106";"11";1;0;3;3;1;388;376
"37274060831";"03";1;4;4;"";;150;1;"";1;2;"";5;"";1;"";2;3;1;2;1;1;7;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;"";24;2;1;2;;2;;1;2;160;3;;;;;;;"372740106";"11";1;1;2;2;0;388;376
"37274060911";"03";1;3;2;"";;500;1;"";1;2;"";6;"";1;"";1;7;1;1;1;1;45;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";48;3;2;2;;2;;1;3;180;3;;;;;;;"372740106";"11";1;1;3;3;1;388;376
"37274061001";"03";1;4;1;"";500;;1;"";1;2;"";6;"";1;"";1;35;1;1;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";24;2;2;2;;2;;1;2;160;3;;;;;;;"372740106";"11";1;1;3;3;1;388;376
"37358030011";"03";1;4;4;"";;200;1;"";1;1;"";5;"";4;"";2;0;1;1;1;1;0;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";24;1;1;2;;2;;1;2;80;3;;;;;;;"373580103";"22";2;0;3;2;1;276;240
"37358030041";"03";1;4;1;"";200;;2;"";1;2;"";5;"";4;"";2;5;1;2;1;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";24;2;2;2;;2;;1;4;80;2;;;;;;25;"373580103";"22";2;0;3;2;0;276;240
"37358030071";"03";1;1;2;"";;300;2;"";1;2;"";5;"";4;"";2;10;1;1;1;1;20;6;"";2;;2;;2;;2;;"";1;5000;2;;2;;2;;2;;"";1;4;"";24;4;2;1;1;1;25;1;1;50;2;;;;;;15;"373580103";"22";2;0;3;2;0;276;240
"37358030101";"03";1;1;5;"";;600;2;"";1;1;"";5;"";4;"";2;13;1;1;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";24;3;2;2;;2;;1;2;60;3;;;;;;;"373580103";"22";2;0;3;2;0;276;240
"37358030131";"03";1;1;2;"";;400;2;"";1;1;"";5;"";4;"";2;50;1;1;1;1;80;6;"";1;400;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";24;3;2;1;1;1;30;1;3;100;3;;;;;;;"373580103";"22";2;0;3;2;0;276;240
