folio;id01;resultad;totper;rcompra;c_dia;c_mes;c_resul;s1_01;s1_02;s1_02e;s1_03;s1_04;s1_05;s1_05e;s1_06;s1_07;s1_07e;s1_08;s1_08e;s1_09;s1_09e;s1_10;s1_11;s1_12;s1_13;s1_14;s1_15;s1_16;s1_16e;s1_171a;s1_171b;s1_172a;s1_172b;s1_173a;s1_173b;s1_174a;s1_174b;s1_174e;s1_181a;s1_181b;s1_182a;s1_182b;s1_183a;s1_183b;s1_184a;s1_184b;s1_185a;s1_185b;s1_185e;s1_19;s1_20;s1_20e;s1_21;s1_22;s1_23;s1_24;s1_25;s1_26;upm;area;estrato;factor_ant;factor
"31877050191";"03";1;8;2;4;12;1;1;2;"";;200;1;"";1;2;"";6;"";4;"";30;3;;1;1;320;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;5;5;2;;2;"318770105";1;"12";133;135
"31877050211";"03";1;7;6;4;11;1;1;2;"";;200;1;"";1;1;"";6;"";4;"";20;2;;1;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;5;4;2;;2;"318770105";1;"12";133;135
"31877050231";"03";1;1;1;5;12;1;4;2;"";;100;1;"";1;1;"";5;"";4;"";15;6;;;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;7;"";;1;0;1;20;2;"318770105";1;"12";133;135
"31883120011";"03";1;3;1;5;12;1;1;2;"";;100;1;"";1;1;"";5;"";10;"";15;6;;;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;2;2;;2;"318830112";1;"12";118;120
"31883120031";"03";1;8;2;5;12;1;1;2;"";;300;1;"";1;3;"";5;"";10;"";170;3;;1;1;15;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;2;2;;2;"318830112";1;"12";118;120
"31883120041";"03";1;6;2;5;12;1;1;2;"";;500;1;"";1;1;"";5;"";10;"";170;3;;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;4;3;2;;2;"318830112";1;"12";118;120
"31883120061";"03";1;2;1;5;12;1;1;2;"";;100;1;"";1;1;"";5;"";10;"";45;2;;1;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;2;2;;2;"318830112";1;"12";118;120
"31883120071";"03";1;6;2;5;12;1;1;2;"";;100;1;"";1;1;"";1;"";10;"";20;3;;1;1;30;6;"";2;;2;;2;;2;;"";1;1000;1;3000;2;;2;;2;;"";2;3;"";23;1;0;2;;2;"318830112";1;"12";118;120
"31883120091";"03";1;8;2;6;12;1;1;6;"";;100;1;"";1;1;"";5;"";10;"";120;3;;1;1;18;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;1;2;;2;"318830112";1;"12";118;120
"31883120101";"03";1;3;1;5;12;1;1;2;"";;100;1;"";1;1;"";5;"";10;"";150;3;;1;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;1;2;;2;"318830112";1;"12";118;120
"31883120121";"03";1;3;1;6;12;1;1;2;"";;100;1;"";1;1;"";5;"";10;"";20;3;;1;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;2;2;;2;"318830112";1;"12";118;120
"31883120131";"03";1;4;2;10;12;1;1;2;"";;600;1;"";1;1;"";5;"";10;"";60;1;2;1;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;5;3;2;;2;"318830112";1;"12";118;120
"31883120151";"03";1;3;2;5;12;1;1;2;"";;200;1;"";1;1;"";5;"";10;"";100;2;;1;1;180;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;4;2;2;;2;"318830112";1;"12";118;120
"31883120161";"03";1;4;2;5;12;1;1;2;"";;100;1;"";1;1;"";5;"";10;"";20;2;;1;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;1;1;2;;2;"318830112";1;"12";118;120
"31883120181";"03";1;3;1;5;12;1;1;5;"";;100;1;"";1;1;"";5;"";10;"";10;6;;;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";23;2;1;2;;2;"318830112";1;"12";118;120
"31890020011";"03";1;3;2;11;12;1;1;2;"";;100;1;"";2;3;"";7;"";2;"";50;1;2;1;1;70;6;"";2;;2;;2;;2;;"";1;1500;2;;2;;2;;2;;"";1;3;"";23;3;2;1;20;2;"318900102";1;"11";135;137
"31890020031";"03";1;1;1;11;12;1;1;1;"";140;;1;"";1;3;"";5;"";2;"";100;1;3;1;1;150;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;7;"";;1;0;2;;2;"318900102";1;"11";135;137
"31890020061";"03";1;5;2;11;12;1;1;2;"";;300;2;"";1;1;"";5;"";2;"";30;1;2;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;2;1;38;2;"318900102";1;"11";135;137
"31890020081";"03";1;1;1;12;12;1;1;1;"";150;;1;"";1;1;"";5;"";2;"";50;3;;1;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;7;"";;1;1;2;;2;"318900102";1;"11";135;137
"31890020101";"03";1;6;2;11;12;1;1;2;"";;100;1;"";1;1;"";5;"";2;"";50;1;2;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;6;4;2;;2;"318900102";1;"11";135;137
"31890020131";"03";1;5;2;11;12;1;1;6;"";;150;2;"";1;1;"";5;"";2;"";50;3;;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;1;1;2;;2;"318900102";1;"11";135;137
"31890020151";"03";1;1;1;11;12;1;1;1;"";120;;1;"";1;2;"";5;"";2;"";18;1;3;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";22;1;0;1;20;2;"318900102";1;"11";135;137
"31890020171";"03";1;6;2;11;12;1;1;2;"";;1500;1;"";1;3;"";6;"";2;"";60;1;3;1;1;46;6;"";2;;1;300;2;;2;;"";1;60000;2;;2;;2;;2;;"";1;3;"";23;6;6;1;20;2;"318900102";1;"11";135;137
"31890020201";"03";1;4;2;11;12;1;1;2;"";;800;1;"";1;2;"";5;"";2;"";150;1;2;1;1;100;6;"";1;2500;2;;2;;2;;"";1;7800;2;;2;;1;500;2;;"";1;3;"";23;3;3;1;25;1;"318900102";1;"11";135;137
"31890020221";"03";1;4;2;11;12;1;1;5;"";;100;1;"";1;3;"";5;"";2;"";60;1;2;1;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";25;1;1;1;35;2;"318900102";1;"11";135;137
"31890020241";"03";1;2;1;10;12;1;1;2;"";;150;1;"";1;1;"";5;"";2;"";20;1;2;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;5;2;2;;2;"318900102";1;"11";135;137
"31890020271";"03";1;5;2;11;12;1;1;2;"";;200;1;"";1;2;"";5;"";2;"";60;1;2;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;2;1;50;2;"318900102";1;"11";135;137
"31901060031";"03";1;3;3;19;12;1;1;2;"";;700;1;"";1;1;"";6;"";1;"";160;1;1;1;1;150;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;7;2;1;60;2;"319010106";1;"11";180;183
"31901060061";"03";1;4;2;20;12;1;1;2;"";;3000;1;"";1;2;"";6;"";1;"";100;1;1;1;1;90;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;8;4;1;50;1;"319010106";1;"11";180;183
"31901060091";"03";1;5;1;19;12;1;1;2;"";;1200;1;"";1;2;"";6;"";1;"";120;1;1;1;1;160;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;5;2;1;40;1;"319010106";1;"11";180;183
"31901060121";"03";1;4;2;19;12;1;1;2;"";;1100;1;"";1;2;"";6;"";1;"";40;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;8;3;1;25;1;"319010106";1;"11";180;183
"31901060141";"03";1;4;1;19;12;1;1;2;"";;600;1;"";1;2;"";6;"";1;"";100;1;1;1;1;150;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;5;3;1;30;2;"319010106";1;"11";180;183
"31901060171";"03";1;4;2;19;12;1;1;2;"";;1800;1;"";1;2;"";6;"";1;"";40;1;1;1;1;130;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;5;3;1;25;1;"319010106";1;"11";180;183
"31901060201";"03";1;7;4;19;12;1;1;2;"";;900;1;"";1;2;"";6;"";1;"";35;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;9;8;1;25;1;"319010106";1;"11";180;183
"31901060231";"03";1;1;1;19;12;1;1;1;"";200;;1;"";1;2;"";6;"";1;"";12;1;1;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;1;1;2;;2;"319010106";1;"11";180;183
"31901060261";"03";1;5;2;19;12;1;1;2;"";;300;1;"";1;1;"";6;"";1;"";70;1;1;1;1;90;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;4;3;1;20;2;"319010106";1;"11";180;183
"31901060291";"03";1;4;2;19;12;1;1;1;"";400;;1;"";1;1;"";5;"";1;"";75;1;1;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;1;1;2;;2;"319010106";1;"11";180;183
"31901060311";"03";1;6;2;19;12;1;1;1;"";300;;1;"";1;1;"";5;"";1;"";80;1;1;1;1;95;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;2;2;;2;"319010106";1;"11";180;183
"31901060341";"03";1;3;1;19;12;1;1;6;"";;700;1;"";1;2;"";6;"";1;"";100;1;1;1;1;130;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;2;2;;2;"319010106";1;"11";180;183
"31903090011";"03";1;3;1;15;12;1;1;2;"";;1000;1;"";1;2;"";6;"";1;"";40;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";12;6;3;1;25;1;"319030109";1;"11";140;142
"31903090031";"03";1;4;2;15;12;1;1;1;"";700;;1;"";1;2;"";6;"";1;"";120;1;1;1;1;90;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";12;4;3;1;20;1;"319030109";1;"11";140;142
"31903090041";"03";1;4;2;15;12;1;1;2;"";;500;1;"";1;2;"";6;"";1;"";130;1;1;1;1;140;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";12;4;3;1;20;1;"319030109";1;"11";140;142
"31903090061";"03";1;2;1;15;12;1;1;2;"";;500;1;"";1;2;"";6;"";1;"";35;1;1;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";20;7;2;1;100;1;"319030109";1;"11";140;142
"31903090071";"03";1;4;2;15;12;1;1;1;"";600;;1;"";1;2;"";6;"";1;"";120;1;1;1;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";11;4;3;1;20;1;"319030109";1;"11";140;142
"31903090091";"03";1;5;2;15;12;1;1;2;"";;600;1;"";1;2;"";6;"";1;"";130;1;1;1;1;110;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";12;5;4;1;20;1;"319030109";1;"11";140;142
"31903090101";"03";1;4;2;15;12;1;1;2;"";;800;1;"";1;2;"";6;"";1;"";35;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";20;6;3;1;20;1;"319030109";1;"11";140;142
"31903090121";"03";1;4;2;16;12;1;1;1;"";1500;;1;"";1;2;"";6;"";1;"";85;1;1;1;1;140;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;4;3;1;20;2;"319030109";1;"11";140;142
"31903090131";"03";1;6;2;15;12;1;1;5;"";;700;1;"";1;2;"";6;"";1;"";120;1;1;1;1;350;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";19;6;5;1;25;1;"319030109";1;"11";140;142
"31903090151";"03";1;8;3;16;11;1;1;2;"";;1500;1;"";1;2;"";6;"";1;"";120;1;1;1;1;250;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";20;6;4;1;50;1;"319030109";1;"11";140;142
"31914100021";"03";1;4;1;22;11;1;1;2;"";;350;1;"";2;1;"";1;"";5;"";20;1;4;1;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";25;2;1;1;20;2;"319140110";1;"12";151;154
"31914100041";"03";1;6;2;22;11;1;1;2;"";;300;2;"";2;1;"";1;"";5;"";20;1;4;2;1;90;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";25;1;0;2;;2;"319140110";1;"12";151;154
"31914100061";"03";1;6;2;24;11;1;1;2;"";;1000;1;"";1;1;"";5;"";1;"";65;1;4;1;1;155;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";22;4;3;1;20;2;"319140110";1;"12";151;154
"31914100091";"03";1;5;2;25;11;1;1;2;"";;;1;"";1;1;"";5;"";5;"";20;1;4;1;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";25;3;3;1;20;1;"319140110";1;"12";151;154
"31914100111";"03";1;1;1;14;12;1;4;1;"";300;;1;"";1;1;"";5;"";5;"";20;1;4;2;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;7;"";;1;1;2;;2;"319140110";1;"12";151;154
"31914100131";"03";1;1;1;24;11;1;4;5;"";;100;2;"";1;1;"";5;"";7;"";5;2;;2;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";23;2;1;1;22;2;"319140110";1;"12";151;154
"31914100151";"03";1;5;4;24;11;1;1;2;"";;400;2;"";1;1;"";5;"";1;"";20;1;2;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;4;3;1;25;2;"319140110";1;"12";151;154
"31914100171";"03";1;5;1;29;11;1;1;2;"";;200;1;"";1;1;"";6;"";1;"";20;2;;1;1;80;5;"";1;300;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";45;4;3;1;20;2;"319140110";1;"12";151;154
"31914100191";"03";1;2;1;22;11;1;4;1;"";200;;1;"";1;1;"";5;"";5;"";25;3;;1;1;190;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;2;2;;1;"319140110";1;"12";151;154
"31914100221";"03";1;3;1;22;11;1;1;1;"";300;;1;"";1;1;"";5;"";5;"";25;1;1;1;1;18;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;1;1;1;20;2;"319140110";1;"12";151;154
"31914100241";"03";1;5;2;27;11;1;1;2;"";;500;1;"";1;2;"";6;"";5;"";20;1;1;1;1;130;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";22;4;3;1;30;2;"319140110";1;"12";151;154
"31914100261";"03";1;6;1;27;11;1;1;1;"";1400;;1;"";1;1;"";6;"";5;"";15;1;1;1;1;180;6;"";2;;2;;2;;2;;"";2;;2;;2;;1;300;2;;"";1;3;"";23;5;3;1;100;2;"319140110";1;"12";151;154
"31916020011";"03";1;4;2;21;12;1;1;2;"";;1000;1;"";1;2;"";6;"";5;"";20;2;;1;1;160;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";25;4;3;1;50;1;"319160102";1;"11";121;123
"31916020031";"03";1;4;1;21;12;1;1;6;"";;1000;1;"";1;1;"";6;"";5;"";20;2;;1;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";24;4;2;1;30;1;"319160102";1;"11";121;123
"31916020061";"03";1;2;1;30;11;1;1;2;"";;500;1;"";1;2;"";6;"";5;"";15;2;;1;1;100;6;"";2;;1;2000;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;2;1;20;2;"319160102";1;"11";121;123
"31916020081";"03";1;2;1;25;11;1;1;2;"";;600;2;"";1;1;"";5;"";5;"";16;2;;1;1;110;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;1;1;100;2;"319160102";1;"11";121;123
"31916020101";"03";1;4;3;25;11;1;1;2;"";;1200;2;"";1;2;"";5;"";5;"";18;2;;1;1;120;5;"";1;3000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;4;3;1;40;2;"319160102";1;"11";121;123
"31916020131";"03";1;3;2;26;11;1;1;1;"";500;;1;"";1;2;"";5;"";5;"";18;2;;1;1;80;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;2;1;20;2;"319160102";1;"11";121;123
"31916020151";"03";1;3;1;27;11;1;4;1;"";200;;1;"";1;1;"";5;"";5;"";20;2;;2;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";25;1;0;2;;2;"319160102";1;"11";121;123
"31916020171";"03";1;1;1;29;11;1;4;1;"";250;;1;"";1;2;"";6;"";5;"";15;2;;2;1;20;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";25;1;0;2;;2;"319160102";1;"11";121;123
"31916020201";"03";1;3;2;25;11;1;1;2;"";;1400;1;"";1;1;"";5;"";5;"";30;2;;1;1;100;6;"";2;;2;;1;150;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;2;1;30;2;"319160102";1;"11";121;123
"31916020221";"03";1;2;1;29;11;1;1;2;"";;350;2;"";1;1;"";5;"";5;"";17;2;;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;1;2;;2;"319160102";1;"11";121;123
"31916020241";"03";1;2;1;29;11;1;1;1;"";500;;1;"";1;2;"";6;"";5;"";15;2;;1;1;130;6;"";2;;2;;1;200;2;;"";2;;2;;2;;2;;2;;"";2;3;"";23;2;1;1;80;2;"319160102";1;"11";121;123
"31916020271";"03";1;2;2;29;11;1;1;2;"";;700;1;"";1;2;"";6;"";5;"";15;2;;1;1;100;6;"";1;3000;2;;2;;2;;"";1;15000;2;;2;;2;;2;;"";2;3;"";23;2;1;1;80;1;"319160102";1;"11";121;123
"31924080031";"03";1;4;2;2;12;1;1;3;"";;500;1;"";1;2;"";6;"";1;"";60;1;1;1;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";46;6;4;1;160;2;"319240108";1;"11";142;144
"31924080061";"03";1;3;2;24;12;1;1;2;"";;1000;1;"";1;2;"";6;"";1;"";42;1;1;1;1;35;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;2;1;20;2;"319240108";1;"11";142;144
"31924080091";"03";1;1;1;30;11;1;1;4;"";;200;1;"";1;2;"";6;"";2;"";30;2;;1;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;1;1;2;;2;"319240108";1;"11";142;144
"31924080121";"03";1;3;1;2;12;1;1;2;"";;1000;1;"";1;2;"";6;"";1;"";45;1;1;1;1;130;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";45;3;2;1;30;2;"319240108";1;"11";142;144
"31924080141";"03";1;2;1;26;12;1;1;2;"";;500;2;"";1;2;"";6;"";1;"";50;1;1;1;1;85;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;2;1;30;2;"319240108";1;"11";142;144
"31924080171";"03";1;3;1;29;11;1;1;2;"";;700;2;"";1;1;"";4;"";1;"";40;1;1;1;1;200;6;"";2;;2;;1;240;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;5;3;1;200;2;"319240108";1;"11";142;144
"31924080201";"03";1;5;1;28;11;1;1;5;"";;1000;2;"";1;2;"";5;"";1;"";84;1;1;1;1;200;6;"";1;300;1;100;2;;2;;"";1;1000;2;;2;;2;;2;;"";1;3;"";45;3;2;1;35;2;"319240108";1;"11";142;144
"31924080231";"03";1;6;2;29;11;1;1;1;"";1000;;2;"";1;3;"";6;"";1;"";100;1;1;1;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";22;3;2;1;20;2;"319240108";1;"11";142;144
"31924080261";"03";1;5;2;3;12;1;1;2;"";;300;1;"";1;3;"";5;"";1;"";60;1;1;1;1;120;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";25;2;1;1;20;2;"319240108";1;"11";142;144
"31924080291";"03";1;7;2;4;12;1;1;1;"";1150;;1;"";1;1;"";6;"";1;"";55;1;1;1;1;130;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";45;3;2;1;20;2;"319240108";1;"11";142;144
"31924080311";"03";1;4;1;4;12;1;1;1;"";500;;1;"";1;1;"";6;"";1;"";56;1;1;1;1;80;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";25;3;2;1;20;2;"319240108";1;"11";142;144
"31924080341";"03";1;3;1;3;12;1;1;2;"";;1200;2;"";1;1;"";5;"";1;"";80;1;1;1;1;150;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;4;2;1;20;2;"319240108";1;"11";142;144
"31941050041";"03";1;3;1;26;12;1;1;1;"";500;;1;"";1;1;"";5;"";1;"";30;1;1;1;1;55;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;1;2;;1;"319410105";1;"11";151;154
"31941050121";"03";1;4;1;5;12;1;1;2;"";;1000;1;"";1;1;"";5;"";1;"";140;1;1;2;1;140;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";45;2;2;1;20;2;"319410105";1;"11";151;154
"31941050151";"03";1;3;2;24;12;1;1;2;"";;200;1;"";1;1;"";6;"";1;"";70;1;1;2;1;300;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";1;2;1;2;;1;"319410105";1;"11";151;154
"31941050191";"03";1;5;1;13;12;1;1;2;"";;1100;1;"";1;1;"";6;"";1;"";190;1;1;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";8;4;3;1;320;1;"319410105";1;"11";151;154
"31941050231";"03";1;1;1;4;12;1;3;6;"";;900;1;"";1;3;"";6;"";1;"";30;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";25;2;1;1;100;1;"319410105";1;"11";151;154
"31941050271";"03";1;4;1;4;12;1;1;1;"";800;;1;"";1;1;"";5;"";1;"";80;1;1;1;1;150;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";50;4;2;1;40;2;"319410105";1;"11";151;154
"31941050301";"03";1;2;2;8;12;1;1;2;"";;1000;1;"";1;3;"";5;"";1;"";120;1;1;1;1;300;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;4;1;1;20;2;"319410105";1;"11";151;154
"31941050341";"03";1;1;1;3;12;1;1;2;"";;1400;1;"";1;2;"";5;"";1;"";90;1;1;2;1;280;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";0;2;1;1;20;2;"319410105";1;"11";151;154
"31941050381";"03";1;3;2;4;12;1;1;2;"";;850;1;"";1;1;"";6;"";1;"";75;1;1;1;1;90;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";24;3;2;1;20;2;"319410105";1;"11";151;154
"31941050411";"03";1;6;6;4;12;1;1;1;"";1000;;2;"";1;1;"";5;"";1;"";78;1;1;1;1;78;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";0;4;4;1;22;2;"319410105";1;"11";151;154
"31941050451";"03";1;2;1;6;12;1;1;2;"";;700;2;"";1;1;"";5;"";1;"";78;1;1;2;1;208;6;"";2;;2;;2;;2;;"";1;3500;2;;2;;2;;2;;"";1;4;"";0;3;2;1;20;2;"319410105";1;"11";151;154
"31948050031";"03";1;4;1;10;12;1;3;2;"";;800;1;"";1;3;"";6;"";1;"";50;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";9;4;3;1;35;1;"319480105";1;"11";122;124
"31948050061";"03";1;3;1;7;12;1;1;2;"";;500;1;"";1;2;"";6;"";10;"";190;1;1;1;1;90;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";22;3;2;1;20;2;"319480105";1;"11";122;124
"31948050091";"03";1;2;2;7;12;1;4;1;"";700;;1;"";1;1;"";5;"";10;"";30;2;;2;1;190;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;3;1;1;30;2;"319480105";1;"11";122;124
"31948050121";"03";1;2;2;7;12;1;1;2;"";;600;1;"";1;1;"";5;"";10;"";20;1;1;1;1;90;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;1;2;;2;"319480105";1;"11";122;124
"31948050151";"03";1;4;2;7;12;1;1;2;"";;1000;1;"";1;3;"";6;"";10;"";200;1;1;1;1;300;6;"";1;7000;1;2100;1;700;2;;"";1;3000;1;2100;1;700;1;1400;2;;"";1;3;"";23;5;4;1;35;1;"319480105";1;"11";122;124
"31948050181";"03";1;4;1;16;12;1;1;2;"";;500;1;"";1;1;"";5;"";1;"";100;1;1;1;1;70;6;"";1;5000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";12;4;3;1;25;1;"319480105";1;"11";122;124
"31948050211";"03";1;6;2;6;12;1;1;2;"";;3500;1;"";1;2;"";6;"";10;"";100;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";15;6;5;1;20;1;"319480105";1;"11";122;124
"31948050241";"03";1;2;1;6;12;1;1;2;"";;1200;1;"";1;3;"";5;"";5;"";0;2;;1;1;45;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";15;4;1;1;35;2;"319480105";1;"11";122;124
"31948050271";"03";1;2;1;8;12;1;1;1;"";500;;1;"";1;2;"";5;"";1;"";71;1;1;1;1;45;5;"";2;;1;2000;1;2000;2;;"";2;;2;;2;;2;;2;;"";1;3;"";28;4;2;1;20;2;"319480105";1;"11";122;124
"31948050301";"03";1;4;2;7;12;1;3;2;"";;1400;1;"";1;2;"";6;"";1;"";125;1;1;1;1;110;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";15;6;1;2;;1;"319480105";1;"11";122;124
"31948050331";"03";1;4;2;8;12;1;1;2;"";;700;1;"";1;2;"";5;"";1;"";12;1;1;1;1;122;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;5;3;2;;2;"319480105";1;"11";122;124
