folio;id01;resultad;totper;rcompra;c_dia;c_mes;c_resul;s1_01;s1_02;s1_02e;s1_03;s1_04;s1_05;s1_05e;s1_06;s1_07;s1_07e;s1_08;s1_08e;s1_09;s1_09e;s1_10;s1_11;s1_12;s1_13;s1_14;s1_15;s1_16;s1_16e;s1_171a;s1_171b;s1_172a;s1_172b;s1_173a;s1_173b;s1_174a;s1_174b;s1_174e;s1_181a;s1_181b;s1_182a;s1_182b;s1_183a;s1_183b;s1_184a;s1_184b;s1_185a;s1_185b;s1_185e;s1_19;s1_20;s1_20e;s1_21;s1_22;s1_23;s1_24;s1_25;s1_26;upm;area;estrato;factor_ant;factor
"27389020341";"02";1;4;2;4;12;1;1;2;"";;100;2;"";1;1;"";5;"";7;"";5;6;;;1;38;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";29;2;1;2;;2;"273890602";2;"31";396;395
"27389020411";"02";1;3;1;3;12;1;1;2;"";;100;2;"";1;1;"";1;"";7;"";5;1;1;1;1;37;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";29;1;1;2;;2;"273890602";2;"31";396;395
"27389020471";"02";1;5;1;3;12;1;1;2;"";;150;2;"";1;1;"";5;"";7;"";5;6;;;1;45;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";29;3;1;2;;2;"273890602";2;"31";396;395
"27389020531";"02";1;1;1;4;12;1;1;2;"";;400;2;"";1;3;"";3;"";7;"";5;6;;;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";29;3;2;2;;2;"273890602";2;"31";396;395
"27389020601";"02";1;3;2;4;12;1;1;2;"";;200;2;"";1;1;"";1;"";7;"";5;1;1;2;1;70;6;"";1;3300;2;;2;;2;;"";2;;2;;2;;1;200;2;;"";1;3;"";29;3;1;2;;2;"273890602";2;"31";396;395
"27389020661";"02";1;3;2;4;12;1;4;1;"";120;;2;"";1;1;"";2;"";7;"";5;1;1;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";14;4;1;2;;2;"273890602";2;"31";396;395
"27389020731";"02";1;2;2;4;12;1;1;2;"";;500;1;"";1;1;"";3;"";7;"";5;1;1;1;1;80;6;"";2;;2;;2;;2;;"";1;2000;2;;2;;2;;2;;"";1;3;"";29;5;1;2;;2;"273890602";2;"31";396;395
"27461010011";"02";1;1;1;3;12;1;1;2;"";;50;2;"";1;1;"";3;"";1;"";2;1;1;1;1;15;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";25;2;1;2;;2;"274610101";1;"22";916;924
"27461010021";"02";1;1;1;3;12;1;1;2;"";;70;2;"";1;1;"";2;"";2;"";3;1;1;1;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";12;3;1;2;;2;"274610101";1;"22";916;924
"27461010041";"02";1;1;1;3;12;1;1;2;"";;150;2;"";1;1;"";1;"";1;"";2;6;;;1;12;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;1;2;;2;"274610101";1;"22";916;924
"27461010051";"02";1;2;2;3;12;1;1;2;"";;70;2;"";1;1;"";5;"";2;"";3;1;1;1;1;16;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;5;1;2;;2;"274610101";1;"22";916;924
"27461010071";"02";1;2;2;3;12;1;1;2;"";;50;2;"";1;1;"";5;"";1;"";2;1;1;1;1;26;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;1;2;;2;"274610101";1;"22";916;924
"27461010081";"02";1;2;1;3;12;1;1;2;"";;70;2;"";1;1;"";5;"";1;"";3;1;1;1;1;12;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;4;1;2;;2;"274610101";1;"22";916;924
"27461010101";"02";1;2;2;4;12;1;1;2;"";;100;2;"";1;1;"";1;"";1;"";1;1;1;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";24;1;1;2;;2;"274610101";1;"22";916;924
"27461010111";"02";1;1;1;4;12;1;1;2;"";;70;2;"";1;1;"";2;"";2;"";3;1;1;1;2;;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";7;1;1;2;;2;"274610101";1;"22";916;924
"27461010121";"02";1;5;1;3;12;1;1;5;"";;80;2;"";1;1;"";1;"";2;"";2;6;;;2;;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";25;1;1;2;;2;"274610101";1;"22";916;924
"27461010141";"02";1;3;1;4;12;1;1;2;"";;50;2;"";1;1;"";5;"";2;"";2;6;;;1;15;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";36;3;3;2;;2;"274610101";1;"22";916;924
"27461010151";"02";1;1;1;3;12;1;1;2;"";;100;1;"";1;1;"";5;"";2;"";3;2;;1;1;14;6;"";2;;2;;2;;2;;"";2;;2;;2;;1;250;2;;"";1;3;"";12;6;1;2;;2;"274610101";1;"22";916;924
"27461010171";"02";1;1;1;4;12;1;1;2;"";;80;2;"";1;1;"";5;"";2;"";3;1;1;1;1;15;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;4;1;2;;2;"274610101";1;"22";916;924
"27491030021";"02";1;2;2;6;12;1;1;2;"";;200;2;"";1;1;"";5;"";2;"";10;6;;;1;11;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";12;1;0;2;;2;"274910703";2;"32";861;860
"27491030051";"02";1;2;2;6;12;1;1;2;"";;50;2;"";1;1;"";1;"";2;"";8;6;;;1;20;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";30;1;0;2;;2;"274910703";2;"32";861;860
"27491030081";"02";1;4;2;6;12;1;1;2;"";;400;2;"";1;1;"";5;"";2;"";26;1;2;1;1;14;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";24;5;2;2;;2;"274910703";2;"32";861;860
"27491030111";"02";1;3;2;6;12;1;1;2;"";;80;2;"";1;1;"";5;"";11;"CONSUME DEL VECINO";7;6;;;1;15;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";24;2;2;2;;2;"274910703";2;"32";861;860
"27491030141";"02";1;4;2;6;12;1;1;2;"";;100;2;"";1;1;"";5;"";2;"";10;2;;1;1;27;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";24;1;1;2;;2;"274910703";2;"32";861;860
"27491030171";"02";1;2;1;6;12;1;1;1;"";230;;1;"";1;1;"";6;"";1;"";13;6;;;1;20;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";24;1;0;2;;2;"274910703";2;"32";861;860
"27491030221";"02";1;2;2;7;12;1;1;2;"";;100;2;"";1;1;"";7;"";2;"";10;3;;1;1;20;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";24;5;2;2;;2;"274910703";2;"32";861;860
"27491030251";"02";1;2;2;7;12;1;1;2;"";;50;2;"";1;1;"";1;"";2;"";17;3;;1;1;22;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";24;2;1;2;;2;"274910703";2;"32";861;860
"27491030281";"02";1;2;1;7;12;1;1;2;"";;100;2;"";1;1;"";1;"";2;"";10;6;;;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";25;1;0;2;;2;"274910703";2;"32";861;860
"27491030311";"02";1;2;1;6;12;1;1;5;"";;100;2;"";1;1;"";5;"";2;"";30;2;;1;1;14;2;"";1;200;1;120;1;50;2;;"";2;;2;;2;;2;;2;;"";1;3;"";24;2;1;2;;2;"274910703";2;"32";861;860
"27491030341";"02";1;1;1;7;12;1;1;5;"";;200;2;"";1;1;"";2;"";2;"";12;6;;;1;30;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";17;1;1;2;;2;"274910703";2;"32";861;860
"27541280021";"02";1;2;1;27;11;1;1;2;"";;100;2;"";2;1;"";7;"";1;"";15;1;1;1;1;35;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";9;1;1;2;;2;"275410128";1;"22";519;523
"27541280041";"02";1;7;2;26;11;1;1;5;"";;100;2;"";1;1;"";5;"";2;"";15;1;1;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";45;2;2;2;;2;"275410128";1;"22";519;523
"27541280061";"02";1;6;1;26;11;1;1;2;"";;200;1;"";1;1;"";5;"";1;"";16;2;;1;1;30;6;"";1;14000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;4;4;2;;1;"275410128";1;"22";519;523
"27541280081";"02";1;5;2;26;11;1;1;1;"";80;;1;"";1;1;"";5;"";1;"";14;1;1;1;1;40;6;"";2;;2;;2;;2;;"";1;28000;2;;2;;2;;2;;"";1;4;"";8;2;1;2;;2;"275410128";1;"22";519;523
"27541280091";"02";1;3;2;2;12;1;1;2;"";;150;2;"";1;1;"";5;"";11;"CONSUME DE VECINO";2;2;;1;1;15;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;1;1;2;;2;"275410128";1;"22";519;523
"27541280111";"02";1;8;2;26;11;1;1;2;"";;100;2;"";1;1;"";1;"";2;"";12;2;;1;1;45;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";30;3;3;2;;2;"275410128";1;"22";519;523
"27541280131";"02";1;5;2;26;11;1;1;2;"";;80;2;"";1;1;"";5;"";2;"";12;2;;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;4;2;2;;2;"275410128";1;"22";519;523
"27541280151";"02";1;3;1;26;11;1;1;2;"";;200;1;"";1;1;"";5;"";1;"";12;1;1;1;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;"";8;4;2;2;;2;"275410128";1;"22";519;523
"27541280171";"02";1;3;2;26;11;1;4;1;"";100;;2;"";1;1;"";5;"";1;"";30;1;1;2;1;0;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;1;1;2;;2;"275410128";1;"22";519;523
"27541280191";"02";1;3;2;26;11;1;1;1;"";200;;2;"";1;1;"";2;"";2;"";8;1;1;2;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";25;2;1;2;;2;"275410128";1;"22";519;523
"27541280201";"02";1;3;2;26;11;1;1;2;"";;100;2;"";1;2;"";5;"";1;"";15;1;1;1;1;25;6;"";2;;2;;1;1000;2;;"";2;;2;;2;;2;;2;;"";1;3;"";45;5;2;2;;2;"275410128";1;"22";519;523
"27541280221";"02";1;1;1;27;11;1;1;1;"";200;;2;"";1;1;"";5;"";1;"";28;1;1;2;1;38;6;"";1;300;2;;2;;2;;"";2;;1;1000;2;;2;;2;;"";1;3;"";22;1;1;2;;2;"275410128";1;"22";519;523
"30009090031";"03";1;3;1;24;11;1;4;2;"";;25;2;"";1;1;"";1;"";7;"";0;6;;;2;;3;"";2;;2;;2;;2;;"";2;;1;600;2;;2;;2;;"";1;1;"";0;4;2;2;;2;"300090109";2;"32";659;663
"30009090061";"03";1;2;1;24;11;1;1;2;"";;20;2;"";2;4;"";1;"";7;"";0;6;;;2;;3;"";2;;2;;2;;2;;"";2;;1;500;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"300090109";2;"32";659;663
"30009090091";"03";1;4;1;24;11;1;1;2;"";;20;2;"";2;1;"";1;"";7;"";0;6;;;2;;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;1;2;;2;"300090109";2;"32";659;663
"30009090121";"03";1;2;1;24;11;1;1;2;"";;15;2;"";2;1;"";1;"";7;"";0;6;;;2;;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;4;1;2;;2;"300090109";2;"32";659;663
"30009090141";"03";1;6;1;24;11;1;1;2;"";;15;2;"";2;1;"";1;"";7;"";0;6;;;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;4;1;2;;2;"300090109";2;"32";659;663
"30009090171";"03";1;2;2;24;11;1;1;2;"";;10;2;"";2;1;"";1;"";7;"";0;6;;;2;;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;1;2;;2;"300090109";2;"32";659;663
"30009090201";"03";1;2;1;24;11;1;1;2;"";;15;2;"";2;1;"";5;"";7;"";0;6;;;1;14;2;"";1;200;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;1;2;;2;"300090109";2;"32";659;663
"30009090231";"03";1;2;2;24;11;1;1;2;"";;10;2;"";2;1;"";1;"";7;"";0;6;;;2;;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;4;2;2;;2;"300090109";2;"32";659;663
"30009090261";"03";1;3;1;24;11;1;1;2;"";;50;2;"";2;1;"";1;"";7;"";0;6;;;2;;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"300090109";2;"32";659;663
"30009090291";"03";1;3;2;24;11;1;1;2;"";;50;2;"";2;4;"";1;"";7;"";0;6;;;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"300090109";2;"32";659;663
"30009090311";"03";1;5;2;24;11;1;1;2;"";;50;2;"";2;4;"";1;"";7;"";0;6;;;1;13;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;4;4;2;;2;"300090109";2;"32";659;663
"30009090341";"03";1;4;2;24;11;1;1;2;"";;50;2;"";2;4;"";1;"";7;"";0;6;;;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";0;1;1;2;;2;"300090109";2;"32";659;663
"30066030051";"03";1;2;1;6;12;1;1;2;"";;50;2;"";2;4;"";1;"";8;"";4;4;;1;2;;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;1;2;;2;"300660503";2;"32";530;533
"30066030111";"03";1;4;2;7;12;1;1;2;"";;50;2;"";1;1;"";1;"";8;"";4;4;;1;2;;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";30;2;2;2;;2;"300660503";2;"32";530;533
"30066030171";"03";1;1;1;7;12;1;2;2;"";;50;2;"";2;4;"";1;"";8;"";4;6;;;2;;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";13;1;1;2;;2;"300660503";2;"32";530;533
"30066030231";"03";1;1;1;7;12;1;1;2;"";;35;2;"";1;1;"";5;"";8;"";2;4;;1;2;;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";0;2;1;2;;2;"300660503";2;"32";530;533
"30066030281";"03";1;2;1;7;12;1;1;2;"";;50;2;"";1;4;"";1;"";8;"";4;4;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;1;2;;2;"300660503";2;"32";530;533
"30066030341";"03";1;2;1;6;12;1;1;2;"";;50;2;"";2;2;"";1;"";8;"";2;4;;1;1;20;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"300660503";2;"32";530;533
"30066030401";"03";1;8;2;7;12;1;1;2;"";;50;2;"";1;4;"";1;"";8;"";0;4;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";0;1;1;2;;2;"300660503";2;"32";530;533
"30066030461";"03";1;2;1;7;12;1;1;2;"";;50;2;"";1;1;"";1;"";8;"";0;4;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;1;2;;2;"300660503";2;"32";530;533
"30066030521";"03";1;4;2;7;12;1;1;2;"";;30;2;"";2;4;"";5;"";8;"";0;4;;1;1;15;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;3;2;;2;"300660503";2;"32";530;533
"30066030581";"03";1;2;2;7;12;1;1;2;"";;50;2;"";2;1;"";5;"";8;"";0;4;;1;1;15;2;"";1;360;1;76;1;30;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;1;2;;2;"300660503";2;"32";530;533
"30066030631";"03";1;7;2;6;12;1;1;2;"";;70;2;"";1;2;"";1;"";8;"";4;4;;1;1;20;2;"";1;800;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;2;2;;2;"300660503";2;"32";530;533
"30066030691";"03";1;2;2;7;12;1;1;2;"";;40;2;"";1;2;"";1;"";8;"";2;4;;1;1;14;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";25;3;1;2;;2;"300660503";2;"32";530;533
"30164350011";"03";1;3;2;22;11;1;2;2;"";;50;5;"";2;1;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"301640135";2;"32";507;510
"30164350021";"03";1;5;2;22;11;1;2;2;"";;0;5;"";2;1;"";2;"";8;"";0;3;;1;2;;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"301640135";2;"32";507;510
"30164350031";"03";1;5;2;22;11;1;2;2;"";;50;5;"";2;1;"";2;"";8;"";0;6;;;2;;3;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"301640135";2;"32";507;510
"30164350041";"03";1;5;1;22;11;1;2;2;"";;100;5;"";2;1;"";2;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"301640135";2;"32";507;510
"30164350051";"03";1;1;1;22;11;1;2;2;"";;50;5;"";2;1;"";1;"";8;"";0;6;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"301640135";2;"32";507;510
"30164350061";"03";1;1;1;23;11;1;2;2;"";;0;5;"";2;1;"";1;"";8;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"301640135";2;"32";507;510
"30164350071";"03";1;3;1;22;11;1;2;2;"";;50;5;"";2;1;"";1;"";8;"";0;3;;1;2;;2;"";1;800;1;200;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";40;3;2;2;;2;"301640135";2;"32";507;510
"30164350081";"03";1;1;1;22;11;1;2;2;"";;20;5;"";2;1;"";2;"";8;"";0;6;;;2;;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";0;1;1;2;;2;"301640135";2;"32";507;510
"30164350091";"03";1;3;1;22;11;1;2;2;"";;100;5;"";2;1;"";1;"";8;"";0;3;;1;2;;3;"";1;250;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";0;1;1;2;;2;"301640135";2;"32";507;510
"30164350101";"03";1;4;2;23;11;1;1;2;"";;50;5;"";2;1;"";1;"";8;"";0;3;;1;2;;2;"";1;3500;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"301640135";2;"32";507;510
"30164350111";"03";1;3;1;22;11;1;2;2;"";;100;5;"";2;1;"";1;"";8;"";0;6;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";0;2;1;2;;2;"301640135";2;"32";507;510
"30164350121";"03";1;5;1;23;11;1;2;2;"";;50;5;"";2;5;"PLASTICO";1;"";8;"";0;6;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";0;1;1;2;;2;"301640135";2;"32";507;510
"30188050021";"03";1;2;2;26;11;1;2;2;"";;20;5;"";2;4;"";1;"";6;"";0;3;;1;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"301880105";2;"32";482;485
"30188050081";"03";1;6;1;26;11;1;2;2;"";;20;5;"";2;1;"";1;"";6;"";0;6;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"301880105";2;"32";482;485
"30188050131";"03";1;4;1;26;11;1;2;2;"";;100;5;"";2;2;"";1;"";5;"";0;3;;1;1;30;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";35;1;1;2;;2;"301880105";2;"32";482;485
"30188050191";"03";1;6;2;27;11;1;2;2;"";;50;5;"";2;2;"";2;"";6;"";0;3;;1;2;;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;1;2;;2;"301880105";2;"32";482;485
"30188050241";"03";1;6;2;26;11;1;2;2;"";;50;5;"";2;1;"";1;"";4;"";0;3;;1;1;30;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"301880105";2;"32";482;485
"30188050301";"03";1;3;1;26;11;1;2;2;"";;50;5;"";2;1;"";1;"";6;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";26;1;1;2;;2;"301880105";2;"32";482;485
"30188050351";"03";1;3;1;27;11;1;2;2;"";;50;5;"";2;1;"";1;"";6;"";0;3;;1;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";35;1;1;2;;2;"301880105";2;"32";482;485
"30188050411";"03";1;5;2;26;11;1;2;2;"";;20;5;"";2;1;"";1;"";6;"";0;3;;1;1;21;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";35;2;2;2;;2;"301880105";2;"32";482;485
"30188050461";"03";1;4;1;26;11;1;2;2;"";;200;5;"";2;2;"";1;"";6;"";0;3;;1;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";35;1;1;2;;2;"301880105";2;"32";482;485
"30188050521";"03";1;7;1;26;11;1;2;2;"";;10;5;"";2;2;"";1;"";6;"";0;3;;1;1;25;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"301880105";2;"32";482;485
"30188050571";"03";1;7;1;27;11;1;1;2;"";;100;1;"";1;2;"";5;"";4;"";0;3;;1;1;60;2;"";1;150;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";35;2;2;2;;2;"301880105";2;"32";482;485
"30188050631";"03";1;1;1;27;11;1;2;2;"";;20;5;"";2;2;"";2;"";8;"";0;6;;;2;;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"301880105";2;"32";482;485
"30216050021";"03";1;1;1;27;11;1;1;2;"";;50;2;"";2;1;"";1;"";8;"";4;6;;;1;14;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;4;1;2;;2;"302160105";2;"32";629;633
"30216050031";"03";1;2;2;27;11;1;4;4;"";;50;1;"";1;1;"";6;"";8;"";0;4;;1;1;0;7;"RECICLAR";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;3;"";30;1;1;2;;2;"302160105";2;"32";629;633
"30216050041";"03";1;2;1;27;11;1;1;2;"";;150;2;"";1;2;"";1;"";8;"";2;6;;;1;14;1;"";1;300;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;1;2;;2;"302160105";2;"32";629;633
"30216050051";"03";1;2;1;26;11;1;1;2;"";;50;2;"";1;1;"";2;"";8;"";2;6;;;1;14;4;"";1;3000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;"";0;1;1;2;;2;"302160105";2;"32";629;633
"30216050061";"03";1;1;1;27;11;1;1;2;"";;50;2;"";1;4;"";1;"";8;"";2;6;;;1;14;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";22;3;1;2;;2;"302160105";2;"32";629;633
"30216050081";"03";1;4;1;27;11;1;1;2;"";;30;2;"";1;4;"";1;"";8;"";2;6;;;1;14;4;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;3;2;;2;"302160105";2;"32";629;633
"30216050091";"03";1;2;2;27;11;1;1;2;"";;50;2;"";1;1;"";1;"";8;"";2;6;;;1;14;1;"";1;1100;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;"";15;4;1;2;;2;"302160105";2;"32";629;633
"30216050101";"03";1;2;1;27;11;1;1;2;"";;20;2;"";1;1;"";1;"";4;"";0;3;;1;1;14;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;3;1;2;;2;"302160105";2;"32";629;633
"30216050111";"03";1;1;1;26;11;1;1;2;"";;50;2;"";2;1;"";2;"";8;"";2;6;;;2;;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;1;1;2;;2;"302160105";2;"32";629;633
"30216050121";"03";1;2;1;27;11;1;1;2;"";;50;2;"";2;4;"";1;"";8;"";2;6;;;1;14;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"302160105";2;"32";629;633
"30216050131";"03";1;2;2;27;11;1;1;2;"";;40;2;"";2;4;"";1;"";8;"";2;6;;;1;14;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";22;2;1;2;;2;"302160105";2;"32";629;633
"30216050151";"03";1;8;1;26;11;1;1;2;"";;50;2;"";2;1;"";2;"";8;"";2;6;;;1;20;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;1;"";0;2;2;2;;2;"302160105";2;"32";629;633
"30244050021";"03";1;10;2;26;11;1;1;5;"";;150;2;"";1;2;"";5;"";4;"";20;3;;1;1;30;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";46;2;2;2;;2;"302440105";2;"32";429;432
"30244050061";"03";1;9;2;26;11;1;1;2;"";;600;2;"";1;1;"";5;"";4;"";15;3;;1;1;50;2;"";1;500;2;;1;200;2;;"";2;;2;;2;;2;;2;;"";1;3;"";50;3;3;1;47;2;"302440105";2;"32";429;432
"30244050111";"03";1;6;2;26;11;1;1;2;"";;1000;1;"";1;1;"";5;"";4;"";25;3;;1;1;80;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;3;"";46;3;3;2;;2;"302440105";2;"32";429;432
"30244050151";"03";1;3;1;27;11;1;1;2;"";;300;2;"";1;1;"";5;"";4;"";22;5;;1;1;68;1;"";2;;2;;2;;2;;"";1;69600;1;6960;2;;2;;2;;"";1;3;"";28;3;3;2;;1;"302440105";2;"32";429;432
"30244050191";"03";1;3;1;27;11;1;1;2;"";;50;2;"";1;2;"";1;"";4;"";12;6;;;1;20;6;"";2;;2;;2;;2;;"";1;20000;2;;2;;2;;2;;"";2;3;"";23;2;1;2;;2;"302440105";2;"32";429;432
"30244050241";"03";1;5;2;27;11;1;1;1;"";50;;2;"";1;2;"";1;"";4;"";8;6;;;1;14;6;"";2;;2;;1;50;2;;"";2;;2;;2;;2;;2;;"";1;3;"";23;2;1;2;;2;"302440105";2;"32";429;432
"30244050281";"03";1;3;1;27;11;1;1;2;"";;150;1;"";1;2;"";5;"";4;"";22;3;;1;1;47;6;"";2;;2;;2;;2;;"";1;300;2;;2;;2;;2;;"";1;1;"";0;4;2;2;;2;"302440105";2;"32";429;432
