folio;departamento;n_hogar;s8_01;s8_02;s8_02e;s8_03;s8_04;s8_05;s8_05e;s8_06;s8_07;s8_07e;s8_08;s8_08e;s8_09;s8_09e;s8_10;s8_11;s8_12;s8_13;s8_14;s8_15;s8_16;s8_163;s8_171a;s8_171b;s8_172a;s8_172b;s8_173a;s8_173b;s8_174a;s8_174b;s8_174e;s8_181a;s8_181b;s8_182a;s8_182b;s8_183a;s8_183b;s8_184a;s8_184b;s8_185a;s8_185b;s8_185e;s8_19;s8_20;s8_21;s8_22;s8_23;s8_24;s8_25;s8_26;s8_27;s8_28;upm;estrato;area;factor_ant;factor
"26115050021";2;"1";4;2;"";;70;2;"";1;1;"";3;"";1;"";13;1;1;2;1;22;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;11;3;1;2;;2;;2;"261150105";"52";1;230;232
"26115050081";2;"1";1;2;"";;200;1;"";1;1;"";3;"";1;"";20;1;1;1;1;28;6;"";2;;2;;2;;2;;"";1;8000;2;;2;;2;;2;;"";1;5;20;5;3;1;1;2;;2;"261150105";"52";1;230;232
"26115050141";2;"1";3;6;"";;600;1;"";1;3;"";3;"";1;"";40;1;1;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;2;1;2;;2;;2;"261150105";"52";1;230;232
"26115050201";2;"1";4;2;"";;100;1;"";1;1;"";5;"";1;"";25;1;1;1;1;43;6;"";2;;2;;2;;2;;"";2;;2;;1;400;2;;2;;"";1;4;22;4;2;2;;2;;1;"261150105";"52";1;230;232
"26115050261";2;"1";4;5;"";;250;2;"";1;1;"";5;"";2;"";10;1;1;2;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;2;0;2;;2;;2;"261150105";"52";1;230;232
"26115050321";2;"1";1;3;"";;200;1;"";1;1;"";5;"";1;"";20;1;1;1;1;25;6;"";2;;2;;2;;2;;"";1;30000;2;;2;;2;;2;;"";1;5;9;5;3;2;;2;;2;"261150105";"52";1;230;232
"26115050381";2;"1";1;2;"";;150;1;"";1;1;"";3;"";1;"";12;1;1;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;8;4;3;2;;2;;2;"261150105";"52";1;230;232
"26115050501";2;"1";1;5;"";;100;2;"";1;1;"";5;"";12;"TRAE AGUA DE LA CASA DE SU HER";0;6;;;1;22;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;7;2;1;1;1;2;;2;"261150105";"52";1;230;232
"26115050561";2;"1";4;5;"";;200;1;"";1;1;"";2;"";2;"";10;2;;2;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;17;2;1;2;;2;;2;"261150105";"52";1;230;232
"26115050621";2;"1";1;1;"";80;;1;"";1;1;"";5;"";2;"";120;1;1;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;8;3;2;2;;1;22;1;"261150105";"52";1;230;232
"26115050681";2;"1";4;5;"";;200;1;"";1;3;"";5;"";2;"";5;1;1;2;1;30;6;"";1;400;2;;1;40;2;;"";2;;2;;2;;2;;2;;"";1;4;22;3;1;1;2;2;;2;"261150105";"52";1;230;232
"26128050061";2;"1";4;5;"";;200;1;"";1;1;"";5;"";2;"";16;1;1;2;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;9;1;1;1;1;2;;2;"261280105";"52";1;271;274
"26128050111";2;"1";4;1;"";150;;2;"";1;1;"";5;"";2;"";15;1;1;2;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;1;1;2;;2;;2;"261280105";"52";1;271;274
"26128050161";2;"1";1;2;"";;250;1;"";1;1;"";5;"";2;"";58;1;1;1;1;680;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;11;8;4;1;2;1;55;1;"261280105";"52";1;271;274
"26128050211";2;"1";1;1;"";500;;2;"";1;1;"";5;"";2;"";45;1;1;1;1;125;6;"";2;;2;;1;800;2;;"";2;;2;;2;;2;;2;;"";1;5;45;6;5;2;;2;;2;"261280105";"52";1;271;274
"26128050261";2;"1";1;6;"";;350;1;"";1;1;"";3;"";1;"";10;1;1;1;1;180;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;1;1;1;1;2;;2;"261280105";"52";1;271;274
"26128050311";2;"1";4;1;"";200;;1;"";1;1;"";5;"";1;"";5;1;1;1;1;15;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;10;3;1;2;;2;;2;"261280105";"52";1;271;274
"26128050361";2;"1";4;1;"";150;;1;"";1;1;"";5;"";2;"";50;1;1;1;1;55;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;1;1;2;;2;;2;"261280105";"52";1;271;274
"26128050411";2;"1";4;3;"";;500;1;"";1;1;"";5;"";2;"";15;1;1;2;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;2;2;2;;2;;2;"261280105";"52";1;271;274
"26128050461";2;"1";4;2;"";;100;1;"";1;1;"";5;"";2;"";;1;1;2;1;15;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;22;1;0;2;;1;16;2;"261280105";"52";1;271;274
"26128050561";2;"1";4;5;"";;200;2;"";1;1;"";8;"EMPEDRADO";2;"";10;1;1;2;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;26;1;1;2;;2;;2;"261280105";"52";1;271;274
"26162130031";2;"1";4;2;"";;50;1;"";2;1;"";1;"";2;"";0;6;;;1;16;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;30;2;0;2;;2;;2;"261620113";"52";1;255;258
"26162130091";2;"1";4;2;"";;200;1;"";1;1;"";3;"";1;"";0;6;;;1;30;1;"";2;;2;;2;;2;;"";2;;2;;2;;1;200;2;;"";1;4;22;2;1;2;;2;;2;"261620113";"52";1;255;258
"26162130151";2;"1";4;2;"";;100;1;"";1;1;"";1;"";2;"";0;6;;;1;16;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;3;2;2;;2;;2;"261620113";"52";1;255;258
"26162130211";2;"1";1;4;"";;200;1;"";1;1;"";5;"";2;"";350;1;1;1;1;400;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;30;3;2;2;;2;;2;"261620113";"52";1;255;258
"26162130271";2;"1";1;2;"";;120;2;"";1;1;"";3;"";2;"";20;1;1;2;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;8;1;0;2;;2;;2;"261620113";"52";1;255;258
"26162130331";2;"1";4;1;"";100;;2;"";1;1;"";5;"";2;"";20;1;1;2;1;30;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;27;1;0;2;;2;;2;"261620113";"52";1;255;258
"26162130391";2;"1";1;5;"";;200;1;"";1;1;"";3;"";1;"";7;1;1;1;1;25;6;"";1;150;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;10;2;1;2;;2;;2;"261620113";"52";1;255;258
"26162130451";2;"1";1;2;"";;400;1;"";1;1;"";5;"";2;"";25;1;1;1;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;3;1;2;;2;;2;"261620113";"52";1;255;258
"26162130511";2;"1";1;4;"";;100;1;"";1;1;"";3;"";1;"";22;1;1;1;1;38;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;16;5;3;2;;2;;2;"261620113";"52";1;255;258
"26162130571";2;"1";1;2;"";;400;1;"";1;1;"";3;"";1;"";20;1;1;1;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;45;4;3;2;;2;;2;"261620113";"52";1;255;258
"26162130631";2;"1";1;2;"";;250;1;"";1;1;"";3;"";1;"";12;1;1;1;1;85;6;"";1;700;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;12;6;3;1;1;2;;2;"261620113";"52";1;255;258
"26162130691";2;"1";4;1;"";150;;1;"";1;1;"";5;"";2;"";35;1;1;2;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;2;1;2;;2;;2;"261620113";"52";1;255;258
"26166080061";2;"1";1;1;"";450;;2;"";1;1;"";3;"";1;"";20;1;1;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;13;3;2;1;1;2;;2;"261660108";"51";1;195;197
"26166080121";2;"1";1;5;"";;300;2;"";1;1;"";3;"";1;"";100;1;1;1;1;200;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;10;3;2;2;;1;100;1;"261660108";"51";1;195;197
"26166080171";2;"1";4;6;"";;150;2;"";1;2;"";3;"";2;"";15;1;1;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;12;3;2;2;;2;;2;"261660108";"51";1;195;197
"26166080231";2;"1";4;6;"";;581;2;"";1;2;"";3;"";1;"";16;1;1;1;1;35;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;4;2;2;;2;;2;"261660108";"51";1;195;197
"26166080291";2;"1";1;1;"";550;;2;"";1;2;"";3;"";1;"";25;1;2;1;1;65;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;50;2;2;2;;1;35;2;"261660108";"51";1;195;197
"26166080341";2;"1";1;2;"";;100;2;"";1;2;"";3;"";1;"";25;1;1;1;1;113;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;12;3;2;2;;2;;2;"261660108";"51";1;195;197
"26166080401";2;"1";1;2;"";;300;1;"";1;1;"";3;"";1;"";11;1;1;1;1;26;6;"";2;;1;3000;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;12;5;3;2;;2;;2;"261660108";"51";1;195;197
"26166080461";2;"1";1;1;"";120;;2;"";1;2;"";3;"";1;"";20;1;1;1;1;140;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;25;4;4;2;;2;;2;"261660108";"51";1;195;197
"26166080511";2;"1";1;2;"";;500;1;"";1;1;"";6;"";1;"";20;1;1;1;1;110;5;"";1;500;2;;2;;2;;"";2;;2;;2;;2;;1;400;"NSNR";1;5;18;5;1;2;;1;50;1;"261660108";"51";1;195;197
"26166080571";2;"1";1;1;"";400;;1;"";1;1;"";3;"";1;"";20;1;1;1;1;30;5;"";2;;1;50;2;;2;;"";2;;2;;2;;1;120;2;;"";1;4;50;3;1;2;;2;;2;"261660108";"51";1;195;197
"26166080631";2;"1";1;5;"";;400;2;"";1;2;"";3;"";1;"";30;1;1;2;1;80;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;22;3;3;2;;2;;2;"261660108";"51";1;195;197
"26166080681";2;"1";1;2;"";;300;2;"";1;2;"";3;"";1;"";24;1;1;1;1;120;3;"";2;;2;;1;200;2;;"";2;;2;;2;;2;;2;;"";1;5;9;4;3;1;1;1;25;2;"261660108";"51";1;195;197
"26193020021";2;"1";4;5;"";;150;1;"";1;1;"";3;"";2;"";50;1;1;2;1;70;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;1;0;2;;2;;2;"261930102";"52";1;194;196
"26193020051";2;"1";4;5;"";;50;2;"";1;1;"";1;"";2;"";12;6;;;1;15;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;22;1;0;2;;2;;2;"261930102";"52";1;194;196
"26193020081";2;"1";4;2;"";;100;2;"";1;1;"";5;"";2;"";18;1;1;2;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;18;2;1;2;;2;;2;"261930102";"52";1;194;196
"26193020111";2;"1";4;2;"";;150;2;"";1;1;"";5;"";1;"";12;1;1;1;1;35;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;12;3;2;2;;2;;2;"261930102";"52";1;194;196
"26193020141";2;"1";1;2;"";;100;2;"";1;1;"";5;"";2;"";6;1;1;1;1;22;2;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;8;2;1;1;1;2;;2;"261930102";"52";1;194;196
"26193020171";2;"1";1;2;"";;300;2;"";1;1;"";5;"";2;"";44;1;1;1;1;55;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;13;5;3;2;;2;;2;"261930102";"52";1;194;196
"26193020201";2;"1";4;5;"";;200;2;"";1;3;"";5;"";2;"";35;1;1;2;1;120;3;"";1;600;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;2;1;2;;2;;2;"261930102";"52";1;194;196
"26193020231";2;"1";1;2;"";;200;2;"";1;1;"";1;"";2;"";22;1;1;1;1;30;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;45;2;1;2;;2;;2;"261930102";"52";1;194;196
"26193020261";2;"1";1;5;"";;150;2;"";1;1;"";5;"";2;"";8;1;1;2;1;12;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;1;0;2;;2;;2;"261930102";"52";1;194;196
"26193020291";2;"1";1;1;"";210;;1;"";1;1;"";5;"";2;"";15;1;1;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;2;1;2;;2;;2;"261930102";"52";1;194;196
"26193020321";2;"1";1;3;"";;350;1;"";1;3;"";5;"";1;"";22;1;1;1;1;82;5;"";2;;2;;2;;2;;"";1;24000;2;;2;;2;;2;;"";1;5;18;5;2;1;1;2;;2;"261930102";"52";1;194;196
"26193020351";2;"1";1;5;"";;200;2;"";1;1;"";5;"";2;"";25;1;1;1;1;23;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;17;3;0;2;;2;;2;"261930102";"52";1;194;196
"26204040031";2;"1";1;5;"";;200;2;"";1;1;"";7;"";2;"";13;1;1;1;1;30;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;1;1;2;;2;;2;"262040104";"52";1;173;175
"26204040081";2;"1";1;2;"";;500;1;"";1;3;"";5;"";1;"";15;1;1;1;1;35;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;12;4;2;2;;2;;2;"262040104";"52";1;173;175
"26204040131";2;"1";1;1;"";120;;2;"";1;1;"";5;"";2;"";12;1;1;1;1;25;1;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;;2;2;2;;2;;2;"262040104";"52";1;173;175
"26204040171";2;"1";1;2;"";;300;2;"";1;1;"";5;"";2;"";20;1;1;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;;4;3;1;1;1;30;2;"262040104";"52";1;173;175
"26204040221";2;"1";1;2;"";;500;1;"";1;1;"";5;"";2;"";13;1;1;1;1;35;6;"";1;1000;2;;2;;2;;"";1;28000;2;;2;;2;;2;;"";1;5;9;14;4;1;2;2;;2;"262040104";"52";1;173;175
"26204040321";2;"1";4;5;"";;100;2;"";1;1;"";3;"";2;"";15;1;1;2;1;30;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;23;1;0;2;;1;60;2;"262040104";"52";1;173;175
"26204040361";2;"1";1;2;"";;50;1;"";1;1;"";2;"";1;"";45;1;1;1;1;150;5;"";2;;2;;2;;2;;"";1;40000;2;;2;;2;;2;;"";1;5;20;4;3;1;1;2;;2;"262040104";"52";1;173;175
"26204040411";2;"1";4;5;"";;150;2;"";1;1;"";5;"";1;"";28;1;1;2;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;2;1;1;1;2;;2;"262040104";"52";1;173;175
"26204040461";2;"1";4;1;"";100;;2;"";1;1;"";1;"";1;"";18;1;1;2;1;39;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;23;1;0;2;;2;;2;"262040104";"52";1;173;175
"26204040511";2;"1";1;2;"";;200;1;"";1;1;"";3;"";1;"";7;1;1;1;1;28;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;10;3;2;1;1;2;;2;"262040104";"52";1;173;175
"26204040551";2;"1";1;2;"";;100;1;"";1;1;"";5;"";1;"";23;1;1;1;1;29;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;4;4;2;;1;20;1;"262040104";"52";1;173;175
"26225010021";2;"1";1;2;"";;100;2;"";1;1;"";5;"";1;"";18;1;1;2;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;9;2;1;2;;2;;2;"262250101";"52";1;194;196
"26225010051";2;"1";1;2;"";;400;1;"";1;1;"";5;"";1;"";40;1;1;1;1;300;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;10;7;5;2;;1;100;1;"262250101";"52";1;194;196
"26225010081";2;"1";1;2;"";;500;1;"";1;1;"";7;"";2;"";20;1;1;1;1;38;1;"";2;;2;;1;80;2;;"";2;;2;;2;;2;;2;;"";1;4;45;3;2;2;;1;110;2;"262250101";"52";1;194;196
"26225010111";2;"1";1;2;"";;500;2;"";1;1;"";5;"";2;"";16;1;1;1;1;35;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;10;3;2;2;;2;;2;"262250101";"52";1;194;196
"26225010141";2;"1";1;2;"";;400;1;"";1;1;"";3;"";1;"";15;1;1;1;1;400;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;9;3;2;1;1;1;20;1;"262250101";"52";1;194;196
"26225010171";2;"1";1;2;"";;300;1;"";1;1;"";3;"";1;"";15;1;1;1;1;30;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;15;3;3;2;;2;;2;"262250101";"52";1;194;196
"26225010201";2;"1";1;5;"";;400;1;"";1;1;"";5;"";2;"";30;1;1;1;1;20;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;10;3;1;2;;2;;2;"262250101";"52";1;194;196
"26225010231";2;"1";1;2;"";;150;2;"";1;1;"";3;"";2;"";20;1;1;1;1;15;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;10;6;4;2;;2;;2;"262250101";"52";1;194;196
"26225010261";2;"1";1;2;"";;100;2;"";1;1;"";5;"";1;"";15;1;1;1;1;30;5;"";2;;2;;2;;2;;"";1;4000;2;;2;;2;;2;;"";1;5;15;3;3;2;;2;;2;"262250101";"52";1;194;196
"26225010291";2;"1";4;2;"";;100;2;"";1;1;"";5;"";2;"";10;2;;1;1;22;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;2;10;1;1;2;;2;;2;"262250101";"52";1;194;196
"26225010321";2;"1";4;2;"";;200;1;"";1;1;"";3;"";1;"";15;1;1;2;1;90;1;"";2;;2;;2;;2;;"";1;1000;2;;2;;2;;2;;"";1;5;12;2;1;1;1;2;;2;"262250101";"52";1;194;196
"26225010351";2;"1";1;1;"";160;;2;"";1;1;"";5;"";2;"";60;1;1;1;1;29;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;23;1;1;2;;2;;2;"262250101";"52";1;194;196
"26318060021";2;"1";1;2;"";;500;1;"";1;1;"";5;"";1;"";18;1;1;1;1;90;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;20;4;3;2;;1;16;2;"263180106";"52";1;196;198
"26318060061";2;"1";1;2;"";;1000;1;"";1;1;"";3;"";1;"";80;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;50;5;4;1;1;1;25;2;"263180106";"52";1;196;198
"26318060101";2;"1";1;2;"";;500;1;"";1;1;"";5;"";1;"";25;1;1;1;1;54;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;16;2;2;1;1;1;23;2;"263180106";"52";1;196;198
"26318060141";2;"1";1;5;"";;400;1;"";2;1;"";5;"";1;"";30;1;1;1;1;78;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;2;1;1;1;1;16;2;"263180106";"52";1;196;198
"26318060181";2;"1";4;2;"";;600;1;"";1;1;"";3;"";1;"";11;1;1;2;1;80;6;"";2;;1;500;2;;2;;"";1;300;2;;2;;2;;2;;"";1;5;9;4;2;2;;1;36;2;"263180106";"52";1;196;198
"26318060221";2;"1";4;1;"";70;;2;"";1;1;"";5;"";2;"";8;1;1;2;1;10;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;9;1;1;2;;2;;2;"263180106";"52";1;196;198
"26318060261";2;"1";1;2;"";;600;1;"";1;1;"";5;"";1;"";40;1;1;1;1;180;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;9;5;3;1;1;1;22;2;"263180106";"52";1;196;198
"26318060301";2;"1";4;1;"";200;;1;"";1;1;"";5;"";2;"";24;1;1;2;1;35;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;3;2;2;;2;;2;"263180106";"52";1;196;198
"26318060341";2;"1";4;5;"";;200;1;"";1;1;"";3;"";1;"";10;1;1;2;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;25;1;0;2;;2;;2;"263180106";"52";1;196;198
"26318060381";2;"1";1;2;"";;100;1;"";1;1;"";5;"";1;"";7;1;1;1;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;8;3;2;2;;1;30;1;"263180106";"52";1;196;198
"26318060421";2;"1";3;2;"";;200;1;"";1;1;"";3;"";1;"";70;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;15;5;3;1;1;1;70;1;"263180106";"52";1;196;198
"26318060461";2;"1";1;5;"";;200;2;"";2;1;"";1;"";1;"";12;1;1;1;1;25;6;"";2;;2;;2;;2;;"";1;2500;2;;2;;2;;2;;"";1;4;25;3;3;2;;2;;2;"263180106";"52";1;196;198
"26321110031";2;"1";4;2;"";;200;1;"";1;3;"";5;"";1;"";20;1;1;2;1;35;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;2;1;1;1;2;;2;"263210111";"52";1;204;206
"26321110081";2;"1";4;5;"";;100;1;"";1;1;"";1;"";2;"";20;1;1;2;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;50;1;0;2;;2;;2;"263210111";"52";1;204;206
"26321110131";2;"1";4;5;"";;200;2;"";1;1;"";5;"";2;"";15;1;1;2;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;1;1;2;;2;;2;"263210111";"52";1;204;206
"26321110181";2;"1";1;2;"";;400;2;"";1;1;"";5;"";1;"";10;1;1;1;1;32;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;9;6;2;2;;1;180;1;"263210111";"52";1;204;206
"26321110231";2;"1";4;4;"";;150;1;"";1;1;"";5;"";2;"";0;1;1;2;1;0;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;22;1;0;2;;2;;2;"263210111";"52";1;204;206
"26321110281";2;"1";4;1;"";200;;2;"";1;1;"";5;"";2;"";20;1;1;2;1;40;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;22;1;0;2;;2;;2;"263210111";"52";1;204;206
"26321110331";2;"1";4;5;"";;250;2;"";1;1;"";5;"";2;"";25;1;1;2;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;15;3;1;1;1;2;;2;"263210111";"52";1;204;206
"26321110381";2;"1";1;2;"";;100;2;"";1;1;"";5;"";1;"";10;1;1;1;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;2;1;2;;2;;2;"263210111";"52";1;204;206
"26321110431";2;"1";1;5;"";;200;1;"";1;1;"";2;"";1;"";8;1;1;2;1;37;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;8;3;2;2;;2;;2;"263210111";"52";1;204;206
"26321110481";2;"1";1;1;"";100;;2;"";1;1;"";5;"";2;"";10;1;1;2;1;30;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;1;1;2;;2;;2;"263210111";"52";1;204;206
"26321110531";2;"1";1;2;"";;300;1;"";1;1;"";5;"";2;"";20;1;1;2;1;75;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;12;6;3;2;;2;;2;"263210111";"52";1;204;206
"26321110581";2;"1";1;5;"";;150;1;"";1;1;"";3;"";2;"";12;1;1;2;1;30;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;1;0;2;;2;;2;"263210111";"52";1;204;206
"26322140031";2;"1";4;2;"";;300;1;"";1;1;"";3;"";1;"";10;1;1;1;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;2;2;2;;2;;2;"263220114";"52";1;212;214
"26322140081";2;"1";1;2;"";;400;1;"";1;1;"";5;"";1;"";30;1;1;1;1;110;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;12;4;3;2;;2;;2;"263220114";"52";1;212;214
"26322140131";2;"1";1;5;"";;100;1;"";1;1;"";5;"";2;"";10;1;1;1;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;1;1;2;;2;;2;"263220114";"52";1;212;214
"26322140181";2;"1";1;2;"";;150;1;"";1;1;"";3;"";1;"";100;1;1;1;1;85;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;8;4;3;1;1;2;;2;"263220114";"52";1;212;214
"26322140231";2;"1";4;5;"";;150;2;"";1;1;"";5;"";2;"";15;1;1;2;1;15;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;22;1;0;2;;2;;2;"263220114";"52";1;212;214
"26322140281";2;"1";4;2;"";;100;2;"";1;1;"";5;"";2;"";0;1;1;2;1;0;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;2;1;2;;2;;2;"263220114";"52";1;212;214
"26322140331";2;"1";4;2;"";;150;2;"";1;1;"";5;"";2;"";15;1;1;2;1;55;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;8;2;2;2;;2;;2;"263220114";"52";1;212;214
"26322140381";2;"1";4;2;"";;200;2;"";1;1;"";5;"";2;"";25;1;1;2;1;110;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;9;2;1;2;;2;;1;"263220114";"52";1;212;214
"26322140431";2;"1";1;5;"";;150;2;"";1;3;"";6;"";2;"";30;1;1;2;1;0;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;1;1;2;;2;;2;"263220114";"52";1;212;214
"26322140481";2;"1";1;6;"";;8000;2;"";1;1;"";5;"";2;"";40;1;1;1;1;80;6;"";1;300;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;3;2;2;;2;;2;"263220114";"52";1;212;214
"26322140531";2;"1";1;2;"";;500;1;"";1;3;"";5;"";1;"";40;1;1;1;1;57;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;15;5;3;2;;2;;2;"263220114";"52";1;212;214
"26322140581";2;"1";4;6;"";;280;1;"";1;1;"";5;"";2;"";10;1;1;2;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;45;2;1;1;1;2;;2;"263220114";"52";1;212;214
