folio;departamento;n_hogar;s8_01;s8_02;s8_02e;s8_03;s8_04;s8_05;s8_05e;s8_06;s8_07;s8_07e;s8_08;s8_08e;s8_09;s8_09e;s8_10;s8_11;s8_12;s8_13;s8_14;s8_15;s8_16;s8_163;s8_171a;s8_171b;s8_172a;s8_172b;s8_173a;s8_173b;s8_174a;s8_174b;s8_174e;s8_181a;s8_181b;s8_182a;s8_182b;s8_183a;s8_183b;s8_184a;s8_184b;s8_185a;s8_185b;s8_185e;s8_19;s8_20;s8_21;s8_22;s8_23;s8_24;s8_25;s8_26;s8_27;s8_28;upm;estrato;area;factor_ant;factor
"31648050441";3;"1";1;2;"";;3800;1;"";1;2;"";6;"";1;"";180;1;1;1;1;300;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;81;4;3;2;;1;45;1;"316480105";"11";1;131;134
"31648050491";3;"1";1;2;"";;2100;1;"";1;2;"";6;"";2;"";100;1;1;1;1;180;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;3;1;1;1;1;90;1;"316480105";"11";1;131;134
"31648050551";3;"1";3;2;"";;1500;1;"";1;3;"";6;"";1;"";100;1;1;1;1;300;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;50;3;2;2;;1;150;1;"316480105";"11";1;131;134
"31648050601";3;"1";3;2;"";;9000;1;"";1;3;"";3;"";1;"";200;1;1;1;1;150;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;9;5;3;2;;1;20;1;"316480105";"11";1;131;134
"31648050661";3;"1";1;2;"";;500;1;"";1;1;"";6;"";1;"";50;1;1;1;1;140;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;2;1;2;;1;50;2;"316480105";"11";1;131;134
"31680080051";3;"1";3;1;"";2575;;1;"";1;2;"";4;"";1;"";80;1;1;1;1;80;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;7;;5;3;2;;1;20;1;"316800108";"11";1;281;288
"31680080151";3;"1";3;2;"";;2575;1;"";1;3;"";4;"";1;"";100;1;1;1;1;80;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;12;3;1;2;;1;20;1;"316800108";"11";1;281;288
"31680080251";3;"1";3;6;"";;2088;1;"";1;3;"";4;"";1;"";100;1;1;1;1;70;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;13;3;1;1;1;1;20;1;"316800108";"11";1;281;288
"31680080351";3;"1";1;2;"";;300;1;"";1;1;"";6;"";2;"";80;1;1;1;1;180;5;"";2;;2;;2;;2;;"";2;;1;500;2;;2;;2;;"";1;4;25;5;1;2;;1;20;2;"316800108";"11";1;281;288
"31680080451";3;"1";3;2;"";;700;1;"";1;3;"";6;"";1;"";70;1;1;1;1;175;6;"";2;;2;;2;;2;;"";2;;2;;1;200;2;;2;;"";1;5;10;2;1;2;;1;70;2;"316800108";"11";1;281;288
"31680080551";3;"1";3;2;"";;400;1;"";1;2;"";6;"";1;"";150;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;12;4;3;2;;1;35;1;"316800108";"11";1;281;288
"31680080751";3;"1";3;2;"";;500;1;"";1;2;"";6;"";1;"";70;1;1;1;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;12;2;1;2;;1;25;2;"316800108";"11";1;281;288
"31680081051";3;"1";3;2;"";;1000;1;"";1;2;"";6;"";1;"";100;1;1;1;1;180;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;20;4;3;1;1;1;120;2;"316800108";"11";1;281;288
"31680081151";3;"1";1;2;"";;800;1;"";1;1;"";5;"";1;"";160;1;1;1;1;260;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;9;6;5;2;;1;20;2;"316800108";"11";1;281;288
"31695020231";3;"1";1;2;"";;700;1;"";1;2;"";3;"";1;"";70;1;1;1;1;100;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;9;1;1;2;;1;20;2;"316950102";"11";1;218;224
"31695020391";3;"1";3;6;"";;1800;1;"";1;3;"";6;"";1;"";40;1;1;1;1;50;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;15;3;2;2;;1;25;2;"316950102";"11";1;218;224
"31695020471";3;"1";1;2;"";;2772;1;"";1;3;"";6;"";1;"";60;1;1;1;1;130;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;13;3;2;2;;1;20;1;"316950102";"11";1;218;224
"31695020551";3;"1";3;1;"";2200;;1;"";1;3;"";6;"";1;"";70;1;1;1;1;60;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;2;3;2;2;;2;;1;"316950102";"11";1;218;224
"31695020631";3;"1";3;3;"";;2079;1;"";1;3;"";6;"";1;"";80;1;1;1;1;100;5;"";2;;1;1500;2;;2;;"";2;;2;;2;;2;;1;2500;"INSTALACION CALEFON";1;5;40;5;3;2;;1;50;1;"316950102";"11";1;218;224
"31695020711";3;"1";1;2;"";;2050;1;"";1;2;"";3;"";1;"";70;1;1;1;1;75;5;"";1;1600;2;;2;;2;;"";2;;2;;1;4000;2;;2;;"";1;5;12;3;1;2;;1;40;1;"316950102";"11";1;218;224
"31695020791";3;"1";1;1;"";1050;;2;"";1;2;"";6;"";1;"";190;1;1;2;1;165;5;"";1;2079;2;;2;;2;;"";2;;2;;2;;1;485;2;;"";1;5;12;3;3;1;1;1;40;2;"316950102";"11";1;218;224
"31695020871";3;"1";3;2;"";;850;1;"";1;2;"";6;"";1;"";120;1;1;1;1;170;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;15;3;3;2;;1;70;2;"316950102";"11";1;218;224
"31695020951";3;"1";1;2;"";;3500;1;"";1;1;"";1;"";1;"";60;1;1;1;1;95;5;"";2;;2;;2;;2;;"";2;;2;;1;200;2;;2;;"";1;5;9;3;1;2;;1;30;2;"316950102";"11";1;218;224
"31716080061";3;"1";3;5;"";;500;1;"";1;3;"";6;"";1;"";75;1;1;1;1;30;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;2;1;2;;2;;2;"317160108";"11";1;173;177
"31716080181";3;"1";1;2;"";;600;1;"";1;1;"";5;"";1;"";90;1;1;1;1;120;5;"";1;800;1;3000;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;20;4;3;2;;1;25;2;"317160108";"11";1;173;177
"31716080301";3;"1";1;2;"";;2500;1;"";1;2;"";6;"";1;"";110;1;1;1;1;120;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;15;3;2;2;;1;40;2;"317160108";"11";1;173;177
"31716080421";3;"1";1;2;"";;500;1;"";1;2;"";6;"";1;"";110;1;1;1;1;130;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;25;6;4;2;;1;50;1;"317160108";"11";1;173;177
"31716080531";3;"1";4;5;"";;400;1;"";1;3;"";6;"";1;"";60;1;1;1;1;80;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;8;2;1;2;;2;;2;"317160108";"11";1;173;177
"31716080651";3;"1";1;2;"";;700;1;"";1;1;"";5;"";1;"";60;1;1;1;1;75;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;15;5;3;2;;1;20;2;"317160108";"11";1;173;177
"31716080771";3;"1";4;1;"";500;;1;"";1;1;"";6;"";2;"";25;1;1;1;1;63;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;1;1;2;;1;30;2;"317160108";"11";1;173;177
"31716080891";3;"1";3;1;"";800;;1;"";1;3;"";6;"";1;"";80;1;1;1;1;70;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;2;1;2;;2;;2;"317160108";"11";1;173;177
"31716081011";3;"1";1;3;"";;1100;1;"";1;2;"";6;"";1;"";200;1;1;1;1;200;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;10;6;3;2;;1;40;1;"317160108";"11";1;173;177
"31716081131";3;"1";1;2;"";;900;1;"";1;1;"";5;"";1;"";130;1;1;1;1;30;5;"";1;3000;2;;1;300;2;;"";2;;2;;2;;2;;2;;"";1;5;11;2;1;2;;1;20;2;"317160108";"11";1;173;177
"31716081241";3;"1";1;2;"";;2000;1;"";1;1;"";5;"";1;"";80;1;1;1;1;180;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;4;3;2;;1;20;1;"317160108";"11";1;173;177
"31716081361";3;"1";3;5;"";;700;1;"";1;3;"";6;"";1;"";150;1;1;1;1;120;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;19;5;3;2;;1;60;1;"317160108";"11";1;173;177
"31730110131";3;"1";1;2;"";;3000;1;"";1;1;"";6;"";1;"";100;1;1;1;1;140;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;4;3;2;;1;100;1;"317300111";"11";1;185;190
"31730110211";3;"1";3;5;"";;2100;1;"";1;2;"";3;"";1;"";170;1;1;1;1;200;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;30;4;3;2;;1;70;1;"317300111";"11";1;185;190
"31730110291";3;"1";1;2;"";;2000;1;"";1;1;"";6;"";1;"";200;1;1;1;1;120;5;"";1;200;1;500;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;30;3;2;2;;1;20;2;"317300111";"11";1;185;190
"31730110371";3;"1";1;1;"";1100;;1;"";1;2;"";6;"";1;"";120;1;1;1;1;190;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;45;2;1;2;;1;20;1;"317300111";"11";1;185;190
"31730110451";3;"1";1;2;"";;4000;1;"";1;3;"";6;"";1;"";100;1;1;1;1;200;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;45;7;6;2;;1;50;1;"317300111";"11";1;185;190
"31730110531";3;"1";3;5;"";;1392;1;"";1;3;"";6;"";1;"";150;1;1;1;1;120;5;"";1;1000;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;4;3;2;;1;25;2;"317300111";"11";1;185;190
"31730110611";3;"1";1;1;"";1392;;1;"";1;2;"";6;"";1;"";220;1;1;1;1;130;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;2;1;2;;1;30;2;"317300111";"11";1;185;190
"31730110691";3;"1";1;2;"";;800;1;"";1;3;"";6;"";1;"";50;1;1;1;1;120;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;3;2;2;;1;60;1;"317300111";"11";1;185;190
"31730110851";3;"1";1;2;"";;700;1;"";1;1;"";6;"";1;"";130;1;1;1;1;300;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;5;4;2;;1;50;1;"317300111";"11";1;185;190
"31730110931";3;"1";1;5;"";;500;2;"";1;1;"";6;"";1;"";40;1;1;1;1;40;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;3;1;2;;1;50;2;"317300111";"11";1;185;190
"31734050031";3;"1";1;2;"";;300;2;"";1;2;"";5;"";3;"";100;1;1;1;1;250;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;60;6;6;2;;1;25;2;"317340105";"11";1;174;178
"31734050131";3;"1";1;2;"";;2000;1;"";1;2;"";6;"";3;"";100;1;1;1;1;300;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;56;3;3;2;;1;50;1;"317340105";"11";1;174;178
"31734050231";3;"1";1;1;"";1138;;1;"";1;1;"";6;"";1;"";70;1;1;1;1;82;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;12;2;1;2;;1;280;2;"317340105";"11";1;174;178
"31734050331";3;"1";1;2;"";;300;2;"";1;2;"";6;"";1;"";40;1;1;1;1;150;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;7;4;2;;1;25;2;"317340105";"11";1;174;178
"31734050431";3;"1";1;6;"";;1400;1;"";1;1;"";5;"";2;"";30;1;1;1;1;85;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;4;2;2;;1;30;2;"317340105";"11";1;174;178
"31734050631";3;"1";1;2;"";;2100;2;"";1;2;"";5;"";1;"";50;1;1;1;1;100;6;"";1;1400;2;;2;;2;;"";2;;2;;2;;1;700;2;;"";1;4;23;5;3;2;;1;40;1;"317340105";"11";1;174;178
"31734050731";3;"1";1;2;"";;2400;2;"";1;1;"";6;"";1;"";42;1;1;1;1;120;5;"";1;400;1;300;1;300;1;100;"JARDINERIA";2;;2;;2;;2;;1;300;"CARPINTERIA";1;5;23;6;4;2;;1;45;1;"317340105";"11";1;174;178
"31734050831";3;"1";1;2;"";;1000;2;"";1;1;"";5;"";1;"";30;1;1;1;1;50;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;20;2;1;2;;1;30;2;"317340105";"11";1;174;178
"31734050931";3;"1";1;6;"";;2100;1;"";1;2;"";6;"";1;"";180;1;1;1;1;230;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;7;4;2;;1;120;1;"317340105";"11";1;174;178
"31734051031";3;"1";1;5;"";;2100;1;"";1;1;"";5;"";1;"";80;1;1;1;1;150;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;9;2;1;2;;1;100;1;"317340105";"11";1;174;178
"31734051131";3;"1";3;2;"";;2100;1;"";1;3;"";6;"";1;"";50;1;1;1;1;150;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;3;2;2;;1;30;2;"317340105";"11";1;174;178
"31738090051";3;"1";1;2;"";;4000;3;"";1;1;"";3;"";1;"";60;1;1;1;1;75;6;"";2;;2;;2;;2;;"";2;;1;500;2;;1;300;2;;"";1;5;12;5;3;2;;1;150;2;"317380109";"11";1;147;151
"31738090111";3;"1";1;5;"";;350;2;"";1;2;"";6;"";2;"";20;1;1;1;1;45;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;6;1;0;2;;1;30;2;"317380109";"11";1;147;151
"31738090171";3;"1";1;2;"";;2000;1;"";1;2;"";6;"";2;"";80;1;1;1;1;130;6;"";1;1000;2;;2;;2;;"";2;;1;500;2;;2;;2;;"";1;5;60;3;3;2;;1;300;1;"317380109";"11";1;147;151
"31738090231";3;"1";3;1;"";1000;;1;"";1;3;"";4;"";1;"";60;1;1;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;4;4;2;;1;60;2;"317380109";"11";1;147;151
"31738090291";3;"1";1;2;"";;600;1;"";1;3;"";6;"";1;"";100;1;1;1;1;100;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;50;3;3;2;;1;20;2;"317380109";"11";1;147;151
"31738090351";3;"1";1;1;"";2000;;1;"";1;3;"";6;"";1;"";200;1;1;1;1;2100;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;60;5;3;2;;1;100;1;"317380109";"11";1;147;151
"31738090471";3;"1";1;2;"";;600;2;"";1;1;"";6;"";2;"";135;1;1;1;1;155;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;5;3;2;;1;50;2;"317380109";"11";1;147;151
"31738090531";3;"1";3;2;"";;1400;1;"";1;3;"";5;"";1;"";12;1;1;1;1;80;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;5;8;3;2;2;;1;25;2;"317380109";"11";1;147;151
"31738090591";3;"1";4;6;"";;500;2;"";1;1;"";5;"";2;"";80;1;1;2;1;80;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;1;1;2;;2;;2;"317380109";"11";1;147;151
"31738090651";3;"1";4;2;"";;1100;1;"";1;1;"";5;"";2;"";50;1;1;2;1;170;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;2;1;2;;2;;1;"317380109";"11";1;147;151
"31757020021";3;"1";1;1;"";400;;2;"";1;1;"";5;"";1;"";15;1;1;2;1;70;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;2;2;2;;2;;2;"317570102";"12";1;74;76
"31757020051";3;"1";1;6;"";;400;2;"";1;1;"";7;"";1;"";49;1;1;2;1;55;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;1;0;2;;2;;2;"317570102";"12";1;74;76
"31757020081";3;"1";1;2;"";;300;1;"";1;1;"";5;"";1;"";45;1;1;1;1;87;6;"";1;300;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;3;2;2;;2;;2;"317570102";"12";1;74;76
"31757020111";3;"1";1;6;"";;340;1;"";1;1;"";5;"";1;"";45;1;1;1;1;132;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;3;2;2;;1;20;2;"317570102";"12";1;74;76
"31757020141";3;"1";4;1;"";350;;1;"";1;1;"";5;"";1;"";60;1;1;1;1;115;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;4;3;2;;1;20;2;"317570102";"12";1;74;76
"31757020201";3;"1";4;2;"";;450;2;"";1;1;"";1;"";1;"";20;1;1;2;1;40;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;27;2;2;2;;2;;2;"317570102";"12";1;74;76
"31757020231";3;"1";4;6;"";;300;2;"";1;1;"";5;"";1;"";20;2;;2;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;30;1;0;2;;2;;2;"317570102";"12";1;74;76
"31757020261";3;"1";1;5;"";;300;1;"";1;1;"";5;"";1;"";13;1;1;2;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;22;1;0;2;;2;;2;"317570102";"12";1;74;76
"31757020291";3;"1";4;1;"";250;;2;"";2;1;"";5;"";1;"";15;1;1;1;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;2;1;2;;2;;2;"317570102";"12";1;74;76
"31757020321";3;"1";4;1;"";300;;1;"";1;1;"";5;"";1;"";15;1;1;2;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;1;0;2;;2;;2;"317570102";"12";1;74;76
"31757020351";3;"1";1;2;"";;600;2;"";1;1;"";5;"";1;"";35;1;1;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;23;1;1;1;2;2;;1;"317570102";"12";1;74;76
"31781030021";3;"1";1;5;"";;1000;1;"";1;1;"";5;"";1;"";105;1;1;1;1;130;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;4;2;1;1;1;20;1;"317810103";"12";1;99;102
"31781030081";3;"1";4;1;"";200;;1;"";1;3;"";6;"";2;"";35;1;1;2;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;1;0;2;;2;;2;"317810103";"12";1;99;102
"31781030141";3;"1";1;2;"";;1500;1;"";1;1;"";5;"";1;"";90;1;1;1;1;140;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;4;3;2;;1;23;1;"317810103";"12";1;99;102
"31781030201";3;"1";4;1;"";250;;1;"";1;1;"";6;"";1;"";15;1;1;2;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;23;1;0;2;;2;;2;"317810103";"12";1;99;102
"31781030261";3;"1";1;2;"";;700;2;"";1;1;"";5;"";1;"";120;1;1;1;1;150;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;23;4;2;1;1;1;30;2;"317810103";"12";1;99;102
"31781030321";3;"1";4;1;"";600;;1;"";1;1;"";5;"";1;"";35;1;1;1;1;60;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;2;1;2;;1;20;1;"317810103";"12";1;99;102
"31781030381";3;"1";1;2;"";;200;1;"";1;1;"";5;"";2;"";45;1;1;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;13;2;1;2;;1;40;2;"317810103";"12";1;99;102
"31781030441";3;"1";4;1;"";800;;1;"";1;1;"";5;"";2;"";80;1;1;2;1;100;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;1;1;2;;2;;2;"317810103";"12";1;99;102
"31781030501";3;"1";4;1;"";380;;1;"";1;2;"";6;"";1;"";90;1;1;2;1;90;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;1;0;2;;2;;2;"317810103";"12";1;99;102
"31781030561";3;"1";4;5;"";;400;1;"";1;1;"";5;"";2;"";160;1;1;1;1;70;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;3;1;2;;2;;2;"317810103";"12";1;99;102
"31781030621";3;"1";4;1;"";350;;1;"";1;1;"";5;"";2;"";20;1;1;2;1;20;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;1;1;2;;2;;2;"317810103";"12";1;99;102
"31781030681";3;"1";3;2;"";;1300;1;"";1;2;"";6;"";1;"";65;1;1;1;1;150;5;"";1;200;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;28;5;3;2;;1;20;2;"317810103";"12";1;99;102
"31813060111";3;"1";1;2;"";;600;1;"";1;2;"";5;"";1;"";50;1;1;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;5;4;2;;1;30;2;"318130106";"11";1;189;194
"31813060201";3;"1";4;1;"";20;;1;"";1;1;"";1;"";2;"";10;1;1;2;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;;1;0;2;;2;;2;"318130106";"11";1;189;194
"31813060291";3;"1";4;1;"";250;;1;"";2;1;"";5;"";2;"";50;1;1;2;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;23;2;1;2;;2;;1;"318130106";"11";1;189;194
"31813060381";3;"1";1;2;"";;300;1;"";1;3;"";5;"";1;"";100;1;1;1;1;120;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;4;2;2;;1;22;2;"318130106";"11";1;189;194
"31813060561";3;"1";1;2;"";;300;1;"";1;1;"";5;"";1;"";49;1;1;1;1;80;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;3;2;2;;1;25;1;"318130106";"11";1;189;194
"31813060651";3;"1";4;1;"";400;;1;"";2;1;"";5;"";2;"";20;2;;2;2;;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;11;2;1;2;;2;;2;"318130106";"11";1;189;194
"31813060741";3;"1";4;1;"";200;;2;"";1;3;"";5;"";2;"";20;1;1;2;1;20;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;23;1;0;2;;2;;2;"318130106";"11";1;189;194
"31813060831";3;"1";4;2;"";;100;1;"";1;1;"";6;"";2;"";15;1;1;1;1;25;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;;1;0;2;;2;;2;"318130106";"11";1;189;194
"31813060921";3;"1";1;2;"";;1500;1;"";1;1;"";5;"";1;"";25;1;1;1;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;3;2;2;;1;20;2;"318130106";"11";1;189;194
"31813061011";3;"1";4;1;"";180;;2;"";1;1;"";5;"";2;"";25;1;1;1;1;50;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;2;1;2;;2;;2;"318130106";"11";1;189;194
"31838100021";3;"1";1;2;"";;700;1;"";1;3;"";6;"";1;"";25;1;1;1;1;160;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;4;4;2;;1;35;2;"318380110";"12";1;190;195
"31838100181";3;"1";4;5;"";;200;1;"";1;1;"";6;"";1;"";25;1;1;2;1;30;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;22;1;0;2;;2;;2;"318380110";"12";1;190;195
"31838100261";3;"1";1;6;"";;700;1;"";1;1;"";5;"";2;"";23;2;;1;1;44;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;3;2;2;;2;;2;"318380110";"12";1;190;195
"31838100341";3;"1";3;2;"";;300;1;"";1;3;"";5;"";1;"";17;1;1;1;1;120;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;45;4;3;1;1;1;20;2;"318380110";"12";1;190;195
"31838100421";3;"1";3;2;"";;700;1;"";1;3;"";6;"";1;"";22;1;1;1;1;200;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;1;3500;"COLOCO PUERTA DE CALLE";1;4;23;4;3;2;;1;20;2;"318380110";"12";1;190;195
"31838100501";3;"1";4;5;"";;300;2;"";1;1;"";5;"";1;"";30;1;1;2;1;150;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;1;23;2;1;1;1;2;;2;"318380110";"12";1;190;195
"31838100581";3;"1";3;2;"";;300;1;"";1;1;"";5;"";1;"";25;1;1;1;1;180;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;3;2;2;;2;;1;"318380110";"12";1;190;195
"31838100661";3;"1";4;6;"";;180;1;"";2;1;"";5;"";1;"";8;2;;2;1;10;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;8;;1;0;2;;2;;2;"318380110";"12";1;190;195
"31838100741";3;"1";1;5;"";;200;1;"";1;1;"";5;"";1;"";21;2;;1;1;45;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;2;2;2;;2;;2;"318380110";"12";1;190;195
"31838100821";3;"1";1;1;"";150;;2;"";1;1;"";5;"";3;"";10;2;;1;1;17;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;1;1;2;;2;;2;"318380110";"12";1;190;195
"31838100901";3;"1";1;6;"";;1200;1;"";1;1;"";5;"";1;"";13;1;1;1;1;15;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;22;3;2;2;;1;40;1;"318380110";"12";1;190;195
"31839110071";3;"1";4;1;"";400;;1;"";1;2;"";5;"";1;"";30;1;1;1;1;70;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";2;4;23;2;2;1;1;2;;2;"318390111";"11";1;193;198
"31839110161";3;"1";1;2;"";;700;1;"";1;1;"";6;"";1;"";30;1;1;1;1;100;6;"";1;100;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;45;3;2;1;1;1;40;1;"318390111";"11";1;193;198
"31839110251";3;"1";1;2;"";;1000;1;"";1;2;"";6;"";1;"";22;1;1;1;1;300;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;69;8;4;1;1;1;20;1;"318390111";"11";1;193;198
"31839110341";3;"1";1;2;"";;500;1;"";1;2;"";6;"";1;"";30;1;1;1;1;100;6;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;23;4;3;2;;1;20;1;"318390111";"11";1;193;198
"31839110431";3;"1";1;2;"";;200;1;"";1;1;"";5;"";1;"";40;1;1;1;1;80;5;"";2;;2;;2;;2;;"";2;;2;;2;;2;;2;;"";1;4;25;6;4;1;2;2;;2;"318390111";"11";1;193;198
