folio;upm;s11a_01;s11a_02;s11a_02_1;s11a_03a;s11a_03b;s11a_04a;s11a_04b;s11a_05;s11a_05e;s11a_06;s11a_07;s11a_07e;s11a_08;s11a_08e;s11a_09;s11a_10a;s11a_10b;s11a_11a;s11a_11b;s11a_12;s11a_13a;s11a_13b;s11a_13c;s11a_13d;s11a_13e;s11a_13f;s11a_13g;s11a_13h;s11a_13i;s11a_13j;s11a_13k;s11a_13ke;area;depto;estrato;factor
143510;"623-03363557703-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143521;"623-03363557703-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143522;"623-03363557703-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143523;"623-03363557703-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143553;"623-03363557703-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143554;"623-03363557703-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143555;"623-03363557703-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143563;"623-03363557703-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143564;"623-03363557703-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143565;"623-03363557703-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143600;"413-00476659647-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
143602;"413-00476659647-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
143604;"413-00476659647-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
143612;"413-00476985101-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
143617;"413-00476985101-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
143622;"413-00476985101-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
143636;"833-08624724909-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"13";240
143637;"833-08624724909-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"13";240
143638;"833-08624724909-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"13";240
143647;"614-02974951791-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"14";195
143648;"614-02974951791-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"14";195
143649;"614-02974951791-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"14";195
143733;"722-05544467080-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";355
143737;"722-05544467080-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";355
143742;"722-05544467080-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";355
143747;"613-02980365027-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143748;"613-02980365027-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143749;"613-02980365027-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143763;"262-06133300820-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
143764;"262-06133300820-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
143771;"262-06133300820-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
143785;"722-05544467080-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";355
143786;"722-05544467080-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";355
143787;"722-05544467080-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";355
143793;"722-05544467080-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";355
143797;"722-05544467080-A";1;1;1;70101;"Santa Cruz de la Sierra";1;22;8;"";1;4;"";9;"";2;;;;;1;;;;;;;;;;;;"";1;7;"12";355
143803;"614-02974951791-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"14";195
143805;"614-02974951791-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"14";195
143814;"314-05247009662-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"14";212
143815;"314-05247009662-A";1;1;1;80101;"TRINIDAD";3;7;2;"";1;5;"";5;"";2;;;5000;1;1;0;1000;2000;0;0;0;0;1000;0;0;1000;"VARIOS";1;3;"14";212
143816;"314-05247009662-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"14";212
143827;"751-05770596247-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;7;"21";668
143828;"751-05770596247-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;7;"21";668
143829;"751-05770596247-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;7;"21";668
143852;"441-04176074435-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"21";244
143857;"441-04176074435-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"21";244
143860;"441-04176074435-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"21";244
143873;"441-04176074435-D";1;1;1;40201;"CHALLAPATA";1;12;6;"";2;3;"";11;"";2;;;50;1;2;0;30;15;0;5;0;0;0;0;0;0;"";2;4;"21";244
143878;"441-04176074435-D";1;1;1;40201;"CHALLAPATA";2;1;2;"";1;3;"";7;"";2;;;80;1;1;0;40;10;0;0;0;0;0;0;30;0;"";2;4;"21";244
143880;"441-04176074435-D";1;1;1;40201;"CHALLAPATA";2;1;6;"";1;3;"";11;"";2;;;100;1;1;0;50;25;0;5;20;0;0;0;0;0;"";2;4;"21";244
143892;"441-04176074435-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"21";244
143895;"441-04176074435-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"21";244
143896;"441-04176074435-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"21";244
143906;"441-04176074435-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"21";244
143909;"441-04176074435-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"21";244
143911;"441-04176074435-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"21";244
143923;"442-05100641971-A";1;1;1;30101;"Cochabamba";3;14;2;"";1;4;"";7;"";2;;;200;1;1;0;0;60;0;0;0;0;0;0;100;40;"COMPRA DE JUGUETES Y GOLOSINAS";2;4;"22";235
143924;"442-05100641971-A";1;1;1;40102;"Caracollo";1;12;11;"";1;7;"BICICLETA";11;"";2;;;120;1;1;0;15;0;0;0;0;10;0;0;0;95;"";2;4;"22";235
143925;"442-05100641971-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"22";235
143934;"722-05544467080-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";355
143942;"722-05544467080-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";355
143949;"722-05544467080-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";355
143953;"623-02609172764-A";1;1;1;51501;"VILLAZON";3;7;9;"";3;4;"";10;"UNIDAD EDUCATIVA";2;;;1000;1;2;0;500;0;0;100;100;0;0;0;300;0;"";1;6;"13";163
143957;"623-02609172764-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
143960;"623-02609172764-A";1;1;1;60101;"Tarija";1;16;6;"";1;2;"";11;"";2;;;200;1;1;0;180;0;0;20;0;0;0;0;0;0;"";1;6;"13";163
143962;"442-05100641971-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"22";235
143965;"442-05100641971-A";1;1;1;40102;"Caracollo";2;3;2;"";4;1;"";7;"";2;;;500;1;2;0;200;0;0;0;0;200;0;0;100;0;"";2;4;"22";235
143975;"442-05100641971-A";1;1;1;40101;"Oruro";2;1;2;"";1;3;"";7;"";2;;;40;1;1;0;10;30;0;0;0;0;0;0;0;0;"";2;4;"22";235
144071;"313-05187294487-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"13";213
144072;"313-05187294487-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"13";213
144073;"313-05187294487-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"13";213
144093;"442-05100641971-A";1;2;1;30101;"Cochabamba";2;6;2;"";2;4;"";7;"";2;;;300;1;2;0;100;160;0;40;0;0;0;0;0;0;"";2;4;"22";235
144093;"442-05100641971-A";;;2;30101;"Cochabamba";2;3;2;"";3;4;"";7;"";2;;;400;1;2;0;80;280;0;40;0;0;0;0;0;0;"";2;4;"22";235
144103;"442-05100641971-A";1;1;1;40101;"Oruro";1;12;11;"";2;3;"";11;"";2;;;690;1;2;0;32;48;0;10;0;0;0;0;600;0;"";2;4;"22";235
144109;"442-05100641971-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"22";235
144117;"442-05100641971-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"22";235
144118;"442-05100641971-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"22";235
144119;"442-05100641971-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"22";235
144130;"412-04800292279-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
144135;"412-04800292279-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
144140;"412-04800292279-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
144145;"413-00476367144-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144151;"413-00476367144-A";1;1;1;20101;"La Paz";2;2;2;"";4;4;"";7;"";2;;;1760;1;2;0;600;160;0;0;0;100;0;100;800;0;"";1;4;"13";204
144162;"413-00476659647-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144164;"413-00476659647-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144168;"413-00476659647-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144175;"413-00476985101-A";1;1;1;30101;"COCHABAMBA";2;2;2;"";3;1;"";7;"";2;;;2900;1;1;0;400;200;0;50;0;100;400;0;700;1050;"VARIOS";1;4;"13";204
144179;"413-00476985101-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144183;"413-00476985101-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144189;"413-00476008740-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144191;"413-00476008740-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144196;"413-00476008740-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144205;"412-04800292279-A";1;1;1;20101;"LA PAZ";2;3;2;"";1;4;"";7;"";2;;;300;1;1;0;50;40;0;50;0;10;0;0;150;0;"";1;4;"12";186
144210;"412-04800292279-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
144214;"412-04800292279-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
144219;"413-00476008740-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144225;"413-00476008740-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144231;"413-00476367144-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144236;"413-00476367144-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144241;"413-00476367144-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144246;"413-00476659647-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144248;"413-00476659647-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144249;"413-00476659647-A";1;1;1;20101;"LA PAZ";2;2;1;"";1;1;"";1;"";2;;;;;2;;;;;;;;;;;;"";1;4;"13";204
144260;"413-00476985101-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144261;"413-00476985101-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144264;"413-00476985101-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144271;"413-00476008740-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"13";204
144277;"414-00477420114-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"14";275
144280;"453-04078707623-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"23";173
144281;"453-04078707623-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"23";173
144282;"453-04078707623-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"23";173
144288;"451-03950715961-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"21";244
144292;"451-03950715961-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"21";244
144294;"451-03950715961-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;4;"21";244
144296;"852-08339336275-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;8;"22";238
144297;"852-08339336275-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;8;"22";238
144299;"852-08339336275-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;8;"22";238
144304;"852-08339336275-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;8;"22";238
144305;"852-08339336275-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;8;"22";238
144306;"852-08339336275-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;8;"22";238
144318;"852-08339336275-D";1;1;1;80401;"SANTA ANA DE  YACUMA";4;30;6;"";1;7;"LANCHAS";7;"";2;;;1600;1;1;0;500;100;0;0;1000;0;0;0;0;0;"";2;8;"22";238
144319;"852-08339336275-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;8;"22";238
144320;"852-08339336275-D";1;3;1;80401;"SANTA ANA DEL YACUMA";2;3;2;"";6;7;"LANCHAS";8;"";2;;;500;1;2;0;300;200;0;0;0;0;0;0;0;0;"";2;8;"22";238
144320;"852-08339336275-D";;;2;80401;"SANTA ANA DEL YACUMA";2;3;2;"";6;7;"LANCHAS";8;"";2;;;500;1;2;0;300;200;0;0;0;0;0;0;0;0;"";2;8;"22";238
144320;"852-08339336275-D";;;3;80401;"SANTA ANA DEL YACUMA";2;3;2;"";6;7;"LANCHAS";8;"";2;;;500;1;2;0;300;200;0;0;0;0;0;0;0;0;"";2;8;"22";238
144330;"722-05544467080-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";355
144335;"722-05544467080-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";355
144341;"722-05544467080-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";355
144345;"723-05545089929-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
144348;"241-05279727184-D";1;1;1;21305;"PATACAMAYA";1;4;13;"";1;3;"";11;"";2;;;30;1;1;0;16;14;0;0;0;0;0;0;0;0;"";2;2;"21";801
144350;"241-05279727184-D";1;3;1;21305;"PATACAMAYA";1;7;13;"";2;3;"";11;"";2;;;76;1;2;0;48;28;0;0;0;0;0;0;0;0;"NO ESPECIFICA";2;2;"21";801
144350;"241-05279727184-D";;;2;30101;"COCHABAMBA";3;7;2;"";1;4;"";7;"";2;;;210;1;1;0;48;150;0;10;0;0;0;0;0;0;"NO ESPECIFICA";2;2;"21";801
144350;"241-05279727184-D";;;3;21305;"PATACAMAYA";1;7;13;"";2;3;"";11;"";2;;;100;1;2;0;48;30;0;0;0;0;0;0;0;0;"NO ESPECIFICA";2;2;"21";801
144353;"241-05279727184-D";1;2;1;21305;"PATACAMAYA";1;6;13;"";1;3;"";11;"";2;;;14;1;1;0;0;14;0;0;0;0;0;0;0;0;"";2;2;"21";801
144353;"241-05279727184-D";;;2;21305;"PATACAMAYA";1;6;13;"";1;3;"";11;"";2;;;14;1;1;0;0;14;0;0;0;0;0;0;0;0;"";2;2;"21";801
144363;"713-05194244481-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
144364;"713-05194244481-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
144365;"713-05194244481-A";1;1;1;70901;"SAMAIPATA";2;2;1;"";3;4;"";7;"";2;;;460;1;2;0;320;120;0;20;0;0;0;0;0;0;"NO ESPECIFICA";1;7;"13";473
144380;"942-11634769594-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;9;"22";73
144383;"942-11634769594-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;9;"22";73
144391;"942-11634769594-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;9;"22";73
144402;"942-11634769594-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;9;"22";73
144403;"942-11634769594-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;9;"22";73
144404;"942-11634769594-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;9;"22";73
144415;"942-11634769594-D";1;1;1;90101;"COBIJA";1;3;11;"";3;4;"";7;"";2;;;100;1;1;0;0;100;0;0;0;0;0;0;0;0;"";2;9;"22";73
144419;"942-11634769594-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;9;"22";73
144427;"942-11634769594-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;9;"22";73
144429;"241-05279727184-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;2;"21";801
144430;"241-05279727184-D";1;1;1;21305;"Patacamaya";1;8;13;"";2;3;"";11;"";2;;;70;1;2;0;34;36;0;0;0;0;0;0;0;0;"";2;2;"21";801
144431;"241-05279727184-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;2;"21";801
144439;"942-11634769594-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;9;"22";73
144447;"942-11634769594-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;9;"22";73
144459;"942-11634769594-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;9;"22";73
144462;"713-05194244481-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
144463;"713-05194244481-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
144464;"713-05194244481-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
144477;"241-05279727184-D";1;1;1;21305;"PATACAMAYA";1;5;13;"";2;3;"";11;"";2;;;60;1;2;0;20;40;0;0;0;0;0;0;0;0;"";2;2;"21";801
144481;"241-05279727184-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;2;"21";801
144485;"241-05279727184-D";1;1;1;20105;"EL ALTO";2;1;13;"";1;3;"";7;"";2;;;50;1;1;0;0;40;10;0;0;0;0;0;0;0;"";2;2;"21";801
144488;"241-05279727184-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;2;"21";801
144489;"241-05279727184-D";1;3;1;20101;"La Paz";2;2;2;"";1;3;"";8;"";2;;;230;1;1;0;50;50;0;20;0;0;0;0;0;110;"";2;2;"21";801
144489;"241-05279727184-D";;;2;20101;"La Paz";2;2;11;"";1;3;"";8;"";2;;;240;1;1;0;70;50;0;20;0;0;0;0;0;100;"";2;2;"21";801
144489;"241-05279727184-D";;;3;20101;"CIUDAD DE LA PAZ";2;3;11;"";1;3;"";8;"";2;;;290;1;1;0;80;60;0;30;0;0;0;0;0;120;"";2;2;"21";801
144494;"241-05279727184-D";1;1;1;21305;"Patacamaya";1;5;11;"";1;7;"BUS";11;"";2;;;136;1;1;0;20;16;0;0;0;0;0;0;0;100;"";2;2;"21";801
144497;"251-07210035266-D";1;1;1;20105;"EL ALTO";2;1;3;"";1;3;"";8;"";2;;;250;1;2;0;170;80;0;0;0;0;0;0;0;0;"NO ESPECIFICA";2;2;"21";801
144498;"251-07210035266-D";1;1;1;20105;"EL ALTO";2;2;2;"";1;3;"";7;"";2;;;200;1;1;0;83;45;0;2;0;0;0;0;70;0;"NO ESPECIFICA";2;2;"21";801
144499;"251-07210035266-D";1;1;1;20101;"LA PAZ";2;3;2;"";1;1;"";7;"";2;;;;;1;;;;;;;;;;;;"";2;2;"21";801
144508;"113-00418643971-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;1;"13";182
144509;"113-00418643971-A";1;1;1;70101;"SANTA CRUZ DE LA SIERRA";2;3;1;"";2;5;"";1;"";2;;;3050;1;1;1050;250;700;0;20;0;0;0;30;1000;0;"";1;1;"13";182
144510;"113-00418643971-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;1;"13";182
144522;"852-08339336275-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;8;"22";238
144523;"852-08339336275-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;8;"22";238
144524;"852-08339336275-D";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";2;8;"22";238
144538;"212-00626211685-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
144540;"212-00626211685-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
144542;"212-00626211685-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
144553;"212-00627692399-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
144554;"212-00627692399-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
144555;"212-00627692399-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
144571;"212-00628408864-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
144573;"212-00628408864-A";1;1;1;22001;"CARANAVI";2;3;1;"";1;3;"";1;"";2;;;500;1;1;0;150;0;100;50;0;0;200;0;0;0;"";1;2;"12";202
144575;"212-00628408864-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
144805;"214-00629151110-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";258
144806;"214-00629151110-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";258
144807;"214-00629151110-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"14";258
144812;"213-00628024561-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";277
144818;"213-00628024561-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";277
144821;"213-00628024561-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";277
144825;"263-06075789961-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";277
144830;"263-06075789961-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";277
144835;"263-06075789961-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";277
144842;"263-06075789961-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";277
144845;"263-06075789961-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";277
144853;"263-06075789961-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";277
144991;"713-05250076247-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"13";473
144996;"833-08624724909-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"13";240
145002;"833-08624724909-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"13";240
145007;"833-08624724909-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"13";240
145010;"833-08624724909-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"13";240
145011;"833-08624724909-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"13";240
145012;"833-08624724909-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"13";240
145028;"263-06075789961-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";277
145029;"263-06075789961-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";277
145030;"263-06075789961-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"13";277
