folio;upm;s11a_01;s11a_02;s11a_02_1;s11a_03a;s11a_03b;s11a_04a;s11a_04b;s11a_05;s11a_05e;s11a_06;s11a_07;s11a_07e;s11a_08;s11a_08e;s11a_09;s11a_10a;s11a_10b;s11a_11a;s11a_11b;s11a_12;s11a_13a;s11a_13b;s11a_13c;s11a_13d;s11a_13e;s11a_13f;s11a_13g;s11a_13h;s11a_13i;s11a_13j;s11a_13k;s11a_13ke;area;depto;estrato;factor
123076;"712-05179609678-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";415
123091;"712-05182841648-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";415
123092;"712-05182841648-A";1;1;1;31001;"SACABA";3;7;1;"";4;4;"";7;"";2;;;1200;1;2;0;600;200;0;0;0;300;0;0;100;0;"";1;7;"12";415
123093;"712-05182841648-A";1;1;1;70801;"VALEGRANDE";2;2;8;"";1;3;"";3;"";2;;;500;1;1;100;100;100;0;0;0;200;0;0;0;0;"";1;7;"12";415
123099;"613-02970855240-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
123105;"613-02970855240-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
123107;"613-02970855240-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
123119;"814-00755572059-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"14";280
123120;"814-00755572059-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"14";280
123121;"814-00755572059-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"14";280
123130;"262-06110351461-A";1;1;1;70101;"Santa Cruz de la Sierra";3;14;2;"";3;4;"";5;"";2;;;3000;1;2;0;1500;900;0;100;0;500;0;0;0;0;"";1;2;"12";220
123131;"262-06110351461-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";220
123132;"262-06110351461-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";220
123146;"513-03788027124-A";1;1;1;60101;"TARIJA";2;3;4;"";1;4;"";3;"";2;;;620;1;1;90;100;120;0;20;0;50;30;60;0;150;"";1;5;"13";284
123153;"613-02963484136-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
123155;"613-02963484136-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
123165;"613-02963484136-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
123177;"262-06070985437-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";269
123178;"262-06070985437-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";269
123179;"262-06070985437-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";269
123188;"712-05199200206-A";1;1;1;30301;"Independencia";2;2;2;"";1;4;"";7;"";2;;;500;1;1;0;140;100;0;20;0;40;200;0;0;0;"";1;7;"12";311
123200;"312-05187509124-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
123206;"312-05187509124-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
123211;"813-00755439538-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"13";240
123216;"813-00755439538-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"13";240
123224;"813-00755439538-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"13";240
123229;"912-12104183827-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"12";68
123235;"912-12104183827-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"12";68
123243;"912-12104183827-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"12";68
123261;"912-12104183827-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"12";68
123266;"912-12104183827-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"12";68
123270;"912-12104183827-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"12";68
123277;"912-12104183827-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"12";68
123281;"912-12104183827-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"12";68
123286;"912-12104183827-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"12";68
123293;"913-12116257858-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"13";77
123297;"913-12116257858-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"13";77
123299;"913-12116257858-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"13";77
123312;"261-06126983584-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"11";160
123313;"261-06126983584-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"11";160
123318;"261-06126983584-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"11";160
123355;"612-02982796149-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"12";139
123358;"612-02982796149-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"12";139
123362;"262-06110351461-A";1;1;1;20102;"Mallasa";1;2;1;"";3;3;"";11;"";2;;;110;1;2;0;45;30;0;20;0;15;0;0;0;0;"";1;2;"12";220
123371;"262-06110351461-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";220
123382;"261-06126983584-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"11";160
123383;"261-06126983584-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"11";160
123384;"261-06126983584-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"11";160
123399;"711-05270863656-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"11";371
123404;"913-12116257858-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"13";77
123405;"913-12116257858-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"13";77
123406;"913-12116257858-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"13";77
123416;"612-02985330824-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"12";139
123417;"612-02985330824-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"12";139
123418;"612-02985330824-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"12";139
123456;"712-05199200206-A";1;2;1;70704;"CUEVO";2;2;1;"";3;3;"";10;"AUTO PRIVADO";2;;;800;1;1;0;400;200;0;50;50;50;0;0;0;50;"COCA,CIGARRO";1;7;"12";311
123456;"712-05199200206-A";;;2;30901;"QUILLACOLLO";2;3;10;"";2;4;"";3;"";2;;;2000;1;2;500;500;600;0;100;0;0;300;0;0;0;"";1;7;"12";311
123460;"712-05199200206-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";311
123465;"712-05199200206-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";311
123470;"712-05205263311-A";1;1;1;30901;"QUILLACOLLO";2;2;10;"";3;4;"";7;"";2;;;1000;1;2;0;800;200;0;0;0;0;0;0;0;0;"";1;7;"12";415
123471;"712-05205263311-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";415
123472;"712-05205263311-A";1;1;1;70101;"SAN RAFAEL";2;2;1;"";3;1;"";7;"";2;;;350;1;2;0;200;150;0;0;0;0;0;0;0;0;"NO ESPECIFICA";1;7;"12";415
123485;"711-05270863656-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"11";371
123493;"711-05270863656-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"11";371
123494;"711-05270863656-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"11";371
123516;"612-02982796149-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"12";139
123521;"612-02982796149-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"12";139
123522;"612-02982796149-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"12";139
123545;"613-02963484136-A";1;1;1;60501;"Corana Sur";1;8;1;"";2;1;"";11;"";2;;;370;1;2;0;270;80;0;20;0;0;0;0;0;0;"NO ESPECIFICA";1;6;"13";163
123551;"613-02963484136-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
123555;"613-02963484136-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;6;"13";163
123563;"312-05187509124-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
123569;"312-05187509124-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
123571;"312-05187509124-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
123609;"913-12116257858-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"13";77
123610;"913-12116257858-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"13";77
123611;"913-12116257858-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"13";77
123631;"112-04190061049-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;1;"12";139
123636;"112-04190061049-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;1;"12";139
123638;"112-04190061049-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;1;"12";139
123737;"261-06110421541-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"11";175
123740;"261-06110421541-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"11";175
123745;"712-05179609678-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";415
123752;"712-05179609678-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";415
123755;"712-05182841648-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";415
123800;"711-05282460900-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"11";371
123801;"711-05282460900-A";1;2;1;70103;"PORONGO";2;3;4;"";4;2;"";6;"";2;;;250;1;2;0;250;0;0;0;0;0;0;0;0;0;"";1;7;"11";371
123801;"711-05282460900-A";;;2;70102;"COTOCA";1;8;1;"";4;2;"";11;"";2;;;140;1;2;0;100;40;0;0;0;0;0;0;0;0;"";1;7;"11";371
123805;"711-05282460900-A";1;2;1;80802;"Baures";3;7;2;"";2;4;"";7;"";2;;;1500;1;2;0;500;1000;0;0;0;0;0;0;0;0;"";1;7;"11";371
123805;"711-05282460900-A";;;2;70404;"YAPACANI";2;7;2;"";6;3;"";7;"";2;;;400;1;2;0;250;150;0;0;0;0;0;0;0;0;"";1;7;"11";371
123816;"711-05282460900-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"11";371
123823;"711-05282460900-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"11";371
123830;"711-05282460900-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"11";371
123866;"814-00755572059-A";1;1;1;70101;"SANTA CRUZ DE LA SIERRA";2;4;6;"";2;4;"";2;"";2;;;4150;1;2;500;500;400;0;50;2700;0;0;0;0;0;"";1;8;"14";280
123867;"814-00755572059-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"14";280
123868;"814-00755572059-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"14";280
123882;"811-07309929937-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"11";191
123883;"811-07309929937-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"11";191
123884;"811-07309929937-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"11";191
123918;"261-06126983584-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"11";160
123923;"261-06126983584-A";1;1;1;20105;"Viacha";2;2;8;"";2;3;"";7;"";2;;;200;1;1;0;40;40;0;20;0;0;0;0;0;100;"";1;2;"11";160
123929;"814-00755572059-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"14";280
123930;"814-00755572059-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"14";280
123931;"814-00755572059-A";1;1;1;30101;"Cochabamba";3;7;10;"";3;1;"";7;"";2;;;3000;1;1;0;1500;200;0;0;0;0;0;0;300;1000;"VARIOS";1;8;"14";280
123944;"911-01215148000-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
123950;"911-01215148000-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
123955;"911-01215148000-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
123961;"911-01215148000-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
123964;"911-01215148000-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
123968;"911-01215148000-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
123973;"312-05187509124-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
123979;"312-05187509124-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
123988;"911-01215148000-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
123992;"911-01215148000-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
123995;"911-01215148000-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
124004;"913-12116257858-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"13";77
124008;"913-12116257858-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"13";77
124009;"913-12116257858-A";1;1;1;70101;"Santa Cruz de la Sierra";2;5;4;"";1;5;"";7;"";2;;;1500;1;1;0;500;100;200;100;100;100;100;100;100;100;"";1;9;"13";77
124012;"814-00755572059-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"14";280
124013;"814-00755572059-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"14";280
124014;"814-00755572059-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"14";280
124042;"911-01212454933-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
124043;"911-01212454933-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
124044;"911-01212454933-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
124057;"911-01215148000-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
124063;"911-01215148000-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
124067;"911-01215148000-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"11";83
124072;"811-07309929937-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"11";191
124073;"811-07309929937-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"11";191
124074;"811-07309929937-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;8;"11";191
124087;"712-05174314074-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";452
124164;"912-12104183827-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"12";68
124171;"912-12104183827-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"12";68
124174;"912-12104183827-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;9;"12";68
124184;"513-03788027124-A";1;1;1;70101;"Santa Cruz de la Sierra";3;14;2;"";3;4;"";7;"";2;;;3000;1;2;0;1000;200;0;200;0;100;0;0;1000;500;"";1;5;"13";284
124188;"513-03788027124-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"13";284
124326;"712-05199200206-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";311
124327;"712-05199200206-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";311
124328;"712-05199200206-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";311
124329;"712-05199200206-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;7;"12";311
124350;"514-00377845711-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"14";406
124355;"512-00376840149-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"12";260
124362;"512-00376840149-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"12";260
124369;"513-03788027124-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"13";284
124398;"513-03788027124-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"13";284
124405;"513-03788027124-A";1;1;1;60101;"TARIJA";2;2;4;"";1;4;"";3;"";2;;;260;1;1;90;80;80;0;10;0;0;0;0;0;0;"";1;5;"13";284
124410;"514-00377845711-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"14";406
124411;"514-00377845711-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"14";406
124412;"514-00377845711-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"14";406
124425;"512-00376840149-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"12";260
124431;"312-05192638431-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
124435;"312-05192638431-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"12";198
124449;"514-00377845711-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"14";406
124452;"514-00377845711-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"14";406
124460;"412-00480646689-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124461;"412-00480646689-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124476;"412-00480646689-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124478;"412-00480646689-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124480;"412-00480646689-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124487;"412-00480646689-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124497;"112-04190061049-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;1;"12";139
124502;"412-04774493065-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124506;"412-04774493065-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124510;"412-04774493065-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124515;"112-04190061049-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;1;"12";139
124523;"112-04190061049-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;1;"12";139
124533;"262-06097427212-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
124534;"262-06097427212-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
124535;"262-06097427212-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;2;"12";202
124547;"412-00475784816-A";1;1;1;40301;"OPOQUERI";2;3;1;"";5;1;"";8;"";2;;;350;1;2;0;150;50;0;0;0;0;0;0;100;50;"";1;4;"12";202
124553;"412-00475784816-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";202
124554;"412-00475784816-A";1;1;1;30101;"COCHABAMBA";3;7;2;"";2;4;"";7;"";2;;;400;1;2;0;100;100;0;0;0;100;0;0;0;100;"JUGUETES PARA EL BEBE";1;4;"12";202
124558;"412-00475784816-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";202
124559;"412-00475784816-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";202
124612;"411-04757232141-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"11";169
124619;"411-04757232141-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"11";169
124624;"411-04757232141-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"11";169
124632;"311-05222956583-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;3;"11";172
124639;"412-00477139456-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124640;"412-00477139456-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124641;"412-00477139456-A";1;1;1;21701;"COPACABANA";3;7;1;"";5;1;"";3;"";2;;;3700;1;2;400;1500;400;1000;0;0;0;0;400;0;0;"";1;4;"12";186
124659;"412-00477139456-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124660;"412-00477139456-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124661;"412-00477139456-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124682;"412-04774493065-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124685;"412-04774493065-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124687;"412-04774493065-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124691;"412-00477139456-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124695;"412-00477139456-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124701;"412-00477139456-A";1;1;1;60101;"TARIJA";2;6;5;"";1;5;"";3;"";1;1500;1;300;1;1;0;100;0;0;30;0;80;0;60;0;30;"";1;4;"12";186
124711;"411-04757232141-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"11";169
124718;"411-04757232141-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"11";169
124722;"411-04757232141-A";1;1;1;40503;"MACHACAMARCA";2;1;1;"";6;1;"";11;"";2;;;400;1;2;0;350;50;0;0;0;0;0;0;0;0;"";1;4;"11";169
124731;"412-00477139456-A";1;1;1;21401;"COROICO";2;3;5;"";1;4;"";1;"";1;1000;1;100;1;1;0;30;0;0;20;0;10;0;10;0;30;"";1;4;"12";186
124732;"412-00477139456-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124733;"412-00477139456-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124793;"412-04774493065-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124803;"412-04774493065-A";1;1;1;30101;"Cochabamba (Parque Acuatico)";2;2;2;"";1;4;"";7;"";2;;;50;1;2;0;10;40;0;0;0;0;0;0;0;0;"";1;4;"12";186
124804;"412-04774493065-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124812;"412-00475784816-A";1;1;1;21701;"COPACABANA";2;3;1;"";3;4;"";1;"";2;;;1225;1;2;300;400;300;0;0;0;75;0;150;0;0;"";1;4;"12";202
124813;"412-00475784816-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";202
124814;"412-00475784816-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";202
124835;"412-04774493065-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124840;"412-04774493065-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124841;"412-04774493065-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"12";186
124851;"411-04757232141-A";1;1;1;30101;"COCHABAMBA";3;7;1;"";7;4;"";8;"";2;;;2000;1;2;0;1100;300;0;50;0;50;0;0;350;150;"DERECHO TERMINAL GASTO  COMBUSTIBLE AUTO PRESTADO";1;4;"11";169
124859;"411-04757232141-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"11";169
124863;"411-04757232141-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;4;"11";169
124871;"513-00377601411-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"13";311
124873;"513-00377601411-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"13";311
124877;"513-00377601411-A";2;;;;"";;;;"";;;"";;"";;;;;;;;;;;;;;;;;;"";1;5;"13";311
