folio;departamento;totper;rcompra;s7_13_01;s7_13_02;s7_13_03;s7_13_04;s7_13_05;s7_13_06;s7_13_07;s7_13_08;s7_13_09;s7_13_10;s7_13_11;s7_13_12;s7_13_13;s7_13_14;s7_13_15;s7_14_01;s7_14_02;s7_14_03;s7_14_04;s7_14_05;s7_14_06;s7_14_07;s7_14_08;s7_14_09;s7_15_01;s7_15_02;s7_15_03;s7_15_04;s7_15_05;s7_15_06;s7_15_07;s7_15_08;s7_15_09;s7_15_10;s7_15_11;s7_15_12;s7_15_13;s7_15_14;s7_15_15;upm;estrato;area;suma_sal;factor_ant;factor
"20053020051";"02";2;1;19;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.33333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"200530502";"22";2;72.33333333333333;257;263
"20053020061";"02";2;2;10;20;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;33.33333333333334;33.33333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"200530502";"22";2;106.6666666666667;257;263
"20053020071";"02";1;1;10;8;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"200530502";"22";2;20;257;263
"20053020091";"02";2;2;18;24;0;0;0;0;20;0;5;0;0;0;0;0;0;0;0;26.66666666666667;33.33333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"200530502";"22";2;127;257;263
"20053020101";"02";1;1;10;30;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;3.333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"200530502";"22";2;72;257;263
"20053020111";"02";4;1;25;0;8;0;0;0;15;0;0;0;0;0;0;0;0;0;83.33333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;"200530502";"22";2;136.3333333333333;257;263
"20053020121";"02";3;2;8;0;20;0;0;0;3;0;0;0;0;0;0;0;0;0;0;16.66666666666667;83.33333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"200530502";"22";2;131;257;263
"20053020141";"02";2;1;0;0;16;0;0;0;0;0;5;0;0;0;0;0;0;0;0;33.33333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"200530502";"22";2;54.33333333333334;257;263
"20053020151";"02";2;1;13;0;8;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;"200530502";"22";2;56;257;263
"20159040021";"02";6;1;50;0;20;0;0;0;30;0;7;0;0;0;0;0;0;0;66.66666666666667;66.66666666666667;66.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;"201590204";"22";2;332.0000000000001;623;638
"20159040061";"02";4;2;6;0;20;0;0;0;10;0;6;0;0;0;0;0;0;0;0;166.6666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"201590204";"22";2;208.6666666666667;623;638
"20159040101";"02";8;2;4;0;40;0;0;0;13;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"201590204";"22";2;64;623;638
"20159040141";"02";4;1;15;0;20;0;0;0;15;0;8;0;0;0;0;0;0;0;0;166.6666666666667;33.33333333333334;0;0;0;11.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"201590204";"22";2;269.6666666666667;623;638
"20159040181";"02";4;1;45;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"201590204";"22";2;65;623;638
"20159040221";"02";5;3;35;8;40;0;0;5;45;;10;0;0;0;0;0;0;0;0;0;0;0;0;8.333333333333334;.6666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"201590204";"22";2;;623;638
"20159040261";"02";4;2;3;3;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"201590204";"22";2;17;623;638
"20159040301";"02";4;2;24;0;60;0;0;0;100;1;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"201590204";"22";2;385;623;638
"20159040341";"02";8;2;24;0;500;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"201590204";"22";2;544;623;638
"20159040381";"02";10;2;28;0;120;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"201590204";"22";2;151;623;638
"20159040421";"02";10;9;4;0;60;0;0;13;21;65;10;0;0;0;0;0;0;0;16.66666666666667;233.3333333333333;80;0;0;8.333333333333334;0;0;0;0;0;0;45.83333333333334;0;0;0;0;0;0;0;0;0;0;"201590204";"22";2;557.1666666666666;623;638
"20159040461";"02";6;1;3;4;20;0;0;0;8;0;0;0;0;0;0;0;0;0;46.66666666666666;6.666666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"201590204";"22";2;88.33333333333333;623;638
"20207030011";"02";1;1;25;0;120;20;20;20;20;0;5;0;0;590;0;0;0;16.66666666666667;33.33333333333334;50;40;6.666666666666667;0;6.666666666666667;8.333333333333334;0;10;0;0;7.5;20.83333333333333;2.5;0;16.66666666666667;0;0;0;33.33333333333334;0;0;0;"202070103";"22";2;1072.5;299;306
"20207030031";"02";3;2;20;30;50;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202070103";"22";2;115;299;306
"20207030051";"02";5;2;10;0;60;0;0;0;0;0;20;0;0;0;0;0;0;0;66.66666666666667;0;30;0;0;0;0;0;0;0;0;0;23.33333333333333;0;0;0;0;0;0;0;0;0;0;"202070103";"22";2;210;299;306
"20207030061";"02";6;1;25;0;50;0;0;0;20;30;24;0;0;0;0;0;0;0;133.3333333333333;166.6666666666667;0;0;0;40;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;0;0;"202070103";"22";2;505.6666666666667;299;306
"20207030081";"02";2;1;3;45;30;0;0;0;3;0;5;0;0;0;0;0;0;0;0;0;60;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;.1666666666666667;0;0;0;0;"202070103";"22";2;147.1666666666667;299;306
"20207030101";"02";5;3;4;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202070103";"22";2;7;299;306
"20207030121";"02";2;1;10;14;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202070103";"22";2;34;299;306
"20207030131";"02";1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.333333333333333;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202070103";"22";2;30;299;306
"20207030151";"02";1;1;5;0;0;0;0;0;10;0;0;0;0;0;0;0;0;3.333333333333333;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202070103";"22";2;35;299;306
"20207030171";"02";9;2;20;0;0;10;0;0;20;30;0;0;0;0;0;0;0;0;100;0;66.66666666666667;0;0;0;0;0;0;0;0;0;12.5;0;0;0;0;0;0;0;0;0;0;"202070103";"22";2;259.1666666666667;299;306
"20207030191";"02";2;1;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;33.33333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202070103";"22";2;53.33333333333334;299;306
"20207030201";"02";5;1;3;0;0;0;0;0;12;0;5;0;0;0;0;0;0;0;73.33333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202070103";"22";2;93.33333333333333;299;306
"20258020011";"02";3;3;3;0;50;0;0;10;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202580102";"22";2;68;213;218
"20258020021";"02";1;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202580102";"22";2;30;213;218
"20258020041";"02";3;1;6;0;30;0;0;0;20;40;0;0;0;0;0;0;0;0;200;66.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202580102";"22";2;362.6666666666667;213;218
"20258020051";"02";1;1;5;0;300;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202580102";"22";2;308;213;218
"20258020061";"02";2;1;10;0;0;0;0;0;3;0;10;0;0;0;0;0;0;2.666666666666667;33.33333333333334;0;0;0;0;31.66666666666667;0;6.666666666666667;0;0;0;0;0;0;0;1.666666666666667;0;0;0;0;0;0;0;"202580102";"22";2;99.00000000000001;213;218
"20258020071";"02";2;1;6;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.33333333333334;33.33333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202580102";"22";2;92.66666666666667;213;218
"20258020091";"02";9;2;8;0;30;0;0;7;50;6;15;0;0;0;0;0;0;0;0;166.6666666666667;100;0;0;0;0;0;0;0;0;0;0;0;0;8.333333333333334;0;0;0;0;0;0;0;"202580102";"22";2;390.9999999999999;213;218
"20258020101";"02";1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.33333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202580102";"22";2;34.33333333333334;213;218
"20258020111";"02";2;1;20;0;0;0;0;1;5;0;0;0;0;0;0;0;0;10;0;30;0;0;3.333333333333333;16.66666666666667;0;0;0;0;0;0;2.083333333333333;0;0;0;0;0;0;0;0;0;0;"202580102";"22";2;88.08333333333333;213;218
"20258020121";"02";5;3;90;0;300;0;0;15;50;0;40;0;80;0;0;0;0;0;0;133.3333333333333;66.66666666666667;0;0;5;0;3.333333333333333;0;0;0;0;0;0;0;3.333333333333333;0;0;0;66.66666666666667;0;0;0;"202580102";"22";2;853.3333333333334;213;218
"20258020141";"02";1;1;14;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.833333333333333;0;0;0;0;0;0;0;0;0;"202580102";"22";2;23.83333333333333;213;218
"20258020151";"02";1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202580102";"22";2;4;213;218
"20264080011";"02";1;1;20;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202640108";"22";2;30;223;228
"20264080021";"02";1;1;6;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202640108";"22";2;106;223;228
"20264080031";"02";2;1;10;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202640108";"22";2;28;223;228
"20264080041";"02";3;2;9;0;15;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.333333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202640108";"22";2;39.33333333333334;223;228
"20264080051";"02";3;1;6;0;30;2;0;0;0;0;5;0;0;0;0;0;0;0;0;66.66666666666667;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.166666666666667;0;0;0;"202640108";"22";2;213.8333333333333;223;228
"20264080061";"02";4;2;10;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202640108";"22";2;30;223;228
"20264080081";"02";3;2;10;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.66666666666667;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202640108";"22";2;243.6666666666667;223;228
"20264080091";"02";2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202640108";"22";2;0;223;228
"20264080101";"02";1;1;6;0;0;0;0;0;10;0;5;0;0;0;0;0;0;0;0;0;23.33333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202640108";"22";2;44.33333333333333;223;228
"20264080111";"02";2;2;10;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;0;0;0;0;0;41.66666666666666;0;0;0;0;0;0;0;0;0;0;"202640108";"22";2;76.33333333333334;223;228
"20264080121";"02";1;1;8;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202640108";"22";2;13;223;228
"20264080131";"02";2;1;10;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202640108";"22";2;66.66666666666667;223;228
"20288050011";"02";2;2;21;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;16.66666666666667;16.66666666666667;16.66666666666667;0;0;0;0;5;0;0;0;0;2.5;0;0;0;0;0;0;0;0;0;"202880405";"22";2;86.50000000000001;270;277
"20288050041";"02";1;1;10;0;60;0;0;0;5;0;0;0;0;0;0;0;0;0;0;33.33333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4.166666666666667;0;0;0;"202880405";"22";2;117.5;270;277
"20288050061";"02";1;1;14;0;120;90;20;15;10;0;40;0;0;0;0;0;0;0;0;0;266.6666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202880405";"22";2;575.6666666666667;270;277
"20288050091";"02";1;1;0;0;200;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.66666666666666;41.66666666666666;50;0;0;0;0;0;0;0;0;0;0;0;0;"202880405";"22";2;348.3333333333334;270;277
"20288050121";"02";1;1;20;0;300;100;0;20;20;0;5;0;0;100;0;0;0;0;0;0;100;0;0;33.33333333333334;0;0;0;0;0;0;0;0;4.166666666666667;0;0;0;0;8.333333333333334;0;0;0;"202880405";"22";2;710.8333333333334;270;277
"20288050141";"02";4;2;10;0;60;0;0;10;20;0;20;0;5;0;0;0;0;0;50;50;26.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.166666666666667;16.66666666666667;0;0;0;"202880405";"22";2;272.5;270;277
"20288050171";"02";1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.33333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202880405";"22";2;29.33333333333333;270;277
"20288050201";"02";4;2;20;0;0;0;0;0;20;0;10;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;3.333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202880405";"22";2;70;270;277
"20288050221";"02";2;2;18;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202880405";"22";2;33;270;277
"20288050251";"02";3;2;12;50;20;0;0;10;20;10;10;0;0;0;0;0;0;0;0;33.33333333333334;66.66666666666667;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202880405";"22";2;237;270;277
"20288050281";"02";5;2;24;0;30;0;0;0;5;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202880405";"22";2;69;270;277
"20288050301";"02";5;2;30;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;133.3333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202880405";"22";2;168.3333333333333;270;277
"20289060011";"02";2;1;62;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.083333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202890406";"22";2;68.08333333333333;340;348
"20289060031";"02";1;1;24;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202890406";"22";2;54;340;348
"20289060051";"02";3;1;15;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202890406";"22";2;20;340;348
"20289060061";"02";2;1;24;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202890406";"22";2;29;340;348
"20289060081";"02";2;2;20;20;24;0;0;0;20;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;3.333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202890406";"22";2;137.3333333333333;340;348
"20289060101";"02";5;2;30;40;40;0;0;0;25;20;10;0;0;0;0;0;0;0;0;20;26.66666666666667;0;0;0;6.666666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202890406";"22";2;218.3333333333333;340;348
"20289060121";"02";1;1;15;0;20;0;0;0;12;0;0;0;0;0;0;0;0;0;0;26.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202890406";"22";2;73.66666666666667;340;348
"20289060131";"02";2;1;25;20;20;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;33.33333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202890406";"22";2;108.3333333333333;340;348
"20289060151";"02";1;1;10;0;100;0;0;0;15;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202890406";"22";2;135;340;348
"20289060171";"02";1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202890406";"22";2;5;340;348
"20289060191";"02";9;1;10;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202890406";"22";2;70;340;348
"20289060201";"02";2;2;15;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"202890406";"22";2;45;340;348
"20379060021";"02";3;3;25;0;26;12;0;3;25;8;7;0;0;0;0;0;0;10;0;86.66666666666667;43.33333333333334;0;0;0;133.3333333333333;0;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;"203790406";"22";2;396.0000000000001;156;160
"20379060041";"02";3;1;2;0;100;10;0;0;30;0;5;0;0;0;0;0;0;0;66.66666666666667;10;0;0;0;0;33.33333333333334;0;0;0;0;0;22.5;0;0;10.83333333333333;0;0;0;0;0;0;0;"203790406";"22";2;290.3333333333333;156;160
"20379060061";"02";2;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"203790406";"22";2;4;156;160
"20379060081";"02";2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"203790406";"22";2;0;156;160
"20379060101";"02";2;1;10;0;50;0;0;20;10;0;5;0;0;0;0;0;0;0;0;0;23.33333333333333;16.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"203790406";"22";2;135;156;160
"20379060121";"02";2;1;7;0;26;0;0;0;10;0;0;0;0;0;0;0;0;0;0;93.33333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;.25;0;0;0;25;0;0;0;"203790406";"22";2;161.5833333333333;156;160
"20379060151";"02";2;2;3;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"203790406";"22";2;8;156;160
"20379060171";"02";7;3;2;0;20;0;0;0;0;0;0;0;3;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"203790406";"22";2;75;156;160
"20379060191";"02";2;1;5;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.8333333333333334;0;0;0;"203790406";"22";2;45.83333333333334;156;160
"20379060211";"02";2;2;20;0;20;0;0;0;30;0;7;0;0;0;0;0;0;0;0;43.33333333333334;43.33333333333334;0;0;16.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"203790406";"22";2;180.3333333333333;156;160
"20379060231";"02";1;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"203790406";"22";2;23.66666666666666;156;160
"20379060251";"02";3;2;16;0;30;0;0;3;16;0;20;0;0;0;0;0;0;10;0;33.33333333333334;66.66666666666667;0;0;0;0;0;8.333333333333334;6.666666666666667;0;0;0;0;0;0;0;33.33333333333334;0;0;41.66666666666666;0;0;"203790406";"22";2;285;156;160
"20404010011";"02";3;2;10;0;120;0;0;10;10;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"204040101";"22";2;172;1114;1141
"20404010081";"02";2;2;33;120;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"204040101";"22";2;162;1114;1141
"20404010151";"02";1;1;30;0;0;0;50;40;50;0;10;0;0;0;0;0;86;0;0;0;66.66666666666667;0;0;0;60;0;4.166666666666667;58.33333333333334;0;0;0;83.33333333333333;0;0;66.66666666666667;0;0;58.33333333333334;0;0;0;"204040101";"22";2;663.5;1114;1141
"20404010221";"02";1;1;10;0;240;0;0;0;6;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"204040101";"22";2;772.6666666666666;1114;1141
"20404010291";"02";1;1;10;0;0;0;0;10;15;0;0;0;0;2800;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;41.66666666666666;1250;0;108.3333333333333;0;0;"204040101";"22";2;4419.999999999999;1114;1141
"20404010361";"02";1;1;28;0;0;0;0;0;60;0;16;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"204040101";"22";2;120.6666666666667;1114;1141
"20404010431";"02";2;1;30;400;0;20;200;0;40;0;0;0;80;0;0;0;0;0;0;26.66666666666667;333.3333333333333;0;0;0;13.33333333333333;0;0;0;0;0;37.5;0;0;0;0;0;0;208.3333333333333;0;0;0;"204040101";"22";2;1389.166666666667;1114;1141
"20404010501";"02";5;2;40;0;240;0;0;50;8;30;0;0;200;0;0;0;0;0;0;0;8.333333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"204040101";"22";2;576.3333333333334;1114;1141
"20404010571";"02";4;2;12;0;640;0;0;20;20;21;0;0;35;0;0;0;0;0;0;33.33333333333334;100;0;0;0;833.3333333333334;0;0;0;0;0;0;0;0;0;0;0;0;250;1250;0;0;"204040101";"22";2;3214.666666666667;1114;1141
"20404010641";"02";1;1;20;300;0;0;0;0;50;0;0;0;0;1000;0;0;0;16.66666666666667;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;0;0;0;0;0;333.3333333333333;11.66666666666667;0;0;0;0;"204040101";"22";2;1748.333333333333;1114;1141
"20404010711";"02";1;1;16;480;200;0;0;0;30;0;0;0;0;2000;0;0;0;33.33333333333334;0;0;133.3333333333333;0;0;0;500;0;25;416.6666666666667;125;0;25;0;0;0;0;75;0;0;0;0;0;"204040101";"22";2;4059.333333333333;1114;1141
"20404010781";"02";6;2;70;160;0;0;0;50;30;120;20;0;70;0;0;0;0;3.333333333333333;233.3333333333333;33.33333333333334;33.33333333333334;0;0;0;0;0;0;0;0;0;166.6666666666667;0;0;0;0;0;0;0;0;0;0;"204040101";"22";2;990.0000000000001;1114;1141
"20465030011";"02";5;1;7;0;20;0;0;0;15;0;0;0;0;0;0;0;0;0;16.66666666666667;66.66666666666667;23.33333333333333;0;11.66666666666667;0;0;0;0;0;0;0;0;2.916666666666667;0;.8333333333333334;0;0;0;0;0;0;0;"204650103";"22";2;164.0833333333333;413;423
"20465030021";"02";5;1;15;0;80;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;"204650103";"22";2;131.6666666666667;413;423
"20465030041";"02";2;2;9;0;0;0;0;8;15;8;7;0;0;0;0;0;0;0;0;60;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;"204650103";"22";2;138.6666666666667;413;423
"20465030051";"02";2;2;10;0;20;0;0;0;10;0;5;0;0;0;0;0;0;0;0;16.66666666666667;33.33333333333334;0;10;0;16.66666666666667;0;0;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;"204650103";"22";2;138.3333333333333;413;423
"20465030071";"02";4;1;6;0;20;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;"204650103";"22";2;50.66666666666667;413;423
"20465030081";"02";7;1;4;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;"204650103";"22";2;27.66666666666667;413;423
"20465030101";"02";4;1;0;0;300;20;0;0;15;0;0;0;0;30;0;0;0;0;0;50;60;0;0;0;0;0;0;0;0;0;12.5;0;0;0;0;0;0;0;0;0;0;"204650103";"22";2;487.5;413;423
"20465030111";"02";4;1;10;0;18;0;0;0;10;15;5;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"204650103";"22";2;74.66666666666667;413;423
"20465030121";"02";1;1;10;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;6.666666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.66666666666667;0;0;0;0;"204650103";"22";2;38.33333333333334;413;423
