folio;upm;s01a_00a;s01a_00b;s01a_00c;s01a_01;totper;s01a_02;s01a_02e;s01a_03;s01a_03e;s01a_04;s01a_05;s01a_06;s01a_06e;s01a_07;s01a_08;s01a_08e;s01a_09;s01a_09e;s01a_10;s01a_10e;s01a_11aa;s01a_11ab;s01a_11b;s01a_12;s01a_13;s01a_14_1;s01a_14_2;s01a_14_3;s01a_15;s01a_16;s01a_17;s01a_18;s01a_19;s01a_20;s01a_21;s01a_21e;s01a_22_1a;s01a_22_1b;s01a_22_2a;s01a_22_2b;s01a_22_3a;s01a_22_3b;s01a_22_4a;s01a_22_4ae;s01a_22_4b;s01a_23_1a;s01a_23_1b;s01a_23_2a;s01a_23_2b;s01a_23_3a;s01a_23_3b;s01a_23_4a;s01a_23_4b;s01a_23_5a;s01a_23_5ae;s01a_23_5b;s01a_24;s01a_25;s01a_25e;s01a_26;s01a_27;s01a_28;s01a_29;s01a_30;s01a_31;area;depto;estrato;factor
113456;"711-05232919521-A";20;10;2016;1;6;2;"";2;"";;600;1;"";1;1;"";6;"";2;"";24;0;7;80;1;1;1;2;2;;1;;1;120;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";50;3;2;2;;2;1;7;"11";371
113545;"613-02974962657-A";20;10;2016;4;1;3;"";;"";250;;1;"";1;1;"";6;"";2;"";24;0;7;30;2;1;1;1;1;1;2;8;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;1;6;"13";163
113547;"613-02974962657-A";21;10;2016;1;1;1;"";4;"";;3000;1;"";1;3;"";6;"";2;"";24;0;7;30;2;1;1;1;1;1;1;;1;50;6;"";2;;1;200;1;150;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;2;2;;2;1;6;"13";163
113549;"262-06102009911-A";20;10;2016;1;1;7;"";;"";;350;2;"";1;1;"";5;"";1;"";24;0;7;10;1;1;1;1;1;1;1;;1;25;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;1;2;;2;1;2;"12";202
113550;"262-06102009911-A";21;10;2016;1;1;1;"";4;"";;800;1;"";1;1;"";5;"";1;"";24;0;7;18;1;1;1;1;1;1;1;;1;20;6;"";1;1200;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;4;1;2;;2;1;2;"12";202
113553;"612-02986787497-A";20;10;2016;1;2;1;"";4;"";;400;1;"";1;1;"";5;"";3;"";24;0;7;10;1;1;1;2;3;;2;2;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";28;1;0;2;;2;1;6;"12";139
113554;"612-02986787497-A";20;10;2016;4;5;7;"";;"";;600;1;"";1;1;"";5;"";4;"";;;;25;1;2;1;1;3;;2;2;1;100;3;"";1;800;2;;2;;1;"REPARACION DE DUCHA";80;2;;2;;2;;2;;2;"";;1;3;"";50;2;2;2;;1;1;6;"12";139
113562;"612-02986787497-A";21;10;2016;1;5;1;"";4;"";;200;1;"";1;1;"";5;"";5;"";;;;12;1;2;1;2;3;;1;;1;100;6;"";2;;1;1500;2;;2;"";;1;15000;2;;2;;2;;2;"";;1;3;"";14;2;2;2;;2;1;6;"12";139
113568;"612-02984203902-A";20;10;2016;1;4;1;"";4;"";;300;1;"";2;3;"";5;"";2;"";12;0;4;10;1;1;1;1;1;2;1;;1;20;6;"";2;;2;;2;;2;"";;1;50000;1;6000;2;;2;;2;"";;1;3;"";30;2;1;2;;2;1;6;"12";139
113569;"612-02984203902-A";20;10;2016;1;2;8;"ASENTAMIENTO";;"";;3500;1;"";1;3;"";5;"";1;"";6;0;7;5;1;2;1;1;2;;2;2;1;50;6;"";2;;2;;2;;2;"";;1;20000;2;;2;;2;;2;"";;2;3;"";46;1;0;2;;2;1;6;"12";139
113570;"612-02984203902-A";21;10;2016;1;3;2;"";5;"ASENTAMIENTO";;300;1;"";1;1;"";5;"";12;"SE LLEVA AGUA EN VALDES DE UN BIBERO PUBLICÓ";;;;0;2;2;2;2;2;;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;1;6;"12";139
113582;"612-02986787497-A";21;10;2016;1;4;1;"";4;"";;300;1;"";1;1;"";5;"";3;"";24;0;7;10;2;1;1;1;2;;1;;1;70;2;"";1;200;2;;2;;2;"";;1;30000;2;;2;;2;;2;"";;2;3;"";28;2;1;2;;2;1;6;"12";139
113583;"612-02986787497-A";21;10;2016;4;5;1;"";1;"";;300;5;"";2;1;"";1;"";3;"";7;0;5;12;1;2;1;1;2;;1;;1;200;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";27;2;1;2;;2;1;6;"12";139
113584;"612-02986787497-A";21;10;2016;1;5;1;"";4;"";;200;1;"";1;1;"";5;"";3;"";24;0;7;10;1;1;1;1;1;3;1;;1;45;2;"";2;;1;300;2;;2;"";;1;5000;2;;2;;2;;2;"";;1;3;"";25;3;1;2;;2;1;6;"12";139
113599;"711-05270863656-A";20;10;2016;1;5;7;"";;"";;200;1;"";2;2;"";7;"";2;"";24;0;7;40;1;1;1;2;1;3;2;2;1;130;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;1;7;"11";371
113605;"711-05270863656-A";20;10;2016;1;7;7;"";;"";;800;1;"";2;2;"";7;"";2;"";24;0;7;40;1;1;1;2;2;;2;2;1;150;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;4;3;2;;2;1;7;"11";371
113613;"711-05270863656-A";21;10;2016;2;1;7;"";;"";;200;5;"";2;1;"";1;"";2;"";24;0;7;40;2;1;1;2;2;;2;5;1;50;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;1;7;"11";371
113616;"312-05222076845-A";20;10;2016;4;1;3;"";;"";270;;1;"";1;1;"";6;"";5;"";;;;10;2;2;2;2;2;;2;4;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";11;1;0;2;;2;1;3;"12";198
113618;"312-05222076845-A";20;10;2016;1;5;1;"";4;"";;500;1;"";1;2;"";5;"";4;"";;;;80;2;1;1;1;2;;1;;1;120;6;"";1;4000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;4;4;1;25;2;1;3;"12";198
113624;"312-05222076845-A";20;10;2016;1;10;1;"";4;"";;300;1;"";1;3;"";5;"";4;"";;;;150;2;2;1;1;2;;1;;1;450;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";264;5;5;1;30;2;1;3;"12";198
113635;"613-02974962657-A";20;10;2016;1;1;1;"";2;"";;900;1;"";1;1;"";5;"";2;"";5;0;7;50;2;1;2;1;1;1;1;;1;55;6;"";1;6000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;2;1;2;;2;1;6;"13";163
113637;"613-02974962657-A";20;10;2016;4;1;3;"";;"";400;;1;"";1;3;"";6;"";2;"";5;0;7;15;2;1;2;1;1;1;2;2;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";13;1;0;2;;1;1;6;"13";163
113639;"613-02974962657-A";21;10;2016;1;4;3;"";;"";300;;2;"";1;1;"";6;"";2;"";5;0;7;80;1;1;1;1;1;1;1;;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;1;1;6;"13";163
113666;"611-02980954382-A";20;10;2016;5;1;1;"";4;"";;250;2;"";2;4;"";1;"";3;"";12;0;7;17;1;2;1;2;5;;;;2;;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;1;0;2;;2;1;6;"11";122
113668;"611-02980954382-A";21;10;2016;1;5;8;"ASENTAMIENTO";;"";;500;1;"";1;1;"";5;"";3;"";12;0;7;20;2;2;1;1;2;;1;;1;60;6;"";2;;2;;1;56;2;"";;2;;2;;2;;2;;2;"";;1;3;"";100;2;2;2;;2;1;6;"11";122
113674;"611-02980954382-A";21;10;2016;1;6;8;"ASENTAMIENTO";;"";;500;1;"";1;1;"";5;"";3;"";12;0;7;20;2;2;1;1;2;;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";39;2;1;2;;2;1;6;"11";122
113681;"261-06150230142-A";21;10;2016;1;5;1;"";4;"";;200;1;"";2;2;"";7;"";1;"";24;0;7;15;2;1;1;1;2;;2;3;1;22;6;"";2;;2;;2;;2;"";;1;1500;1;4000;2;;1;500;1;"MATERIAL DE BAÑO";1500;1;4;"";10;1;1;2;;2;1;2;"11";146
113683;"612-02986787497-A";21;10;2016;1;3;3;"";;"";100;;1;"";1;2;"";5;"";3;"";24;0;7;10;2;1;1;1;1;2;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";75;2;2;2;;2;1;6;"12";139
113684;"612-02986787497-A";20;10;2016;1;2;1;"";4;"";;300;1;"";1;1;"";5;"";3;"";24;0;7;10;2;1;1;1;2;;2;5;1;180;6;"";2;;1;400;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;1;1;2;;2;1;6;"12";139
113685;"612-02986787497-A";20;10;2016;1;5;1;"";4;"";;1500;1;"";1;3;"";6;"";1;"";2;0;7;25;1;1;1;1;2;;1;;1;150;2;"";2;;1;300;1;500;1;"COLOCACION DE PUERTAS Y PORTONES";4000;2;;1;4000;2;;2;;1;"PISO DEL PATIO";1000;1;3;"";50;3;2;1;15;1;1;6;"12";139
113696;"612-02986787497-A";20;10;2016;1;4;1;"";4;"";;500;1;"";1;3;"";6;"";4;"";;;;30;2;1;1;1;1;2;2;2;1;55;6;"";2;;2;;1;3800;2;"";;1;26000;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;1;6;"12";139
113701;"612-02986787497-A";22;10;2016;1;1;7;"";;"";;300;1;"";1;1;"";5;"";2;"";24;0;7;25;1;1;1;2;1;3;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;1;6;"12";139
113702;"612-02986787497-A";21;10;2016;1;3;1;"";4;"";;1000;1;"";1;3;"";6;"";2;"";24;0;7;25;1;1;1;2;1;3;1;;1;35;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;1;6;"12";139
113707;"611-02980954382-A";21;10;2016;1;2;8;"ASENTAMIENTO";;"";;300;1;"";2;1;"";1;"";3;"";12;0;7;15;1;2;1;1;3;;1;;1;30;6;"";1;50;2;;1;30;2;"";;2;;2;;2;;2;;2;"";;2;3;"";28;1;0;2;;2;1;6;"11";122
113710;"611-02980954382-A";21;10;2016;1;2;8;"ASENTAMIENTO";;"";;300;1;"";1;1;"";1;"";3;"";12;0;7;20;1;2;1;2;5;;;;1;28;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;1;"";0;1;0;2;;2;1;6;"11";122
113713;"611-02980954382-A";22;10;2016;1;7;8;"ASENTAMIENTO";;"";;400;1;"";2;1;"";1;"";3;"";12;0;7;21;1;2;1;1;2;;1;;1;35;6;"";2;;1;5000;2;;2;"";;1;10000;2;;2;;2;;2;"";;1;3;"";45;2;2;2;;2;1;6;"11";122
113727;"611-02980954382-A";21;10;2016;1;4;8;"ASENTAMIENTO";;"";;400;1;"";2;1;"";5;"";3;"";12;0;7;21;2;1;1;1;2;;1;;1;45;6;"";2;;1;90;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;2;2;2;;2;1;6;"11";122
113728;"611-02980954382-A";20;10;2016;1;2;8;"ES UN ASENTAMIENTO";;"";;700;1;"";2;1;"";6;"";3;"";12;0;7;23;2;1;1;1;5;;;;1;37;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";12;2;2;2;;2;1;6;"11";122
113729;"611-02980954382-A";21;10;2016;1;4;8;"ES UN ASENTAMIENTO";;"";;700;1;"";1;1;"";5;"";3;"";12;0;7;18;2;1;1;1;2;;1;;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;1;1;2;;2;1;6;"11";122
113741;"613-02974962657-A";21;10;2016;4;3;1;"";998;"";;1500;1;"";1;3;"";5;"";2;"";24;0;7;50;2;1;1;1;1;1;1;;1;140;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";24;2;2;1;35;1;1;6;"13";163
113745;"613-02974962657-A";21;10;2016;1;4;1;"";4;"";;3000;1;"";1;2;"";6;"";1;"";24;0;7;100;2;1;1;1;1;1;1;;1;200;6;"";2;;2;;2;;2;"";;1;35000;2;;2;;2;;2;"";;1;4;"";20;3;3;1;25;1;1;6;"13";163
113746;"613-02974962657-A";21;10;2016;1;2;7;"";;"";;1500;1;"";1;2;"";6;"";1;"";24;0;7;115;2;1;1;1;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";22;2;2;2;;2;1;6;"13";163
113755;"712-05215627272-A";20;10;2016;1;1;1;"";4;"";;800;1;"";1;2;"";5;"";1;"";24;0;7;25;1;1;1;1;1;2;1;;1;160;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";12;2;1;2;;2;1;7;"12";415
113756;"712-05215627272-A";21;10;2016;1;2;3;"";;"";600;;1;"";1;2;"";1;"";1;"";24;0;7;200;1;1;1;1;1;2;1;;1;700;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;2;2;2;;2;1;7;"12";415
113757;"712-05215627272-A";20;10;2016;1;6;1;"";4;"";;1000;1;"";1;2;"";5;"";1;"";24;0;7;100;1;1;1;1;1;2;2;4;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;0;2;;2;1;7;"12";415
113768;"261-06164540200-A";20;10;2016;4;2;7;"";;"";;300;1;"";1;1;"";5;"";2;"";24;0;5.5;30;2;1;1;1;2;;2;2;1;50;6;"";2;;2;;2;;2;"";;1;5000;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;1;2;"11";146
113769;"262-06102009911-A";21;10;2016;3;5;7;"";;"";;150;2;"";1;1;"";5;"";1;"";24;0;7;12;2;1;1;2;1;1;1;;1;150;6;"";1;400;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;1;2;;1;1;2;"12";202
113770;"262-06102009911-A";20;10;2016;4;5;3;"";;"";100;;2;"";1;1;"";3;"";1;"";24;0;7;13;2;1;2;2;1;1;2;2;1;54;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;1;0;2;;1;1;2;"12";202
113782;"262-06102009911-A";20;10;2016;1;1;3;"";;"";100;;1;"";2;1;"";5;"";1;"";24;0;7;25;1;1;1;1;1;1;1;;1;179;6;"";2;;2;;2;;2;"";;1;1600;1;1600;2;;2;;2;"";;1;4;"";15;1;1;2;;2;1;2;"12";202
113783;"262-06102009911-A";20;10;2016;1;5;3;"";;"";300;;1;"";1;1;"";5;"";1;"";24;0;7;13;2;1;1;1;1;1;1;;1;180;6;"";2;;2;;2;;1;"DUCHA NUEVA";250;2;;2;;2;;2;;2;"";;1;4;"";9;3;2;2;;2;1;2;"12";202
113821;"262-06033945107-A";20;10;2016;4;4;3;"";;"";400;;1;"";1;1;"";5;"";2;"";24;0;7;22;1;1;1;1;1;1;1;;1;24;6;"";1;4000;1;1500;1;300;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;2;1;2;;2;1;2;"12";220
113826;"262-06033945107-A";20;10;2016;1;5;1;"";4;"";;350;1;"";1;1;"";5;"";1;"";24;0;7;20;1;1;1;1;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;4;3;1;20;1;1;2;"12";220
113832;"262-06033945107-A";20;10;2016;4;6;7;"";;"";;200;2;"";1;1;"";5;"";2;"";24;0;7;19;1;1;2;2;1;1;1;;1;35;6;"";2;;1;20;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;3;2;2;;2;1;2;"12";220
113864;"262-06076867646-A";20;10;2016;4;2;7;"";;"";;50;1;"";1;1;"";3;"";2;"";24;0;7;0;1;1;1;1;1;1;1;;1;10;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;1;0;2;;2;1;2;"12";202
113867;"262-06076867646-A";20;10;2016;1;5;1;"";2;"";;500;1;"";1;1;"";5;"";2;"";24;0;7;18;1;1;1;1;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;1;800;2;;2;;2;"";;1;4;"";11;3;2;2;;1;1;2;"12";202
113873;"262-06076867646-A";21;10;2016;1;5;1;"";4;"";;200;1;"";1;1;"";5;"";2;"";24;0;7;15;1;1;1;1;1;1;1;;1;50;6;"";2;;2;;2;;2;"";;1;2000;2;;2;;2;;2;"";;1;4;"";11;2;1;2;;2;1;2;"12";202
113879;"312-05222076845-A";20;10;2016;1;4;1;"";4;"";;200;1;"";1;3;"";5;"";4;"";;;;32;2;1;1;1;2;;1;;1;50;6;"";2;;2;;2;;2;"";;1;4000;1;3500;2;;2;;2;"";;1;3;"";23;2;1;2;;2;1;3;"12";198
113884;"312-05222076845-A";20;10;2016;1;2;1;"";4;"";;500;1;"";1;3;"";5;"";5;"";;;;70;1;1;1;1;3;;2;2;1;85;6;"";2;;2;;2;;2;"";;2;;1;300;2;;2;;2;"";;2;3;"";45;2;2;2;;2;1;3;"12";198
113885;"312-05222076845-A";20;10;2016;1;7;1;"";1;"";;400;1;"";1;2;"";6;"";4;"";;;;20;2;1;1;1;1;2;1;;1;120;6;"";1;800;2;;2;;2;"";;2;;2;;1;5000;1;2000;2;"";;1;3;"";23;5;4;2;;2;1;3;"12";198
113895;"612-02984203902-A";20;10;2016;4;3;7;"";;"";;150;1;"";2;1;"";5;"";2;"";4;0;6;20;1;1;1;2;1;1;2;2;1;20;5;"";2;;2;;1;60;2;"";;2;;2;;2;;1;100;2;"";;2;3;"";25;1;0;2;;2;1;6;"12";139
113896;"612-02984203902-A";22;10;2016;1;5;2;"";4;"";;500;1;"";1;3;"";5;"";4;"";;;;10;1;1;1;2;1;2;1;;1;50;5;"";1;3000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;1;1;6;"12";139
113897;"612-02984203902-A";20;10;2016;4;2;3;"";;"";170;;1;"";1;1;"";5;"";2;"";15;0;5;15;1;1;1;2;2;;2;2;1;15;5;"";2;;2;;1;100;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;1;6;"12";139
113908;"312-05222076845-A";20;10;2016;1;3;1;"";4;"";;700;1;"";1;2;"";6;"";5;"";;;;18;2;1;1;1;1;2;1;;1;160;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;6;3;1;24;1;1;3;"12";198
113912;"312-05222076845-A";20;10;2016;4;5;1;"";4;"";;200;1;"";2;1;"";5;"";5;"";;;;35;1;2;2;2;2;;1;;1;125;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;2;2;2;;2;1;3;"12";198
113918;"312-05222076845-A";20;10;2016;1;7;1;"";4;"";;500;1;"";1;1;"";5;"";5;"";;;;65;1;2;2;2;1;2;1;;1;150;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;3;3;2;;2;1;3;"12";198
113927;"261-06164540200-A";20;10;2016;1;4;3;"";;"";100;;1;"";1;1;"";5;"";2;"";24;0;5.5;16;2;1;2;1;5;;;;1;28;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;1;2;"11";146
113932;"261-06156164955-A";21;10;2016;1;3;1;"";4;"";;200;2;"";1;1;"";5;"";1;"";24;0;7;15;1;1;1;1;1;1;1;;1;32;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";24;2;2;2;;1;1;2;"11";160
113934;"261-06156164955-A";21;10;2016;4;3;1;"";998;"";;300;1;"";1;1;"";5;"";1;"";24;0;7;0;1;1;1;1;1;1;2;3;1;35;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;1;1;2;"11";160
113940;"261-06156164955-A";21;10;2016;1;4;7;"";;"";;300;2;"";1;1;"";5;"";1;"";24;0;7;10;2;1;1;1;1;1;1;;1;45;5;"";1;350;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;2;2;;2;1;2;"11";160
113945;"613-02968305208-A";20;10;2016;3;2;3;"";;"";2300;;1;"";1;3;"";3;"";1;"";24;0;7;70;2;1;1;1;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;2;1;2;;1;1;6;"13";177
113985;"262-06033945107-A";20;10;2016;1;4;1;"";4;"";;100;1;"";1;1;"";5;"";1;"";24;0;5;15;1;1;1;1;1;1;1;;1;20;6;"";2;;1;500;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;3;2;2;;2;1;2;"12";220
114004;"262-06033945107-A";21;10;2016;1;7;1;"";4;"";;100;2;"";2;1;"";5;"";1;"";24;0;7;15;1;1;1;1;2;;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";27;4;3;2;;2;1;2;"12";220
114012;"261-06139151900-A";21;10;2016;1;4;1;"";4;"";;300;1;"";1;1;"";5;"";1;"";24;0;7;25;1;1;1;1;1;1;1;;1;28;2;"";2;;1;600;2;;2;"";;1;9000;2;;2;;2;;2;"";;1;3;"";45;4;3;2;;1;1;2;"11";146
114013;"261-06139151900-A";20;10;2016;1;2;1;"";4;"";;100;1;"";1;1;"";5;"";1;"";24;0;7;25;2;1;1;1;1;1;1;;1;28;5;"";2;;1;230;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";68;2;1;2;;2;1;2;"11";146
114014;"261-06139151900-A";20;10;2016;1;5;7;"";;"";;20;2;"";1;1;"";5;"";1;"";24;0;7;30;1;1;1;1;2;;1;;1;90;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";90;3;2;2;;2;1;2;"11";146
114026;"262-06047899503-A";21;10;2016;3;5;7;"";;"";;1500;1;"";1;1;"";3;"";1;"";24;0;7;6;2;1;1;1;1;1;1;;1;40;6;"";1;700;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;3;2;2;;1;1;2;"12";202
114032;"262-06047899503-A";20;10;2016;4;4;7;"";;"";;1000;1;"";1;1;"";3;"";2;"";24;0;6.5;20;2;1;1;1;1;1;2;2;1;40;6;"";1;500;2;;2;;2;"";;2;;2;;2;;1;140;2;"";;1;3;"";22;2;1;2;;1;1;2;"12";202
114037;"262-06047899503-A";21;10;2016;1;7;1;"";4;"";;2500;1;"";1;1;"";3;"";6;"";;;;26;2;1;1;1;1;1;1;;1;105;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;4;3;2;;2;1;2;"12";202
114045;"262-06084340558-A";20;10;2016;4;3;5;"";;"";;200;1;"";1;1;"";3;"";1;"";24;0;7;20;2;1;1;2;1;1;2;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;2;1;2;;2;1;2;"12";202
114049;"262-06084340558-A";20;10;2016;4;6;5;"";;"";;300;2;"";1;1;"";5;"";2;"";24;0;7;10;2;1;2;2;1;1;2;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";28;2;2;2;;2;1;2;"12";202
114056;"262-06084340558-A";20;10;2016;4;4;5;"";;"";;150;2;"";1;1;"";5;"";1;"";24;0;7;47;2;1;1;2;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";22;3;2;2;;2;1;2;"12";202
114063;"262-06076867646-A";21;10;2016;1;4;1;"";4;"";;200;1;"";1;1;"";5;"";1;"";24;0;7;60;2;1;2;2;1;1;1;;1;150;5;"";1;1000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;3;3;2;;1;1;2;"12";202
114068;"262-06076867646-A";20;10;2016;1;3;1;"";4;"";;500;1;"";1;1;"";5;"";1;"";12;0;7;15;1;1;1;1;1;1;1;;1;60;5;"";1;2;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;3;1;14;2;1;2;"12";202
114072;"262-06076867646-A";21;10;2016;1;3;1;"";998;"";;350;1;"";1;1;"";1;"";2;"";12;0;3;10;2;2;2;2;1;1;1;;1;17;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";17;2;2;2;;2;1;2;"12";202
114079;"261-06005573856-A";20;10;2016;4;2;7;"";;"";;250;1;"";1;2;"";3;"";1;"";24;0;7;20;2;1;1;1;2;;2;2;1;70;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";19;2;1;2;;2;1;2;"11";146
114082;"261-06005573856-A";21;10;2016;1;2;6;"";;"";;200;1;"";1;1;"";5;"";2;".";;;;0;2;1;1;1;3;;1;;1;17;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";26;1;0;2;;2;1;2;"11";146
114097;"261-06164540200-A";22;10;2016;1;7;1;"";4;"";;600;1;"";1;1;"";5;"";2;"";24;0;5.5;20;2;1;1;1;2;;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;3;3;2;;2;1;2;"11";146
114105;"262-06063839727-A";20;10;2016;1;2;1;"";4;"";;200;1;"";1;1;"";5;"";1;"";24;0;7;8;2;1;1;1;1;1;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;2;1;2;;2;1;2;"12";187
114108;"262-06063839727-A";21;10;2016;1;6;1;"";4;"";;300;1;"";1;1;"";5;"";2;"";24;0;7;30;1;1;1;1;1;1;1;;1;120;6;"";1;1500;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;1;1;2;"12";187
114115;"261-06005573856-A";20;10;2016;1;4;1;"";4;"";;500;1;"";1;1;"";5;"";2;"";24;0;7;15;2;1;1;1;2;;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;4;2;2;;2;1;2;"11";146
114120;"261-06005573856-A";20;10;2016;4;7;3;"";;"";250;;1;"";1;1;"";5;"";2;"";24;0;7;15;2;1;1;1;2;;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";45;1;0;2;;2;1;2;"11";146
114128;"261-06005573856-A";20;10;2016;1;5;1;"";4;"";;1000;1;"";1;1;"";5;"";2;"";24;0;7;26;2;1;1;1;2;;1;;1;36;6;"";1;110;2;;2;;2;"";;2;;1;21000;1;200;2;;2;"";;1;4;"";15;3;2;2;;1;1;2;"11";146
114137;"262-06076867646-A";20;10;2016;1;3;7;"";;"";;1000;1;"";1;3;"";5;"";2;"";24;0;7;20;2;1;1;1;1;1;1;;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;3;3;2;;1;1;2;"12";202
114141;"262-06076867646-A";20;10;2016;1;3;3;"";;"";100;;1;"";1;1;"";5;"";1;"";24;0;7;7;1;1;1;1;1;1;1;;1;75;6;"";2;;1;50;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;3;3;2;;1;1;2;"12";202
