idep;ipro;isec;i03;i04;i05;i06;i07;i08;i09;i10;i13;typ;i12;i122;v01;v02;v03;v04;v05;v06;v07;v08;v081;v082;v09;v10;v11;v12;v13;v14;v15a;v15b;v15c;v15d;v15e;v15f;v15g;v15h;v15i;v16a;v16b;v16c;v16d;v16e;v17;v171a;v171b1;v171b2;v171b3;v171b4;v171b5;v172a;v172b1;v172b2;v172b3;v172b4;v172b5;v18h;v18m;v18t;otro1;v20;v21;v22;otro2;nbi;urba;vparti
9;1;1;1;101;1;20;8;7;2320;1;1;1;;;1;1;3;1;2;4;2;2;1;3;1;4;2;1;5;2;0;0;0;5;0;0;0;0;0;0;5;0;0;0;2;;;;;;;;;;;;;1;4;5;"004";3;2;1;" ";860;1;1
9;1;1;1;101;1;20;8;7;2320;2;2;1;;;1;1;5;1;5;4;2;2;1;3;2;1;1;2;1;5;9;0;0;0;0;0;0;0;0;0;7;2;0;0;2;;;;;;;;;;;;;6;3;9;"004";3;8;1;" ";1424;1;1
9;1;1;1;101;1;20;8;7;2320;3;3;1;;;1;1;5;5;1;4;2;2;1;3;2;2;2;1;1;1;0;0;0;4;0;0;0;0;0;0;4;0;0;0;2;;;;;;;;;;;;;1;3;4;"004";3;11;1;" ";1448;1;1
9;1;1;1;101;1;20;8;7;2320;4;4;1;;;1;1;3;1;4;2;1;2;1;3;1;4;2;2;5;1;0;6;0;3;0;0;0;0;0;0;9;0;0;0;2;;;;;;;;;;;;;4;5;9;"004";4;2;1;" ";849;1;1
9;1;1;1;101;1;20;8;7;2330;1;1;1;;;1;1;5;5;1;4;2;2;1;3;2;2;2;1;1;1;4;0;0;6;0;0;0;0;0;0;4;6;0;0;2;;;;;;;;;;;;;6;4;10;"006";3;11;1;" ";1363;1;1
9;1;1;1;101;1;20;8;7;2330;2;2;1;;;4;1;5;5;5;4;3;2;1;3;2;2;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;;;;;;;;;;;;;1;0;1;"006";1;10;1;" ";1247;1;1
9;1;1;1;101;1;20;8;7;2330;3;3;1;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"006";0;0;1;" ";10000;1;1
9;1;1;1;101;1;20;8;7;2330;4;4;1;;;8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;0;104;"006";0;0;1;" ";10000;1;2
9;1;1;1;101;1;20;8;7;2330;5;5;1;;;4;1;6;5;5;4;3;2;1;3;2;1;1;2;1;5;4;0;0;0;0;0;0;0;0;0;4;0;0;0;2;;;;;;;;;;;;;2;2;4;"006";2;10;1;" ";1493;1;1
9;1;1;1;101;1;20;8;7;2330;6;6;1;;;1;1;3;2;1;4;2;3;;;2;2;2;1;5;5;4;0;0;0;0;0;0;0;0;3;0;1;0;0;2;;;;;;;;;;;;;1;3;4;"006";3;2;1;" ";1103;1;1
9;1;1;1;101;1;20;9;1;9999;1;1;1;;;1;1;3;2;3;4;3;2;1;3;2;3;2;1;1;1;0;0;0;4;0;0;0;0;0;0;4;0;0;0;2;;;;;;;;;;;;;1;3;4;"018";2;2;1;" ";1291;1;1
9;1;1;1;101;1;20;9;1;9999;2;2;1;;;1;1;3;2;3;4;3;3;;;2;2;1;1;5;1;0;0;0;5;0;0;0;0;0;0;5;0;0;0;2;;;;;;;;;;;;;3;2;5;"018";3;2;1;" ";1302;1;1
9;1;1;1;101;1;20;9;1;9999;3;3;1;;;1;1;3;2;3;4;2;2;1;3;2;3;2;1;5;1;0;4;0;2;0;0;0;0;0;0;6;0;0;0;2;;;;;;;;;;;;;3;3;6;"018";2;2;1;" ";1035;1;1
9;1;1;1;101;1;20;9;1;9999;4;4;1;;;1;1;3;2;3;4;2;2;1;3;2;3;2;1;5;1;0;4;0;0;0;0;0;0;0;0;4;0;0;0;2;;;;;;;;;;;;;2;2;4;"018";2;2;1;" ";940;1;1
9;1;1;1;101;1;20;9;1;9999;5;5;1;;;1;1;3;2;3;4;2;2;1;3;2;3;2;1;5;1;0;0;0;3;0;0;0;0;0;0;1;2;0;0;2;;;;;;;;;;;;;1;2;3;"018";3;2;1;" ";1178;1;1
9;1;1;1;101;1;20;9;1;9999;6;6;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;3;1;0;3;0;1;0;0;0;0;0;0;4;0;0;0;2;;;;;;;;;;;;;2;2;4;"018";4;2;1;" ";1092;1;1
9;1;1;1;101;1;20;9;1;9999;7;7;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;3;1;0;0;0;0;2;0;0;0;0;0;2;0;0;0;2;;;;;;;;;;;;;2;0;2;"018";4;2;1;" ";1332;1;1
9;1;1;1;101;1;20;9;1;9999;8;8;1;;;1;1;3;2;3;4;2;2;1;3;2;2;1;1;5;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;;;;;;;;;;;;;1;0;1;"018";1;2;1;" ";1073;1;1
9;1;1;1;101;1;20;9;1;9999;9;9;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;0;3;0;0;0;0;0;0;0;1;0;2;0;0;2;;;;;;;;;;;;;1;2;3;"018";2;2;1;" ";1036;1;1
9;1;1;1;101;1;20;9;1;9999;10;10;1;;;1;1;3;2;3;4;2;2;1;3;2;3;2;1;5;1;0;2;0;0;0;0;0;0;0;2;0;0;0;0;2;;;;;;;;;;;;;0;2;2;"018";2;2;1;" ";1138;1;1
9;1;1;1;101;1;20;9;1;9999;11;11;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;3;1;1;0;0;2;0;0;0;0;0;0;0;0;0;3;2;;;;;;;;;;;;;1;2;3;"018";2;2;1;" ";1266;1;1
9;1;1;1;101;1;20;9;1;9999;12;12;1;;;1;1;3;2;3;4;3;2;1;3;2;2;2;1;5;1;0;0;0;5;0;0;0;0;0;0;5;0;0;0;2;;;;;;;;;;;;;3;2;5;"018";2;2;1;" ";1239;1;1
9;1;1;1;101;1;20;9;1;9999;13;13;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;0;0;0;4;0;0;0;0;0;0;4;0;0;0;2;;;;;;;;;;;;;3;1;4;"018";4;2;1;" ";1349;1;1
9;1;1;1;101;1;20;9;1;9999;14;14;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;0;0;0;0;4;0;0;0;0;0;4;0;0;0;2;;;;;;;;;;;;;1;3;4;"018";2;2;1;" ";1386;1;1
9;1;1;1;101;1;20;9;1;9999;15;15;1;;;1;1;3;2;3;4;2;2;1;3;2;2;1;1;5;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;;;;;;;;;;;;;1;0;1;"018";1;2;1;" ";1210;1;1
9;1;1;1;101;1;20;9;1;9999;16;16;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;0;1;0;1;0;0;0;0;0;0;2;0;0;0;2;;;;;;;;;;;;;1;1;2;"018";2;2;1;" ";1111;1;1
9;1;1;1;101;1;20;9;1;9999;17;17;1;;;1;1;3;2;3;4;2;2;1;3;2;2;1;1;7;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;;;;;;;;;;;;;1;0;1;"018";1;2;1;" ";929;1;1
9;1;1;1;101;1;20;9;1;9999;18;18;1;;;1;1;5;4;3;4;2;2;1;3;1;2;1;1;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;;;;;;;;;;;;;1;0;1;"018";1;5;1;" ";10000;1;1
9;1;1;1;101;1;20;9;2;9999;1;1;1;;;1;1;3;1;3;4;2;2;1;3;2;2;1;1;5;1;0;0;0;0;3;0;0;0;0;0;2;1;0;0;2;;;;;;;;;;;;;1;2;3;"018";2;2;1;" ";1380;1;1
9;1;1;1;101;1;20;9;2;9999;2;2;1;;;1;1;3;2;3;4;2;2;2;2;2;2;2;1;5;1;0;0;0;7;0;0;0;0;0;0;7;0;0;0;2;;;;;;;;;;;;;4;3;7;"018";4;2;1;" ";1317;1;1
9;1;1;1;101;1;20;9;2;9999;3;3;1;;;1;1;3;2;3;4;2;3;;;2;2;1;1;5;1;0;0;0;1;2;0;0;0;0;0;3;0;0;0;2;;;;;;;;;;;;;2;1;3;"018";2;2;1;" ";1186;1;1
9;1;1;1;101;1;20;9;2;9999;4;4;1;;;1;1;3;2;3;4;2;3;;;2;2;2;1;5;1;3;0;0;0;0;0;0;0;0;0;0;3;0;0;2;;;;;;;;;;;;;2;1;3;"018";2;2;1;" ";1118;1;1
9;1;1;1;101;1;20;9;2;9999;5;5;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;6;0;0;0;0;0;0;0;0;0;6;0;0;0;2;;;;;;;;;;;;;4;2;6;"018";2;2;1;" ";1206;1;1
9;1;1;1;101;1;20;9;2;9999;6;6;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;0;6;0;0;0;0;0;0;0;0;6;0;0;0;2;;;;;;;;;;;;;3;3;6;"018";2;2;1;" ";1101;1;1
9;1;1;1;101;1;20;9;2;9999;7;7;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;3;0;0;0;0;0;0;0;0;0;3;0;0;0;2;;;;;;;;;;;;;2;1;3;"018";2;2;1;" ";1069;1;1
9;1;1;1;101;1;20;9;2;9999;8;8;1;;;1;1;3;2;3;4;2;2;1;3;1;2;1;1;5;1;0;3;0;0;0;0;0;0;0;0;3;0;0;0;2;;;;;;;;;;;;;1;2;3;"018";2;2;1;" ";937;1;1
9;1;1;1;101;1;20;9;2;9999;9;9;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;6;0;0;0;0;0;0;0;0;0;6;0;0;0;2;;;;;;;;;;;;;3;3;6;"018";3;2;1;" ";1227;1;1
9;1;1;1;101;1;20;9;2;9999;10;10;1;;;1;1;3;2;3;4;2;2;1;3;2;3;3;1;5;1;0;8;0;0;0;0;0;0;0;0;5;3;0;0;2;;;;;;;;;;;;;4;4;8;"018";3;2;1;" ";1032;1;1
9;1;1;1;101;1;20;9;2;9999;11;11;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;6;2;0;0;0;0;0;0;0;0;8;0;0;0;2;;;;;;;;;;;;;4;4;8;"018";3;2;1;" ";1180;1;1
9;1;1;1;101;1;20;9;2;9999;12;12;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;10;0;0;0;0;0;0;0;0;0;10;0;0;0;2;;;;;;;;;;;;;4;6;10;"018";2;2;1;" ";1246;1;1
9;1;1;1;101;1;20;9;2;9999;13;13;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;0;0;0;4;0;0;0;0;0;0;4;0;0;0;2;;;;;;;;;;;;;3;1;4;"018";2;2;1;" ";1221;1;1
9;1;1;1;101;1;20;9;2;9999;14;14;1;;;1;1;3;2;3;4;2;2;1;3;2;2;1;1;5;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;;;;;;;;;;;;;0;1;1;"018";1;2;1;" ";1085;1;1
9;1;1;1;101;1;20;9;2;9999;15;15;1;;;1;1;3;2;3;4;2;2;1;3;2;2;1;1;5;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;;;;;;;;;;;;;0;1;1;"018";1;2;1;" ";872;1;1
9;1;1;1;101;1;20;9;2;9999;16;16;1;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"018";0;0;1;" ";10000;1;1
9;1;1;1;101;1;20;9;2;9999;17;17;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;0;0;0;3;0;0;0;0;1;0;3;0;0;1;2;;;;;;;;;;;;;3;1;4;"018";4;2;1;" ";1253;1;1
9;1;1;1;101;1;20;9;2;9999;18;18;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;4;0;0;0;0;0;0;0;1;4;0;0;0;1;2;;;;;;;;;;;;;3;2;5;"018";3;2;1;" ";1204;1;1
9;1;1;1;101;1;20;9;3;9999;1;1;1;;;1;1;3;1;3;4;2;2;1;3;2;2;1;1;5;1;5;0;0;0;0;0;0;0;0;0;0;5;0;0;2;;;;;;;;;;;;;1;4;5;"023";2;2;1;" ";1206;1;1
9;1;1;1;101;1;20;9;3;9999;2;2;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;5;1;2;0;0;0;0;0;0;0;0;0;2;0;0;0;2;;;;;;;;;;;;;1;1;2;"023";2;2;1;" ";1122;1;1
9;1;1;1;101;1;20;9;3;9999;3;3;1;;;1;1;3;1;3;4;2;2;1;2;2;2;2;1;5;1;5;0;0;0;0;0;0;0;0;0;5;0;0;0;2;;;;;;;;;;;;;2;3;5;"023";2;2;1;" ";1132;1;1
9;1;1;1;101;1;20;9;3;9999;4;4;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;5;1;0;4;0;0;0;0;0;0;0;0;4;0;0;0;2;;;;;;;;;;;;;2;2;4;"023";2;2;1;" ";997;1;1
9;1;1;1;101;1;20;9;3;9999;5;5;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;5;1;0;5;0;0;0;0;0;0;0;0;5;0;0;0;2;;;;;;;;;;;;;2;3;5;"023";4;2;1;" ";1134;1;1
9;1;1;1;101;1;20;9;3;9999;6;6;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;5;1;0;3;0;0;0;0;0;0;0;0;0;3;0;0;2;;;;;;;;;;;;;1;2;3;"023";2;2;1;" ";1011;1;1
9;1;1;1;101;1;20;9;3;9999;7;7;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;5;1;0;0;0;4;0;0;0;0;0;0;4;0;0;0;2;;;;;;;;;;;;;2;2;4;"023";2;2;1;" ";1274;1;1
9;1;1;1;101;1;20;9;3;9999;8;8;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;5;1;0;5;0;0;0;0;0;0;0;0;5;0;0;0;2;;;;;;;;;;;;;2;3;5;"023";2;2;1;" ";1035;1;1
9;1;1;1;101;1;20;9;3;9999;9;9;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;3;1;4;0;0;0;0;0;0;0;0;0;4;0;0;0;2;;;;;;;;;;;;;2;2;4;"023";3;2;1;" ";1335;1;1
9;1;1;1;101;1;20;9;3;9999;10;10;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;5;1;2;0;0;0;0;0;0;0;0;0;2;0;0;0;2;;;;;;;;;;;;;1;1;2;"023";2;2;1;" ";1094;1;1
9;1;1;1;101;1;20;9;3;9999;11;11;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;5;1;0;4;0;0;0;0;0;0;0;0;4;0;0;0;2;;;;;;;;;;;;;1;3;4;"023";2;2;1;" ";1045;1;1
9;1;1;1;101;1;20;9;3;9999;12;12;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;1;1;6;0;0;0;0;0;0;0;0;0;0;6;0;0;2;;;;;;;;;;;;;3;3;6;"023";2;2;1;" ";1230;1;1
9;1;1;1;101;1;20;9;3;9999;13;13;1;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"023";0;0;1;" ";10000;1;1
9;1;1;1;101;1;20;9;3;9999;14;14;1;;;1;1;3;2;3;4;2;2;1;3;2;3;1;1;5;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;;;;;;;;;;;;;0;1;1;"023";1;2;1;" ";822;1;1
9;1;1;1;101;1;20;9;3;9999;15;15;1;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"023";0;0;1;" ";10000;1;1
9;1;1;1;101;1;20;9;3;9999;16;16;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;1;3;0;0;0;0;0;0;0;0;0;4;0;0;2;;;;;;;;;;;;;2;2;4;"023";4;2;1;" ";921;1;1
9;1;1;1;101;1;20;9;3;9999;17;17;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;5;1;0;4;0;0;0;0;0;0;0;0;4;0;0;0;2;;;;;;;;;;;;;2;2;4;"023";2;2;1;" ";998;1;1
9;1;1;1;101;1;20;9;3;9999;18;18;1;;;1;1;3;1;3;4;2;2;1;3;2;2;1;1;5;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;;;;;;;;;;;;;0;1;1;"023";1;2;1;" ";1206;1;1
9;1;1;1;101;1;20;9;3;9999;19;19;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;5;1;4;0;0;0;0;0;0;0;0;4;0;0;0;0;2;;;;;;;;;;;;;1;3;4;"023";2;2;1;" ";1135;1;1
9;1;1;1;101;1;20;9;3;9999;20;20;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;5;1;7;0;0;0;0;0;0;0;0;0;5;2;0;0;2;;;;;;;;;;;;;3;4;7;"023";3;2;1;" ";1222;1;1
9;1;1;1;101;1;20;9;3;9999;21;21;1;;;1;1;3;1;3;4;2;2;1;3;2;2;2;1;5;1;8;0;0;0;0;0;0;0;0;0;0;8;0;0;2;;;;;;;;;;;;;4;4;8;"023";4;2;1;" ";1258;1;1
9;1;1;1;101;1;20;9;3;9999;22;22;1;;;1;1;3;1;3;4;2;2;1;3;2;2;1;1;3;2;3;0;0;0;0;0;0;0;0;0;3;0;0;0;2;;;;;;;;;;;;;2;1;3;"023";2;2;1;" ";1250;1;1
9;1;1;1;101;1;20;9;3;9999;23;23;1;;;1;1;3;2;3;4;2;2;1;3;2;2;2;1;5;1;3;0;0;0;0;0;0;0;0;0;3;0;0;0;2;;;;;;;;;;;;;1;2;3;"023";3;2;1;" ";1154;1;1
9;1;1;1;509;0;0;2;3;0;1;1;1;998;0;4;1;6;4;6;4;3;3;;;2;2;1;1;1;1;9;0;0;0;0;0;0;0;0;0;9;0;0;0;2;;;;;;;;;;;;;6;3;9;"023";2;10;5;" ";1615;2;1
9;1;1;1;509;0;0;2;3;0;2;2;1;998;0;4;1;6;4;6;4;3;2;1;3;2;2;1;2;1;1;5;0;0;0;0;0;0;0;0;0;5;0;0;0;2;;;;;;;;;;;;;2;3;5;"023";3;10;5;" ";1467;2;1
9;1;1;1;509;0;0;2;3;0;3;3;1;998;0;4;1;6;4;6;4;3;2;2;3;2;2;1;1;1;1;3;0;0;0;0;0;0;0;0;0;3;0;0;0;2;;;;;;;;;;;;;2;1;3;"023";2;10;5;" ";1476;2;1
9;1;1;1;509;0;0;2;3;0;4;4;1;998;0;4;1;6;4;5;4;3;2;2;3;2;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;;;;;;;;;;;;;1;0;1;"023";1;10;5;" ";1520;2;1
9;1;1;1;509;0;0;2;3;0;5;5;1;998;4;4;1;6;4;6;4;3;2;1;3;2;1;1;1;1;1;3;0;0;0;0;0;0;0;0;0;3;0;0;0;2;;;;;;;;;;;;;2;1;3;"023";2;10;5;" ";1519;2;1
9;1;1;1;509;0;0;2;3;0;6;6;1;998;4;4;1;5;4;6;4;3;3;;;2;2;1;2;1;5;4;0;0;0;0;0;0;0;1;0;4;0;0;1;2;;;;;;;;;;;;;3;2;5;"023";3;10;5;" ";1550;2;1
9;1;1;1;509;0;0;2;3;0;7;7;1;998;9;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"023";0;0;5;" ";10000;2;1
9;1;1;1;509;0;0;2;3;0;8;8;1;998;4;1;1;6;4;1;4;3;3;;;2;2;1;1;1;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;;;;;;;;;;;;;1;0;1;"023";1;5;5;" ";1404;2;1
9;1;1;1;509;0;0;2;3;0;9;9;1;998;4;1;1;6;4;1;4;3;2;2;3;2;2;1;2;1;1;2;1;0;0;0;0;0;0;0;0;2;1;0;0;2;;;;;;;;;;;;;2;1;3;"023";4;5;5;" ";1422;2;1
9;1;1;1;509;0;0;2;3;0;10;10;1;998;4;1;1;5;4;1;4;3;2;2;3;2;2;1;1;1;1;2;0;0;0;0;0;0;0;0;0;2;0;0;0;2;;;;;;;;;;;;;2;0;2;"023";3;5;5;" ";1189;2;1
9;1;1;1;509;0;0;2;3;0;11;11;1;998;4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"023";0;0;5;" ";10000;2;1
9;1;1;1;509;0;0;2;3;0;12;12;1;998;4;4;1;6;4;6;4;4;2;2;3;2;1;1;2;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;;;;;;;;;;;;;1;0;1;"023";1;10;5;" ";1770;2;1
9;1;1;1;509;0;0;2;3;0;13;13;1;998;4;5;1;6;4;1;4;3;2;2;3;2;2;1;2;1;1;6;0;0;0;0;0;0;0;0;0;6;0;0;0;2;;;;;;;;;;;;;2;4;6;"023";2;5;5;" ";1446;2;1
9;1;1;1;509;0;0;2;3;0;14;14;1;998;4;4;1;6;4;6;4;3;2;2;3;2;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;2;0;0;0;2;;;;;;;;;;;;;2;0;2;"023";4;10;5;" ";1419;2;1
9;1;1;1;509;0;0;2;3;0;15;15;1;998;4;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"023";0;0;5;" ";10000;2;1
9;1;1;1;509;0;0;2;3;0;16;16;1;998;4;1;1;6;4;1;4;3;2;2;3;2;3;1;2;1;5;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;;;;;;;;;;;;;1;0;1;"023";1;5;5;" ";1337;2;1
9;1;1;1;509;0;0;2;3;0;17;17;1;998;4;1;1;5;4;1;4;3;2;2;3;2;2;1;2;1;1;2;0;0;0;0;0;0;0;0;0;2;0;0;0;2;;;;;;;;;;;;;2;0;2;"023";2;5;5;" ";1143;2;1
9;1;1;1;509;0;0;2;3;0;18;18;1;998;4;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"023";0;0;5;" ";10000;2;1
9;1;1;1;509;0;0;2;3;0;19;19;1;998;4;4;1;6;4;6;4;3;3;;;2;2;1;2;1;6;5;0;0;0;0;0;0;0;0;0;5;0;0;0;2;;;;;;;;;;;;;4;1;5;"023";2;10;5;" ";1504;2;1
9;1;1;1;509;0;0;2;3;0;20;20;1;998;4;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"023";0;0;5;" ";10000;2;1
9;1;1;1;509;0;0;2;3;0;21;21;1;998;0;4;1;6;4;6;4;5;3;;;2;1;1;2;1;6;2;0;0;0;0;0;0;0;0;0;2;0;0;0;2;;;;;;;;;;;;;1;1;2;"023";2;10;5;" ";1531;2;1
9;1;1;1;509;0;0;2;3;0;22;22;1;998;0;4;1;6;4;6;4;3;2;2;3;2;2;1;1;1;1;6;0;0;0;0;0;0;0;0;0;6;0;0;0;2;;;;;;;;;;;;;4;2;6;"023";4;10;5;" ";1503;2;1
9;1;1;1;509;0;0;2;3;0;23;23;1;998;4;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"023";0;0;5;" ";10000;2;1
9;1;1;1;510;0;0;2;4;0;1;1;1;510;0;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"035";0;0;5;" ";10000;2;1
9;1;1;1;510;0;0;2;4;0;2;2;1;510;0;4;1;6;4;6;4;3;2;1;3;2;2;1;2;1;5;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;;;;;;;;;;;;;1;0;1;"035";1;10;5;" ";1299;2;1
9;1;1;1;510;0;0;2;4;0;3;3;1;510;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"035";0;0;5;" ";10000;2;1
9;1;1;1;510;0;0;2;4;0;4;4;1;510;0;4;1;6;4;6;4;3;2;1;3;2;2;1;2;1;5;0;5;0;0;0;0;0;0;0;1;4;0;0;0;2;;;;;;;;;;;;;1;4;5;"035";2;10;5;" ";1188;2;1
9;1;1;1;510;0;0;2;4;0;5;5;1;510;0;4;1;6;4;6;4;3;2;1;3;2;1;1;1;1;5;11;0;0;0;0;0;0;0;0;0;11;0;0;0;2;;;;;;;;;;;;;7;4;11;"035";3;10;5;" ";1487;2;1
9;1;1;1;510;0;0;2;4;0;6;6;1;510;0;4;1;6;4;6;4;3;2;1;3;2;1;1;2;1;5;6;0;0;0;0;0;0;0;0;0;6;0;0;0;2;;;;;;;;;;;;;5;1;6;"035";4;10;5;" ";1430;2;1
9;1;1;1;510;0;0;2;4;0;7;7;1;510;0;4;1;5;4;6;4;3;3;;;2;3;3;1;1;1;9;0;0;0;0;0;0;0;0;0;9;0;0;0;2;;;;;;;;;;;;;3;6;9;"035";3;10;5;" ";1483;2;1
9;1;1;1;510;0;0;2;4;0;8;8;1;510;0;4;1;6;4;6;4;3;2;1;3;2;2;1;1;1;6;9;0;0;0;0;0;0;0;0;0;9;0;0;0;2;;;;;;;;;;;;;7;2;9;"035";3;10;5;" ";1435;2;1
9;1;1;1;510;0;0;2;4;0;9;9;1;510;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"035";0;0;5;" ";10000;2;1
9;1;1;1;510;0;0;2;4;0;10;10;1;510;0;4;1;6;4;6;4;3;2;2;3;2;1;1;2;1;6;5;0;0;0;0;0;0;0;0;0;5;0;0;0;2;;;;;;;;;;;;;3;2;5;"035";3;10;5;" ";1560;2;1
9;1;1;1;510;0;0;2;4;0;11;11;1;510;0;4;1;6;4;6;4;3;2;2;3;2;1;1;1;1;1;8;0;0;0;0;0;0;0;0;0;8;0;0;0;2;;;;;;;;;;;;;5;3;8;"035";3;10;5;" ";1465;2;1
9;1;1;1;510;0;0;2;4;0;12;12;1;510;0;4;1;6;4;6;4;5;2;2;3;2;2;1;1;1;1;6;0;0;0;0;0;0;0;0;6;0;0;0;0;2;;;;;;;;;;;;;1;5;6;"035";2;10;5;" ";1343;2;1
9;1;1;1;510;0;0;2;4;0;13;13;1;510;0;4;1;6;4;6;4;3;3;;;2;1;1;2;1;6;5;0;0;0;0;0;0;0;0;0;5;0;0;0;2;;;;;;;;;;;;;1;4;5;"035";2;10;5;" ";1506;2;1
9;1;1;1;510;0;0;2;4;0;14;14;1;510;0;4;1;6;4;6;4;3;3;;;2;1;1;2;1;1;0;0;0;0;0;0;0;0;4;0;0;0;0;4;2;;;;;;;;;;;;;2;2;4;"035";3;10;5;" ";10000;2;1
9;1;1;1;510;0;0;2;4;0;15;15;1;510;0;4;1;6;4;6;4;3;3;;;2;1;1;2;1;1;3;0;0;0;0;0;0;0;0;0;3;0;0;0;2;;;;;;;;;;;;;2;1;3;"035";3;10;5;" ";1439;2;1
9;1;1;1;510;0;0;2;4;0;16;16;1;510;0;1;1;5;4;1;4;3;2;2;3;2;1;1;1;1;1;8;0;0;0;0;0;0;0;0;0;8;0;0;0;2;;;;;;;;;;;;;5;3;8;"035";3;5;5;" ";1385;2;1
9;1;1;1;510;0;0;2;4;0;17;17;1;510;0;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;"035";0;0;5;" ";10000;2;1
9;1;1;1;510;0;0;2;4;0;18;18;1;510;0;4;1;6;4;6;4;3;2;2;3;2;1;1;1;1;1;6;0;0;0;0;0;0;0;0;0;6;0;0;0;2;;;;;;;;;;;;;2;4;6;"035";2;10;5;" ";1399;2;1
