folio;item;s8_13;s8_14;s8_15;s8_16;factor_ant;factor
"11-00417013509-A0011";9;2;;;;319;323
"11-00417013509-A0011";1;1;1;15;2000;319;323
"11-00417013509-A0011";2;1;1;20;1000;319;323
"11-00417013509-A0011";3;1;1;20;2300;319;323
"11-00417013509-A0011";4;1;1;10;5000;319;323
"11-00417013509-A0011";5;1;1;20;700;319;323
"11-00417013509-A0011";6;1;1;10;4500;319;323
"11-00417013509-A0011";7;1;3;4;4500;319;323
"11-00417013509-A0011";8;1;1;6;2100;319;323
"11-00417013509-A0011";10;1;1;2;90000;319;323
"11-00417013509-A0081";1;2;;;;319;323
"11-00417013509-A0081";3;2;;;;319;323
"11-00417013509-A0081";4;2;;;;319;323
"11-00417013509-A0081";5;2;;;;319;323
"11-00417013509-A0081";6;2;;;;319;323
"11-00417013509-A0081";8;2;;;;319;323
"11-00417013509-A0081";9;2;;;;319;323
"11-00417013509-A0081";10;2;;;;319;323
"11-00417013509-A0081";2;1;1;10;370;319;323
"11-00417013509-A0081";7;1;1;15;10000;319;323
"11-00417013509-A0161";2;2;;;;319;323
"11-00417013509-A0161";4;2;;;;319;323
"11-00417013509-A0161";6;2;;;;319;323
"11-00417013509-A0161";8;2;;;;319;323
"11-00417013509-A0161";9;2;;;;319;323
"11-00417013509-A0161";1;1;1;2;2500;319;323
"11-00417013509-A0161";3;1;1;3;2800;319;323
"11-00417013509-A0161";5;1;1;1;999999;319;323
"11-00417013509-A0161";7;1;1;1;1400;319;323
"11-00417013509-A0161";10;1;1;5;30000;319;323
"11-00417013509-A0231";4;2;;;;319;323
"11-00417013509-A0231";9;2;;;;319;323
"11-00417013509-A0231";10;2;;;;319;323
"11-00417013509-A0231";1;1;2;25;999999;319;323
"11-00417013509-A0231";2;1;2;5;1800;319;323
"11-00417013509-A0231";3;1;1;20;4000;319;323
"11-00417013509-A0231";5;1;2;7;150;319;323
"11-00417013509-A0231";6;1;1;8;3000;319;323
"11-00417013509-A0231";7;1;3;2;2500;319;323
"11-00417013509-A0231";8;1;1;7;2500;319;323
"11-00417013509-A0301";1;2;;;;319;323
"11-00417013509-A0301";3;2;;;;319;323
"11-00417013509-A0301";6;2;;;;319;323
"11-00417013509-A0301";9;2;;;;319;323
"11-00417013509-A0301";10;2;;;;319;323
"11-00417013509-A0301";2;1;1;17;999999;319;323
"11-00417013509-A0301";4;1;1;6;999999;319;323
"11-00417013509-A0301";5;1;1;10;999999;319;323
"11-00417013509-A0301";7;1;2;10;10000;319;323
"11-00417013509-A0301";8;1;1;7;4500;319;323
"11-00417013509-A0381";1;2;;;;319;323
"11-00417013509-A0381";4;2;;;;319;323
"11-00417013509-A0381";6;2;;;;319;323
"11-00417013509-A0381";8;2;;;;319;323
"11-00417013509-A0381";9;2;;;;319;323
"11-00417013509-A0381";10;2;;;;319;323
"11-00417013509-A0381";2;1;1;5;999999;319;323
"11-00417013509-A0381";3;1;1;7;999999;319;323
"11-00417013509-A0381";5;1;1;5;999999;319;323
"11-00417013509-A0381";7;1;2;4;10000;319;323
"11-00417013509-A0451";1;2;;;;319;323
"11-00417013509-A0451";2;2;;;;319;323
"11-00417013509-A0451";5;2;;;;319;323
"11-00417013509-A0451";9;2;;;;319;323
"11-00417013509-A0451";10;2;;;;319;323
"11-00417013509-A0451";3;1;1;25;999999;319;323
"11-00417013509-A0451";4;1;1;2;5500;319;323
"11-00417013509-A0451";6;1;1;20;999999;319;323
"11-00417013509-A0451";7;1;3;10;10000;319;323
"11-00417013509-A0451";8;1;1;4;7000;319;323
"11-00417013509-A0521";1;2;;;;319;323
"11-00417013509-A0521";2;2;;;;319;323
"11-00417013509-A0521";6;2;;;;319;323
"11-00417013509-A0521";8;2;;;;319;323
"11-00417013509-A0521";10;2;;;;319;323
"11-00417013509-A0521";3;1;1;33;999999;319;323
"11-00417013509-A0521";4;1;1;3;7200;319;323
"11-00417013509-A0521";5;1;1;33;999999;319;323
"11-00417013509-A0521";7;1;1;10;10000;319;323
"11-00417013509-A0521";9;1;1;6;5500;319;323
"11-00417013509-A0601";1;2;;;;319;323
"11-00417013509-A0601";2;2;;;;319;323
"11-00417013509-A0601";3;1;999999;999999;1000;319;323
"11-00417013509-A0601";4;2;;;;319;323
"11-00417013509-A0601";5;1;999999;999999;1000;319;323
"11-00417013509-A0601";6;2;;;;319;323
"11-00417013509-A0601";7;1;999999;999999;10000;319;323
"11-00417013509-A0601";8;2;;;;319;323
"11-00417013509-A0601";9;2;;;;319;323
"11-00417013509-A0601";10;2;;;;319;323
"11-00417013509-A0671";1;2;;;;319;323
"11-00417013509-A0671";6;2;;;;319;323
"11-00417013509-A0671";8;2;;;;319;323
"11-00417013509-A0671";9;2;;;;319;323
"11-00417013509-A0671";10;2;;;;319;323
"11-00417013509-A0671";2;1;1;10;999999;319;323
"11-00417013509-A0671";3;1;1;10;999999;319;323
"11-00417013509-A0671";4;1;2;4;999999;319;323
"11-00417013509-A0671";5;1;2;5;1500;319;323
"11-00417013509-A0671";7;1;1;8;2500;319;323
"11-00417013509-A0741";9;2;;;;319;323
"11-00417013509-A0741";1;1;1;1;3500;319;323
"11-00417013509-A0741";2;1;1;20;1000;319;323
"11-00417013509-A0741";3;1;1;7;3000;319;323
"11-00417013509-A0741";4;1;3;1;4200;319;323
"11-00417013509-A0741";5;1;1;3;1700;319;323
"11-00417013509-A0741";6;1;1;2;800;319;323
"11-00417013509-A0741";7;1;3;1;2200;319;323
"11-00417013509-A0741";8;1;1;5;1700;319;323
"11-00417013509-A0741";10;1;1;2;87000;319;323
"11-00417013509-A0821";4;2;;;;319;323
"11-00417013509-A0821";6;2;;;;319;323
"11-00417013509-A0821";8;2;;;;319;323
"11-00417013509-A0821";9;2;;;;319;323
"11-00417013509-A0821";10;2;;;;319;323
"11-00417013509-A0821";1;1;1;10;3000;319;323
"11-00417013509-A0821";2;1;1;10;1500;319;323
"11-00417013509-A0821";3;1;1;5;3500;319;323
"11-00417013509-A0821";5;1;1;10;1000;319;323
"11-00417013509-A0821";7;1;2;4;4000;319;323
"11-00417139432-A0081";5;2;;;;319;323
"11-00417139432-A0081";9;2;;;;319;323
"11-00417139432-A0081";10;2;;;;319;323
"11-00417139432-A0081";1;1;1;8;2500;319;323
"11-00417139432-A0081";2;1;1;15;1200;319;323
"11-00417139432-A0081";3;1;1;20;2570;319;323
"11-00417139432-A0081";4;1;1;8;4000;319;323
"11-00417139432-A0081";6;1;1;5;4500;319;323
"11-00417139432-A0081";7;1;1;7;3000;319;323
"11-00417139432-A0081";8;1;1;3;5000;319;323
"11-00417139432-A0161";9;2;;;;319;323
"11-00417139432-A0161";10;2;;;;319;323
"11-00417139432-A0161";1;1;1;20;1400;319;323
"11-00417139432-A0161";2;1;1;2;3600;319;323
"11-00417139432-A0161";3;1;1;1;2000;319;323
"11-00417139432-A0161";4;1;1;3;3500;319;323
"11-00417139432-A0161";5;1;1;10;;319;323
"11-00417139432-A0161";6;1;1;10;4500;319;323
"11-00417139432-A0161";7;1;2;2;4000;319;323
"11-00417139432-A0161";8;1;1;3;3600;319;323
"11-00417139432-A0241";5;2;;;;319;323
"11-00417139432-A0241";9;2;;;;319;323
"11-00417139432-A0241";10;2;;;;319;323
"11-00417139432-A0241";1;1;1;6;;319;323
"11-00417139432-A0241";2;1;1;6;;319;323
"11-00417139432-A0241";3;1;1;6;;319;323
"11-00417139432-A0241";4;1;1;5;3500;319;323
"11-00417139432-A0241";6;1;1;3;5000;319;323
"11-00417139432-A0241";7;1;2;2;4500;319;323
"11-00417139432-A0241";8;1;1;2;4000;319;323
"11-00417139432-A0321";5;2;;;;319;323
"11-00417139432-A0321";9;2;;;;319;323
"11-00417139432-A0321";1;1;1;5;4000;319;323
"11-00417139432-A0321";2;1;1;5;4000;319;323
"11-00417139432-A0321";3;1;1;5;2800;319;323
"11-00417139432-A0321";4;1;1;5;3000;319;323
"11-00417139432-A0321";6;1;1;5;2400;319;323
"11-00417139432-A0321";7;1;2;5;3500;319;323
"11-00417139432-A0321";8;1;1;5;4580;319;323
"11-00417139432-A0321";10;1;1;5;62000;319;323
"11-00417139432-A0401";9;2;;;;319;323
"11-00417139432-A0401";1;1;2;3;15000;319;323
"11-00417139432-A0401";2;1;1;3;2000;319;323
"11-00417139432-A0401";3;1;1;3;1500;319;323
"11-00417139432-A0401";4;1;1;7;1800;319;323
"11-00417139432-A0401";5;1;3;5;500;319;323
"11-00417139432-A0401";6;1;1;2;1000;319;323
"11-00417139432-A0401";7;1;4;5;3500;319;323
"11-00417139432-A0401";8;1;1;8;900;319;323
"11-00417139432-A0401";10;1;1;2;139000;319;323
"11-00417139432-A0471";4;2;;;;319;323
"11-00417139432-A0471";6;2;;;;319;323
"11-00417139432-A0471";8;2;;;;319;323
"11-00417139432-A0471";9;2;;;;319;323
"11-00417139432-A0471";10;2;;;;319;323
"11-00417139432-A0471";1;1;1;60;2000;319;323
"11-00417139432-A0471";2;1;1;2;2000;319;323
"11-00417139432-A0471";3;1;1;1;2500;319;323
"11-00417139432-A0471";5;1;2;15;1800;319;323
"11-00417139432-A0471";7;1;1;20;1200;319;323
"11-00417139432-A0551";8;2;;;;319;323
"11-00417139432-A0551";9;2;;;;319;323
"11-00417139432-A0551";10;2;;;;319;323
"11-00417139432-A0551";1;1;1;35;2100;319;323
"11-00417139432-A0551";2;1;1;4;1800;319;323
"11-00417139432-A0551";3;1;1;5;2500;319;323
"11-00417139432-A0551";4;1;1;2;3600;319;323
"11-00417139432-A0551";5;1;2;3;1900;319;323
"11-00417139432-A0551";6;1;1;6;2100;319;323
"11-00417139432-A0551";7;1;2;7;3400;319;323
"11-00417139432-A0631";1;2;;;;319;323
"11-00417139432-A0631";6;2;;;;319;323
"11-00417139432-A0631";9;2;;;;319;323
"11-00417139432-A0631";10;2;;;;319;323
"11-00417139432-A0631";2;1;1;13;3500;319;323
"11-00417139432-A0631";3;1;1;13;1500;319;323
"11-00417139432-A0631";4;1;1;7;1700;319;323
"11-00417139432-A0631";5;1;1;1;200;319;323
"11-00417139432-A0631";7;1;2;15;2100;319;323
"11-00417139432-A0631";8;1;1;13;1000;319;323
"11-00417139432-A0711";5;2;;;;319;323
"11-00417139432-A0711";6;2;;;;319;323
"11-00417139432-A0711";9;2;;;;319;323
"11-00417139432-A0711";10;2;;;;319;323
"11-00417139432-A0711";1;1;1;70;;319;323
"11-00417139432-A0711";2;1;1;10;;319;323
"11-00417139432-A0711";3;1;1;10;;319;323
"11-00417139432-A0711";4;1;2;2;;319;323
"11-00417139432-A0711";7;1;2;2;;319;323
"11-00417139432-A0711";8;1;1;10;;319;323
"11-00417139432-A0791";4;2;;;;319;323
"11-00417139432-A0791";8;2;;;;319;323
"11-00417139432-A0791";9;2;;;;319;323
"11-00417139432-A0791";10;2;;;;319;323
"11-00417139432-A0791";1;1;1;20;;319;323
"11-00417139432-A0791";2;1;1;20;;319;323
"11-00417139432-A0791";3;1;2;8;;319;323
"11-00417139432-A0791";5;1;2;25;;319;323
"11-00417139432-A0791";6;1;1;15;;319;323
"11-00417139432-A0791";7;1;2;5;;319;323
"11-00417139432-A0871";5;2;;;;319;323
"11-00417139432-A0871";9;2;;;;319;323
"11-00417139432-A0871";1;1;1;5;2000;319;323
"11-00417139432-A0871";2;1;1;5;2000;319;323
"11-00417139432-A0871";3;1;1;5;2000;319;323
"11-00417139432-A0871";4;1;1;2;5600;319;323
"11-00417139432-A0871";6;1;1;4;4200;319;323
"11-00417139432-A0871";7;1;3;3;4200;319;323
"11-00417139432-A0871";8;1;1;4;5600;319;323
"11-00417139432-A0871";10;1;1;5;10000;319;323
"11-00417139432-A0941";5;2;;;;319;323
"11-00417139432-A0941";9;2;;;;319;323
"11-00417139432-A0941";1;1;1;15;;319;323
"11-00417139432-A0941";2;1;1;5;;319;323
"11-00417139432-A0941";3;1;1;10;;319;323
"11-00417139432-A0941";4;1;1;7;;319;323
"11-00417139432-A0941";6;1;1;9;;319;323
"11-00417139432-A0941";7;1;4;4;;319;323
"11-00417139432-A0941";8;1;1;5;;319;323
"11-00417139432-A0941";10;1;1;6;;319;323
"11-00417529672-A0031";1;2;;;;319;323
"11-00417529672-A0031";3;2;;;;319;323
"11-00417529672-A0031";4;2;;;;319;323
"11-00417529672-A0031";8;2;;;;319;323
"11-00417529672-A0031";9;2;;;;319;323
"11-00417529672-A0031";10;2;;;;319;323
"11-00417529672-A0031";2;1;2;1;950;319;323
"11-00417529672-A0031";5;1;2;1;1500;319;323
"11-00417529672-A0031";6;1;1;1;900;319;323
"11-00417529672-A0031";7;1;2;1;;319;323
"11-00417529672-A0051";1;2;;;;319;323
"11-00417529672-A0051";2;2;;;;319;323
"11-00417529672-A0051";3;2;;;;319;323
"11-00417529672-A0051";4;2;;;;319;323
"11-00417529672-A0051";5;2;;;;319;323
"11-00417529672-A0051";6;2;;;;319;323
"11-00417529672-A0051";8;2;;;;319;323
"11-00417529672-A0051";9;2;;;;319;323
"11-00417529672-A0051";10;2;;;;319;323
"11-00417529672-A0051";7;1;1;5;500;319;323
"11-00417529672-A0081";1;2;;;;319;323
"11-00417529672-A0081";3;2;;;;319;323
"11-00417529672-A0081";6;2;;;;319;323
"11-00417529672-A0081";8;2;;;;319;323
"11-00417529672-A0081";9;2;;;;319;323
"11-00417529672-A0081";10;2;;;;319;323
"11-00417529672-A0081";2;1;1;10;;319;323
"11-00417529672-A0081";4;1;1;3;;319;323
"11-00417529672-A0081";5;1;1;5;;319;323
"11-00417529672-A0081";7;1;1;10;;319;323
"11-00417529672-A0111";1;2;;;;319;323
"11-00417529672-A0111";3;2;;;;319;323
"11-00417529672-A0111";5;2;;;;319;323
"11-00417529672-A0111";6;2;;;;319;323
"11-00417529672-A0111";8;2;;;;319;323
"11-00417529672-A0111";9;2;;;;319;323
"11-00417529672-A0111";10;2;;;;319;323
"11-00417529672-A0111";2;1;1;10;;319;323
"11-00417529672-A0111";4;1;1;1;;319;323
"11-00417529672-A0111";7;1;1;2;;319;323
"11-00417529672-A0141";1;2;;;;319;323
"11-00417529672-A0141";3;2;;;;319;323
"11-00417529672-A0141";4;2;;;;319;323
"11-00417529672-A0141";6;2;;;;319;323
"11-00417529672-A0141";8;2;;;;319;323
"11-00417529672-A0141";9;2;;;;319;323
"11-00417529672-A0141";10;2;;;;319;323
"11-00417529672-A0141";2;1;1;3;800;319;323
"11-00417529672-A0141";5;1;1;1;70;319;323
"11-00417529672-A0141";7;1;1;4;700;319;323
"11-00417529672-A0161";1;2;;;;319;323
"11-00417529672-A0161";3;2;;;;319;323
"11-00417529672-A0161";4;2;;;;319;323
"11-00417529672-A0161";5;2;;;;319;323
"11-00417529672-A0161";6;2;;;;319;323
"11-00417529672-A0161";7;2;;;;319;323
"11-00417529672-A0161";8;2;;;;319;323
"11-00417529672-A0161";9;2;;;;319;323
"11-00417529672-A0161";10;2;;;;319;323
"11-00417529672-A0161";2;1;1;4;150;319;323
"11-00417529672-A0191";5;2;;;;319;323
"11-00417529672-A0191";1;1;1;10;250;319;323
"11-00417529672-A0191";2;1;2;15;2300;319;323
"11-00417529672-A0191";3;1;1;15;1800;319;323
"11-00417529672-A0191";4;1;1;4;4000;319;323
"11-00417529672-A0191";6;1;1;8;1500;319;323
"11-00417529672-A0191";7;1;4;2;8000;319;323
"11-00417529672-A0191";8;1;1;6;2500;319;323
"11-00417529672-A0191";9;1;1;8;7000;319;323
"11-00417529672-A0191";10;1;1;1;130000;319;323
"11-00417529672-A0221";1;2;;;;319;323
"11-00417529672-A0221";3;2;;;;319;323
"11-00417529672-A0221";4;2;;;;319;323
"11-00417529672-A0221";6;2;;;;319;323
"11-00417529672-A0221";8;2;;;;319;323
"11-00417529672-A0221";10;2;;;;319;323
"11-00417529672-A0221";2;1;1;3;300;319;323
"11-00417529672-A0221";5;1;1;20;200;319;323
"11-00417529672-A0221";7;1;1;15;900;319;323
"11-00417529672-A0221";9;1;1;2;8400;319;323
"11-00417529672-A0251";1;2;;;;319;323
"11-00417529672-A0251";2;2;;;;319;323
"11-00417529672-A0251";4;2;;;;319;323
"11-00417529672-A0251";5;2;;;;319;323
"11-00417529672-A0251";6;2;;;;319;323
"11-00417529672-A0251";7;2;;;;319;323
"11-00417529672-A0251";8;2;;;;319;323
"11-00417529672-A0251";9;2;;;;319;323
"11-00417529672-A0251";10;2;;;;319;323
"11-00417529672-A0251";3;1;1;1;2500;319;323
"11-00417529672-A0271";1;2;;;;319;323
"11-00417529672-A0271";4;2;;;;319;323
"11-00417529672-A0271";5;2;;;;319;323
"11-00417529672-A0271";6;2;;;;319;323
"11-00417529672-A0271";8;2;;;;319;323
"11-00417529672-A0271";9;2;;;;319;323
"11-00417529672-A0271";10;2;;;;319;323
"11-00417529672-A0271";2;1;1;1;1550;319;323
"11-00417529672-A0271";3;1;1;2;2600;319;323
"11-00417529672-A0271";7;1;1;2;3000;319;323
"11-00417529672-A0301";1;2;;;;319;323
"11-00417529672-A0301";4;2;;;;319;323
"11-00417529672-A0301";5;2;;;;319;323
"11-00417529672-A0301";6;2;;;;319;323
"11-00417529672-A0301";8;2;;;;319;323
"11-00417529672-A0301";9;2;;;;319;323
"11-00417529672-A0301";10;2;;;;319;323
"11-00417529672-A0301";2;1;1;3;500;319;323
"11-00417529672-A0301";3;1;1;1;3000;319;323
"11-00417529672-A0301";7;1;1;8;580;319;323
"11-00417529672-A0331";1;2;;;;319;323
"11-00417529672-A0331";5;2;;;;319;323
"11-00417529672-A0331";6;2;;;;319;323
"11-00417529672-A0331";8;2;;;;319;323
"11-00417529672-A0331";9;2;;;;319;323
"11-00417529672-A0331";10;2;;;;319;323
"11-00417529672-A0331";2;1;1;4;;319;323
"11-00417529672-A0331";3;1;1;5;;319;323
"11-00417529672-A0331";4;1;1;3;2100;319;323
"11-00417529672-A0331";7;1;1;5;1200;319;323
"11-00417726757-A0061";1;2;;;;319;323
"11-00417726757-A0061";2;2;;;;319;323
"11-00417726757-A0061";5;2;;;;319;323
"11-00417726757-A0061";8;2;;;;319;323
"11-00417726757-A0061";9;2;;;;319;323
"11-00417726757-A0061";10;2;;;;319;323
"11-00417726757-A0061";3;1;1;4;;319;323
"11-00417726757-A0061";4;1;1;2;3000;319;323
"11-00417726757-A0061";6;1;1;5;;319;323
"11-00417726757-A0061";7;1;1;5;2000;319;323
"11-00417726757-A0111";1;2;;;;319;323
"11-00417726757-A0111";4;2;;;;319;323
"11-00417726757-A0111";5;2;;;;319;323
"11-00417726757-A0111";6;2;;;;319;323
"11-00417726757-A0111";8;2;;;;319;323
"11-00417726757-A0111";9;2;;;;319;323
"11-00417726757-A0111";10;2;;;;319;323
"11-00417726757-A0111";2;1;1;8;1500;319;323
"11-00417726757-A0111";3;1;1;4;;319;323
"11-00417726757-A0111";7;1;1;8;1500;319;323
"11-00417726757-A0161";8;2;;;;319;323
"11-00417726757-A0161";9;2;;;;319;323
"11-00417726757-A0161";10;2;;;;319;323
"11-00417726757-A0161";1;1;1;8;2500;319;323
"11-00417726757-A0161";2;1;1;15;1500;319;323
"11-00417726757-A0161";3;1;1;10;2000;319;323
"11-00417726757-A0161";4;1;1;3;3000;319;323
"11-00417726757-A0161";5;1;1;10;1000;319;323
"11-00417726757-A0161";6;1;1;2;1000;319;323
"11-00417726757-A0161";7;1;3;5;2500;319;323
"11-00417726757-A0221";1;2;;;;319;323
"11-00417726757-A0221";4;2;;;;319;323
"11-00417726757-A0221";6;2;;;;319;323
"11-00417726757-A0221";8;2;;;;319;323
"11-00417726757-A0221";9;2;;;;319;323
"11-00417726757-A0221";10;2;;;;319;323
"11-00417726757-A0221";2;1;1;3;;319;323
"11-00417726757-A0221";3;1;1;4;;319;323
"11-00417726757-A0221";5;1;1;1;800;319;323
"11-00417726757-A0221";7;1;1;1;2500;319;323
"11-00417726757-A0271";1;2;;;;319;323
"11-00417726757-A0271";4;2;;;;319;323
"11-00417726757-A0271";5;2;;;;319;323
"11-00417726757-A0271";8;2;;;;319;323
"11-00417726757-A0271";9;2;;;;319;323
"11-00417726757-A0271";10;2;;;;319;323
"11-00417726757-A0271";2;1;1;10;800;319;323
"11-00417726757-A0271";3;1;1;10;2300;319;323
"11-00417726757-A0271";6;1;1;8;1000;319;323
"11-00417726757-A0271";7;1;1;7;1800;319;323
"11-00417726757-A0331";1;2;;;;319;323
"11-00417726757-A0331";4;2;;;;319;323
"11-00417726757-A0331";6;2;;;;319;323
"11-00417726757-A0331";8;2;;;;319;323
"11-00417726757-A0331";9;2;;;;319;323
"11-00417726757-A0331";10;2;;;;319;323
"11-00417726757-A0331";2;1;1;20;800;319;323
"11-00417726757-A0331";3;1;1;15;1200;319;323
"11-00417726757-A0331";5;1;1;8;210;319;323
"11-00417726757-A0331";7;1;1;8;2200;319;323
"11-00417726757-A0381";2;1;999999;999999;400;319;323
"11-00417726757-A0381";4;2;;;;319;323
"11-00417726757-A0381";5;2;;;;319;323
"11-00417726757-A0381";8;2;;;;319;323
"11-00417726757-A0381";10;2;;;;319;323
"11-00417726757-A0381";1;1;1;5;1200;319;323
"11-00417726757-A0381";3;1;1;25;800;319;323
"11-00417726757-A0381";6;1;1;6;2100;319;323
"11-00417726757-A0381";7;1;1;1;2100;319;323
"11-00417726757-A0381";9;1;2;1;21000;319;323
"11-00417726757-A0441";1;2;;;;319;323
"11-00417726757-A0441";6;2;;;;319;323
"11-00417726757-A0441";8;2;;;;319;323
"11-00417726757-A0441";9;2;;;;319;323
"11-00417726757-A0441";10;2;;;;319;323
"11-00417726757-A0441";2;1;1;2;400;319;323
"11-00417726757-A0441";3;1;1;10;1500;319;323
"11-00417726757-A0441";4;1;1;2;3000;319;323
"11-00417726757-A0441";5;1;1;3;700;319;323
"11-00417726757-A0441";7;1;1;1;3500;319;323
"11-00417726757-A0491";4;2;;;;319;323
"11-00417726757-A0491";5;2;;;;319;323
"11-00417726757-A0491";9;2;;;;319;323
"11-00417726757-A0491";10;2;;;;319;323
"11-00417726757-A0491";1;1;1;15;;319;323
"11-00417726757-A0491";2;1;1;20;;319;323
"11-00417726757-A0491";3;1;1;20;;319;323
"11-00417726757-A0491";6;1;1;15;;319;323
"11-00417726757-A0491";7;1;2;2;3600;319;323
"11-00417726757-A0491";8;1;1;1;;319;323
"11-00417726757-A0541";8;2;;;;319;323
"11-00417726757-A0541";9;2;;;;319;323
"11-00417726757-A0541";10;2;;;;319;323
"11-00417726757-A0541";1;1;1;2;;319;323
"11-00417726757-A0541";2;1;1;5;;319;323
"11-00417726757-A0541";3;1;1;7;;319;323
"11-00417726757-A0541";4;1;1;3;5000;319;323
"11-00417726757-A0541";5;1;1;5;;319;323
"11-00417726757-A0541";6;1;1;1;;319;323
"11-00417726757-A0541";7;1;3;1;2000;319;323
"11-00417726757-A0601";3;2;;;;319;323
"11-00417726757-A0601";5;2;;;;319;323
"11-00417726757-A0601";8;2;;;;319;323
"11-00417726757-A0601";9;2;;;;319;323
"11-00417726757-A0601";10;2;;;;319;323
"11-00417726757-A0601";1;1;1;5;;319;323
"11-00417726757-A0601";2;1;1;4;1800;319;323
"11-00417726757-A0601";4;1;1;6;2800;319;323
"11-00417726757-A0601";6;1;1;1;2300;319;323
"11-00417726757-A0601";7;1;2;1;;319;323
"11-00417726757-A0651";1;2;;;;319;323
"11-00417726757-A0651";4;2;;;;319;323
"11-00417726757-A0651";5;2;;;;319;323
"11-00417726757-A0651";8;2;;;;319;323
"11-00417726757-A0651";9;2;;;;319;323
"11-00417726757-A0651";10;2;;;;319;323
"11-00417726757-A0651";2;1;1;5;1900;319;323
"11-00417726757-A0651";3;1;1;5;1300;319;323
"11-00417726757-A0651";6;1;1;5;;319;323
"11-00417726757-A0651";7;1;1;5;;319;323
"11-00417804463-A0011";5;2;;;;319;323
"11-00417804463-A0011";9;2;;;;319;323
"11-00417804463-A0011";10;2;;;;319;323
"11-00417804463-A0011";1;1;2;1;2500;319;323
"11-00417804463-A0011";2;1;1;6;1000;319;323
"11-00417804463-A0011";3;1;2;3;2100;319;323
"11-00417804463-A0011";4;1;2;2;2350;319;323
"11-00417804463-A0011";6;1;1;15;;319;323
"11-00417804463-A0011";7;1;4;1;2800;319;323
"11-00417804463-A0011";8;1;1;3;2100;319;323
"11-00417804463-A0041";1;2;;;;319;323
"11-00417804463-A0041";9;2;;;;319;323
"11-00417804463-A0041";10;2;;;;319;323
"11-00417804463-A0041";2;1;1;1;3500;319;323
"11-00417804463-A0041";3;1;1;7;2800;319;323
"11-00417804463-A0041";4;1;2;3;;319;323
"11-00417804463-A0041";5;1;3;1;;319;323
"11-00417804463-A0041";6;1;1;1;;319;323
"11-00417804463-A0041";7;1;3;7;3000;319;323
"11-00417804463-A0041";8;1;1;5;2100;319;323
"11-00417804463-A0081";1;2;;;;319;323
"11-00417804463-A0081";5;2;;;;319;323
"11-00417804463-A0081";6;2;;;;319;323
"11-00417804463-A0081";8;2;;;;319;323
"11-00417804463-A0081";9;2;;;;319;323
"11-00417804463-A0081";10;2;;;;319;323
"11-00417804463-A0081";2;1;1;1;300;319;323
"11-00417804463-A0081";3;1;1;1;;319;323
"11-00417804463-A0081";4;1;1;2;;319;323
"11-00417804463-A0081";7;1;1;1;;319;323
"11-00417804463-A0111";6;2;;;;319;323
"11-00417804463-A0111";8;2;;;;319;323
"11-00417804463-A0111";10;2;;;;319;323
"11-00417804463-A0111";1;1;1;2;2800;319;323
"11-00417804463-A0111";2;1;1;5;;319;323
"11-00417804463-A0111";3;1;1;1;1200;319;323
"11-00417804463-A0111";4;1;2;1;2500;319;323
"11-00417804463-A0111";5;1;1;10;;319;323
"11-00417804463-A0111";7;1;1;7;1800;319;323
"11-00417804463-A0111";9;1;1;3;8000;319;323
"11-00417804463-A0151";2;2;;;;319;323
"11-00417804463-A0151";3;2;;;;319;323
"11-00417804463-A0151";4;2;;;;319;323
"11-00417804463-A0151";5;2;;;;319;323
"11-00417804463-A0151";6;2;;;;319;323
"11-00417804463-A0151";8;2;;;;319;323
"11-00417804463-A0151";10;2;;;;319;323
"11-00417804463-A0151";1;1;1;5;1200;319;323
"11-00417804463-A0151";7;1;1;2;2300;319;323
"11-00417804463-A0151";9;1;1;2;9048;319;323
"11-00417804463-A0181";1;2;;;;319;323
"11-00417804463-A0181";4;2;;;;319;323
"11-00417804463-A0181";5;2;;;;319;323
"11-00417804463-A0181";8;2;;;;319;323
"11-00417804463-A0181";9;2;;;;319;323
"11-00417804463-A0181";2;1;1;40;;319;323
"11-00417804463-A0181";3;1;1;15;;319;323
"11-00417804463-A0181";6;1;1;15;;319;323
"11-00417804463-A0181";7;1;1;3;1500;319;323
"11-00417804463-A0181";10;1;1;2;21000;319;323
"11-00417804463-A0211";9;2;;;;319;323
"11-00417804463-A0211";10;2;;;;319;323
"11-00417804463-A0211";1;1;1;20;;319;323
"11-00417804463-A0211";2;1;2;5;2500;319;323
"11-00417804463-A0211";3;1;2;1;8200;319;323
"11-00417804463-A0211";4;1;4;1;6200;319;323
"11-00417804463-A0211";5;1;1;15;;319;323
"11-00417804463-A0211";6;1;1;7;1500;319;323
"11-00417804463-A0211";7;1;4;1;7500;319;323
"11-00417804463-A0211";8;1;1;14;;319;323
"11-00417804463-A0251";1;1;1;20;4500;319;323
"11-00417804463-A0251";2;1;1;20;600;319;323
"11-00417804463-A0251";3;1;1;16;;319;323
"11-00417804463-A0251";4;1;1;6;5500;319;323
"11-00417804463-A0251";5;1;1;12;;319;323
"11-00417804463-A0251";6;1;1;12;;319;323
"11-00417804463-A0251";7;1;3;1;3500;319;323
"11-00417804463-A0251";8;1;1;3;;319;323
"11-00417804463-A0251";9;1;1;4;;319;323
"11-00417804463-A0251";10;1;1;4;;319;323
"11-00417804463-A0281";6;2;;;;319;323
"11-00417804463-A0281";8;2;;;;319;323
