folio;item;s8_13;s8_14;s8_15;s8_16;factor_ant;factor
"22-06659517735-D0061";4;1;1;6;3000;786;788
"22-06659517735-D0061";7;1;1;3;800;786;788
"22-06659517735-D0091";1;2;;;;786;788
"22-06659517735-D0091";3;2;;;;786;788
"22-06659517735-D0091";4;2;;;;786;788
"22-06659517735-D0091";5;2;;;;786;788
"22-06659517735-D0091";6;2;;;;786;788
"22-06659517735-D0091";7;1;999999;999999;10000;786;788
"22-06659517735-D0091";8;2;;;;786;788
"22-06659517735-D0091";9;2;;;;786;788
"22-06659517735-D0091";10;2;;;;786;788
"22-06659517735-D0091";2;1;1;10;700;786;788
"22-06659517735-D0121";1;2;;;;786;788
"22-06659517735-D0121";2;1;999999;999999;120;786;788
"22-06659517735-D0121";3;2;;;;786;788
"22-06659517735-D0121";4;2;;;;786;788
"22-06659517735-D0121";6;2;;;;786;788
"22-06659517735-D0121";8;2;;;;786;788
"22-06659517735-D0121";9;2;;;;786;788
"22-06659517735-D0121";10;2;;;;786;788
"22-06659517735-D0121";5;1;1;40;80;786;788
"22-06659517735-D0121";7;1;1;10;10000;786;788
"22-06659517735-D0151";1;2;;;;786;788
"22-06659517735-D0151";3;2;;;;786;788
"22-06659517735-D0151";6;2;;;;786;788
"22-06659517735-D0151";8;2;;;;786;788
"22-06659517735-D0151";9;2;;;;786;788
"22-06659517735-D0151";10;2;;;;786;788
"22-06659517735-D0151";2;1;1;2;270;786;788
"22-06659517735-D0151";4;1;1;3;2700;786;788
"22-06659517735-D0151";5;1;1;10;100;786;788
"22-06659517735-D0151";7;1;1;5;700;786;788
"22-06659517735-D0181";1;2;;;;786;788
"22-06659517735-D0181";3;2;;;;786;788
"22-06659517735-D0181";4;2;;;;786;788
"22-06659517735-D0181";6;2;;;;786;788
"22-06659517735-D0181";7;2;;;;786;788
"22-06659517735-D0181";8;2;;;;786;788
"22-06659517735-D0181";9;2;;;;786;788
"22-06659517735-D0181";10;2;;;;786;788
"22-06659517735-D0181";2;1;1;26;80;786;788
"22-06659517735-D0181";5;1;1;10;170;786;788
"22-06659517735-D0211";1;2;;;;786;788
"22-06659517735-D0211";3;2;;;;786;788
"22-06659517735-D0211";4;2;;;;786;788
"22-06659517735-D0211";6;2;;;;786;788
"22-06659517735-D0211";8;2;;;;786;788
"22-06659517735-D0211";9;2;;;;786;788
"22-06659517735-D0211";10;2;;;;786;788
"22-06659517735-D0211";2;1;1;4;120;786;788
"22-06659517735-D0211";5;1;1;6;70;786;788
"22-06659517735-D0211";7;1;1;6;900;786;788
"22-06659517735-D0251";1;2;;;;786;788
"22-06659517735-D0251";3;2;;;;786;788
"22-06659517735-D0251";4;2;;;;786;788
"22-06659517735-D0251";5;2;;;;786;788
"22-06659517735-D0251";6;2;;;;786;788
"22-06659517735-D0251";7;2;;;;786;788
"22-06659517735-D0251";8;2;;;;786;788
"22-06659517735-D0251";9;2;;;;786;788
"22-06659517735-D0251";10;2;;;;786;788
"22-06659517735-D0251";2;1;1;25;70;786;788
"22-06659517735-D0281";1;2;;;;786;788
"22-06659517735-D0281";2;2;;;;786;788
"22-06659517735-D0281";3;2;;;;786;788
"22-06659517735-D0281";4;2;;;;786;788
"22-06659517735-D0281";5;2;;;;786;788
"22-06659517735-D0281";6;2;;;;786;788
"22-06659517735-D0281";7;2;;;;786;788
"22-06659517735-D0281";8;2;;;;786;788
"22-06659517735-D0281";9;2;;;;786;788
"22-06659517735-D0281";10;2;;;;786;788
"22-06659517735-D0311";1;2;;;;786;788
"22-06659517735-D0311";3;2;;;;786;788
"22-06659517735-D0311";4;2;;;;786;788
"22-06659517735-D0311";6;2;;;;786;788
"22-06659517735-D0311";8;2;;;;786;788
"22-06659517735-D0311";9;2;;;;786;788
"22-06659517735-D0311";10;2;;;;786;788
"22-06659517735-D0311";2;1;1;7;60;786;788
"22-06659517735-D0311";5;1;1;2;100;786;788
"22-06659517735-D0311";7;1;1;3;600;786;788
"22-06659517735-D0341";1;2;;;;786;788
"22-06659517735-D0341";3;2;;;;786;788
"22-06659517735-D0341";4;2;;;;786;788
"22-06659517735-D0341";5;2;;;;786;788
"22-06659517735-D0341";7;2;;;;786;788
"22-06659517735-D0341";8;2;;;;786;788
"22-06659517735-D0341";9;2;;;;786;788
"22-06659517735-D0341";10;2;;;;786;788
"22-06659517735-D0341";2;1;1;40;400;786;788
"22-06659517735-D0341";6;1;1;7;900;786;788
"22-06659517735-D0371";1;2;;;;786;788
"22-06659517735-D0371";2;2;;;;786;788
"22-06659517735-D0371";3;2;;;;786;788
"22-06659517735-D0371";4;2;;;;786;788
"22-06659517735-D0371";6;2;;;;786;788
"22-06659517735-D0371";7;2;;;;786;788
"22-06659517735-D0371";8;2;;;;786;788
"22-06659517735-D0371";9;2;;;;786;788
"22-06659517735-D0371";10;2;;;;786;788
"22-06659517735-D0371";5;1;1;5;999999;786;788
"22-06661561556-D0111";1;2;;;;786;788
"22-06661561556-D0111";3;2;;;;786;788
"22-06661561556-D0111";4;2;;;;786;788
"22-06661561556-D0111";6;2;;;;786;788
"22-06661561556-D0111";7;2;;;;786;788
"22-06661561556-D0111";8;2;;;;786;788
"22-06661561556-D0111";9;2;;;;786;788
"22-06661561556-D0111";10;2;;;;786;788
"22-06661561556-D0111";2;1;1;1;150;786;788
"22-06661561556-D0111";5;1;1;20;999999;786;788
"22-06661561556-D0211";1;2;;;;786;788
"22-06661561556-D0211";3;2;;;;786;788
"22-06661561556-D0211";4;2;;;;786;788
"22-06661561556-D0211";6;2;;;;786;788
"22-06661561556-D0211";8;2;;;;786;788
"22-06661561556-D0211";9;2;;;;786;788
"22-06661561556-D0211";10;2;;;;786;788
"22-06661561556-D0211";2;1;1;1;350;786;788
"22-06661561556-D0211";5;1;1;3;250;786;788
"22-06661561556-D0211";7;1;1;5;670;786;788
"22-06661561556-D0311";1;2;;;;786;788
"22-06661561556-D0311";3;2;;;;786;788
"22-06661561556-D0311";4;2;;;;786;788
"22-06661561556-D0311";5;2;;;;786;788
"22-06661561556-D0311";6;2;;;;786;788
"22-06661561556-D0311";7;2;;;;786;788
"22-06661561556-D0311";8;2;;;;786;788
"22-06661561556-D0311";9;2;;;;786;788
"22-06661561556-D0311";10;2;;;;786;788
"22-06661561556-D0311";2;1;1;5;999999;786;788
"22-06661561556-D0421";1;2;;;;786;788
"22-06661561556-D0421";3;2;;;;786;788
"22-06661561556-D0421";4;2;;;;786;788
"22-06661561556-D0421";6;2;;;;786;788
"22-06661561556-D0421";8;2;;;;786;788
"22-06661561556-D0421";10;2;;;;786;788
"22-06661561556-D0421";2;1;2;5;180;786;788
"22-06661561556-D0421";5;1;1;2;100;786;788
"22-06661561556-D0421";7;1;1;10;450;786;788
"22-06661561556-D0421";9;1;1;3;8000;786;788
"22-06661561556-D0521";3;2;;;;786;788
"22-06661561556-D0521";4;2;;;;786;788
"22-06661561556-D0521";5;2;;;;786;788
"22-06661561556-D0521";8;2;;;;786;788
"22-06661561556-D0521";10;2;;;;786;788
"22-06661561556-D0521";1;1;1;2;1500;786;788
"22-06661561556-D0521";2;1;1;3;250;786;788
"22-06661561556-D0521";6;1;1;1;1800;786;788
"22-06661561556-D0521";7;1;1;4;800;786;788
"22-06661561556-D0521";9;1;1;3;5500;786;788
"22-06661561556-D0631";1;2;;;;786;788
"22-06661561556-D0631";3;2;;;;786;788
"22-06661561556-D0631";4;2;;;;786;788
"22-06661561556-D0631";6;2;;;;786;788
"22-06661561556-D0631";7;2;;;;786;788
"22-06661561556-D0631";8;2;;;;786;788
"22-06661561556-D0631";9;2;;;;786;788
"22-06661561556-D0631";10;2;;;;786;788
"22-06661561556-D0631";2;1;2;20;100;786;788
"22-06661561556-D0631";5;1;1;1;100;786;788
"22-06661561556-D0731";1;2;;;;786;788
"22-06661561556-D0731";3;2;;;;786;788
"22-06661561556-D0731";6;2;;;;786;788
"22-06661561556-D0731";8;2;;;;786;788
"22-06661561556-D0731";9;2;;;;786;788
"22-06661561556-D0731";10;2;;;;786;788
"22-06661561556-D0731";2;1;1;5;999999;786;788
"22-06661561556-D0731";4;1;1;1;4000;786;788
"22-06661561556-D0731";5;1;2;20;200;786;788
"22-06661561556-D0731";7;1;1;15;10000;786;788
"22-06661561556-D0831";1;2;;;;786;788
"22-06661561556-D0831";3;2;;;;786;788
"22-06661561556-D0831";4;2;;;;786;788
"22-06661561556-D0831";6;2;;;;786;788
"22-06661561556-D0831";7;2;;;;786;788
"22-06661561556-D0831";8;2;;;;786;788
"22-06661561556-D0831";9;2;;;;786;788
"22-06661561556-D0831";10;2;;;;786;788
"22-06661561556-D0831";2;1;1;6;350;786;788
"22-06661561556-D0831";5;1;1;10;100;786;788
"22-06661561556-D0941";1;2;;;;786;788
"22-06661561556-D0941";3;2;;;;786;788
"22-06661561556-D0941";4;2;;;;786;788
"22-06661561556-D0941";6;2;;;;786;788
"22-06661561556-D0941";8;2;;;;786;788
"22-06661561556-D0941";9;2;;;;786;788
"22-06661561556-D0941";10;2;;;;786;788
"22-06661561556-D0941";2;1;1;3;85;786;788
"22-06661561556-D0941";5;1;1;20;90;786;788
"22-06661561556-D0941";7;1;1;3;550;786;788
"22-06661561556-D1041";1;2;;;;786;788
"22-06661561556-D1041";3;2;;;;786;788
"22-06661561556-D1041";4;2;;;;786;788
"22-06661561556-D1041";5;2;;;;786;788
"22-06661561556-D1041";6;2;;;;786;788
"22-06661561556-D1041";7;2;;;;786;788
"22-06661561556-D1041";8;2;;;;786;788
"22-06661561556-D1041";9;2;;;;786;788
"22-06661561556-D1041";10;2;;;;786;788
"22-06661561556-D1041";2;1;1;20;999999;786;788
"22-06661561556-D1151";1;2;;;;786;788
"22-06661561556-D1151";3;2;;;;786;788
"22-06661561556-D1151";4;2;;;;786;788
"22-06661561556-D1151";6;2;;;;786;788
"22-06661561556-D1151";8;2;;;;786;788
"22-06661561556-D1151";9;2;;;;786;788
"22-06661561556-D1151";10;2;;;;786;788
"22-06661561556-D1151";2;1;1;8;;786;788
"22-06661561556-D1151";5;1;1;6;100;786;788
"22-06661561556-D1151";7;1;1;6;700;786;788
"22-06661561556-D1251";1;2;;;;786;788
"22-06661561556-D1251";3;2;;;;786;788
"22-06661561556-D1251";4;2;;;;786;788
"22-06661561556-D1251";6;2;;;;786;788
"22-06661561556-D1251";8;2;;;;786;788
"22-06661561556-D1251";9;2;;;;786;788
"22-06661561556-D1251";10;2;;;;786;788
"22-06661561556-D1251";2;1;1;20;90;786;788
"22-06661561556-D1251";5;1;1;6;100;786;788
"22-06661561556-D1251";7;1;1;4;550;786;788
"22-06694427314-D0011";1;2;;;;654;656
"22-06694427314-D0011";3;2;;;;654;656
"22-06694427314-D0011";4;2;;;;654;656
"22-06694427314-D0011";5;2;;;;654;656
"22-06694427314-D0011";6;2;;;;654;656
"22-06694427314-D0011";8;2;;;;654;656
"22-06694427314-D0011";9;2;;;;654;656
"22-06694427314-D0011";10;2;;;;654;656
"22-06694427314-D0011";2;1;1;1;400;654;656
"22-06694427314-D0011";7;1;1;2;700;654;656
"22-06694427314-D0021";1;2;;;;654;656
"22-06694427314-D0021";2;2;;;;654;656
"22-06694427314-D0021";3;2;;;;654;656
"22-06694427314-D0021";4;2;;;;654;656
"22-06694427314-D0021";6;2;;;;654;656
"22-06694427314-D0021";8;2;;;;654;656
"22-06694427314-D0021";9;2;;;;654;656
"22-06694427314-D0021";5;1;1;2;120;654;656
"22-06694427314-D0021";7;1;1;2;10000;654;656
"22-06694427314-D0021";10;1;1;2;30624;654;656
"22-06694427314-D0041";1;2;;;;654;656
"22-06694427314-D0041";2;2;;;;654;656
"22-06694427314-D0041";3;2;;;;654;656
"22-06694427314-D0041";4;2;;;;654;656
"22-06694427314-D0041";6;2;;;;654;656
"22-06694427314-D0041";8;2;;;;654;656
"22-06694427314-D0041";9;2;;;;654;656
"22-06694427314-D0041";10;2;;;;654;656
"22-06694427314-D0041";5;1;1;1;110;654;656
"22-06694427314-D0041";7;1;1;5;600;654;656
"22-06694427314-D0051";1;2;;;;654;656
"22-06694427314-D0051";2;2;;;;654;656
"22-06694427314-D0051";3;2;;;;654;656
"22-06694427314-D0051";4;2;;;;654;656
"22-06694427314-D0051";6;2;;;;654;656
"22-06694427314-D0051";8;2;;;;654;656
"22-06694427314-D0051";9;2;;;;654;656
"22-06694427314-D0051";10;2;;;;654;656
"22-06694427314-D0051";5;1;1;2;110;654;656
"22-06694427314-D0051";7;1;1;3;700;654;656
"22-06694427314-D0071";1;2;;;;654;656
"22-06694427314-D0071";2;2;;;;654;656
"22-06694427314-D0071";3;2;;;;654;656
"22-06694427314-D0071";4;2;;;;654;656
"22-06694427314-D0071";6;2;;;;654;656
"22-06694427314-D0071";7;2;;;;654;656
"22-06694427314-D0071";8;2;;;;654;656
"22-06694427314-D0071";9;2;;;;654;656
"22-06694427314-D0071";5;1;2;3;120;654;656
"22-06694427314-D0071";10;1;1;4;70000;654;656
"22-06694427314-D0081";1;2;;;;654;656
"22-06694427314-D0081";2;2;;;;654;656
"22-06694427314-D0081";3;2;;;;654;656
"22-06694427314-D0081";4;2;;;;654;656
"22-06694427314-D0081";6;2;;;;654;656
"22-06694427314-D0081";7;2;;;;654;656
"22-06694427314-D0081";8;2;;;;654;656
"22-06694427314-D0081";9;2;;;;654;656
"22-06694427314-D0081";10;2;;;;654;656
"22-06694427314-D0081";5;1;1;1;60;654;656
"22-06694427314-D0091";1;2;;;;654;656
"22-06694427314-D0091";2;2;;;;654;656
"22-06694427314-D0091";4;2;;;;654;656
"22-06694427314-D0091";6;2;;;;654;656
"22-06694427314-D0091";8;2;;;;654;656
"22-06694427314-D0091";9;2;;;;654;656
"22-06694427314-D0091";3;1;1;3;1420;654;656
"22-06694427314-D0091";5;1;1;1;120;654;656
"22-06694427314-D0091";7;1;1;3;3000;654;656
"22-06694427314-D0091";10;1;1;2;69900;654;656
"22-06694427314-D0111";1;2;;;;654;656
"22-06694427314-D0111";2;2;;;;654;656
"22-06694427314-D0111";3;2;;;;654;656
"22-06694427314-D0111";4;2;;;;654;656
"22-06694427314-D0111";6;2;;;;654;656
"22-06694427314-D0111";7;2;;;;654;656
"22-06694427314-D0111";8;2;;;;654;656
"22-06694427314-D0111";9;2;;;;654;656
"22-06694427314-D0111";10;2;;;;654;656
"22-06694427314-D0111";5;1;1;5;100;654;656
"22-06694427314-D0121";1;2;;;;654;656
"22-06694427314-D0121";3;2;;;;654;656
"22-06694427314-D0121";4;2;;;;654;656
"22-06694427314-D0121";6;2;;;;654;656
"22-06694427314-D0121";8;2;;;;654;656
"22-06694427314-D0121";9;2;;;;654;656
"22-06694427314-D0121";2;1;1;2;999999;654;656
"22-06694427314-D0121";5;1;1;6;90;654;656
"22-06694427314-D0121";7;1;1;1;800;654;656
"22-06694427314-D0121";10;1;1;12;76560;654;656
"22-06694427314-D0141";1;2;;;;654;656
"22-06694427314-D0141";3;2;;;;654;656
"22-06694427314-D0141";4;2;;;;654;656
"22-06694427314-D0141";5;2;;;;654;656
"22-06694427314-D0141";6;2;;;;654;656
"22-06694427314-D0141";8;2;;;;654;656
"22-06694427314-D0141";9;2;;;;654;656
"22-06694427314-D0141";10;2;;;;654;656
"22-06694427314-D0141";2;1;2;1;150;654;656
"22-06694427314-D0141";7;1;1;1;280;654;656
"22-06694427314-D0151";1;2;;;;654;656
"22-06694427314-D0151";3;2;;;;654;656
"22-06694427314-D0151";6;2;;;;654;656
"22-06694427314-D0151";8;2;;;;654;656
"22-06694427314-D0151";9;2;;;;654;656
"22-06694427314-D0151";10;2;;;;654;656
"22-06694427314-D0151";2;1;1;2;280;654;656
"22-06694427314-D0151";4;1;1;2;999999;654;656
"22-06694427314-D0151";5;1;1;4;110;654;656
"22-06694427314-D0151";7;1;1;5;10000;654;656
"22-06694427314-D0161";1;2;;;;654;656
"22-06694427314-D0161";3;2;;;;654;656
"22-06694427314-D0161";4;2;;;;654;656
"22-06694427314-D0161";6;2;;;;654;656
"22-06694427314-D0161";8;2;;;;654;656
"22-06694427314-D0161";9;2;;;;654;656
"22-06694427314-D0161";10;2;;;;654;656
"22-06694427314-D0161";2;1;1;3;150;654;656
"22-06694427314-D0161";5;1;1;5;100;654;656
"22-06694427314-D0161";7;1;1;5;800;654;656
"22-06838074222-D0031";1;2;;;;654;656
"22-06838074222-D0031";2;2;;;;654;656
"22-06838074222-D0031";3;2;;;;654;656
"22-06838074222-D0031";4;2;;;;654;656
"22-06838074222-D0031";6;2;;;;654;656
"22-06838074222-D0031";7;2;;;;654;656
"22-06838074222-D0031";8;2;;;;654;656
"22-06838074222-D0031";9;2;;;;654;656
"22-06838074222-D0031";5;1;1;2;120;654;656
"22-06838074222-D0031";10;1;1;5;38500;654;656
"22-06838074222-D0061";1;2;;;;654;656
"22-06838074222-D0061";2;2;;;;654;656
"22-06838074222-D0061";3;2;;;;654;656
"22-06838074222-D0061";4;2;;;;654;656
"22-06838074222-D0061";6;2;;;;654;656
"22-06838074222-D0061";8;2;;;;654;656
"22-06838074222-D0061";10;2;;;;654;656
"22-06838074222-D0061";5;1;1;3;80;654;656
"22-06838074222-D0061";7;1;1;4;700;654;656
"22-06838074222-D0061";9;1;1;3;15800;654;656
"22-06838074222-D0081";1;2;;;;654;656
"22-06838074222-D0081";2;2;;;;654;656
"22-06838074222-D0081";3;2;;;;654;656
"22-06838074222-D0081";4;2;;;;654;656
"22-06838074222-D0081";6;2;;;;654;656
"22-06838074222-D0081";8;2;;;;654;656
"22-06838074222-D0081";9;2;;;;654;656
"22-06838074222-D0081";5;1;1;3;95;654;656
"22-06838074222-D0081";7;1;1;2;500;654;656
"22-06838074222-D0081";10;1;1;2;31320;654;656
"22-06838074222-D0111";1;2;;;;654;656
"22-06838074222-D0111";3;2;;;;654;656
"22-06838074222-D0111";4;2;;;;654;656
"22-06838074222-D0111";5;2;;;;654;656
"22-06838074222-D0111";8;2;;;;654;656
"22-06838074222-D0111";9;2;;;;654;656
"22-06838074222-D0111";2;1;1;2;150;654;656
"22-06838074222-D0111";6;1;1;2;3000;654;656
"22-06838074222-D0111";7;1;1;3;1000;654;656
"22-06838074222-D0111";10;1;2;1;28000;654;656
"22-06838074222-D0131";1;2;;;;654;656
"22-06838074222-D0131";2;2;;;;654;656
"22-06838074222-D0131";3;2;;;;654;656
"22-06838074222-D0131";4;2;;;;654;656
"22-06838074222-D0131";6;2;;;;654;656
"22-06838074222-D0131";8;2;;;;654;656
"22-06838074222-D0131";9;2;;;;654;656
"22-06838074222-D0131";10;2;;;;654;656
"22-06838074222-D0131";5;1;1;1;110;654;656
"22-06838074222-D0131";7;1;1;1;700;654;656
"22-06838074222-D0161";1;2;;;;654;656
"22-06838074222-D0161";2;2;;;;654;656
"22-06838074222-D0161";4;2;;;;654;656
"22-06838074222-D0161";6;2;;;;654;656
"22-06838074222-D0161";8;2;;;;654;656
"22-06838074222-D0161";9;2;;;;654;656
"22-06838074222-D0161";3;1;1;1;1350;654;656
"22-06838074222-D0161";5;1;1;2;105;654;656
"22-06838074222-D0161";7;1;1;6;10000;654;656
"22-06838074222-D0161";10;1;2;1;52200;654;656
"22-06838074222-D0181";1;2;;;;654;656
"22-06838074222-D0181";3;2;;;;654;656
"22-06838074222-D0181";4;2;;;;654;656
"22-06838074222-D0181";5;2;;;;654;656
"22-06838074222-D0181";6;2;;;;654;656
"22-06838074222-D0181";7;2;;;;654;656
"22-06838074222-D0181";8;2;;;;654;656
"22-06838074222-D0181";9;2;;;;654;656
"22-06838074222-D0181";2;1;1;1;75;654;656
"22-06838074222-D0181";10;1;1;10;10000;654;656
"22-06838074222-D0211";1;2;;;;654;656
"22-06838074222-D0211";2;2;;;;654;656
"22-06838074222-D0211";3;2;;;;654;656
"22-06838074222-D0211";4;2;;;;654;656
"22-06838074222-D0211";6;2;;;;654;656
"22-06838074222-D0211";7;2;;;;654;656
"22-06838074222-D0211";8;2;;;;654;656
"22-06838074222-D0211";9;2;;;;654;656
"22-06838074222-D0211";5;1;1;3;100;654;656
"22-06838074222-D0211";10;1;1;4;11000;654;656
"22-06838074222-D0241";1;2;;;;654;656
"22-06838074222-D0241";2;2;;;;654;656
"22-06838074222-D0241";3;2;;;;654;656
"22-06838074222-D0241";4;2;;;;654;656
"22-06838074222-D0241";6;2;;;;654;656
"22-06838074222-D0241";7;2;;;;654;656
"22-06838074222-D0241";8;2;;;;654;656
"22-06838074222-D0241";9;2;;;;654;656
"22-06838074222-D0241";10;2;;;;654;656
"22-06838074222-D0241";5;1;1;8;100;654;656
"22-06838074222-D0261";1;2;;;;654;656
"22-06838074222-D0261";2;2;;;;654;656
"22-06838074222-D0261";3;2;;;;654;656
"22-06838074222-D0261";4;2;;;;654;656
"22-06838074222-D0261";6;2;;;;654;656
"22-06838074222-D0261";7;2;;;;654;656
"22-06838074222-D0261";8;2;;;;654;656
"22-06838074222-D0261";9;2;;;;654;656
"22-06838074222-D0261";10;2;;;;654;656
"22-06838074222-D0261";5;1;1;4;100;654;656
"22-06838074222-D0291";1;2;;;;654;656
"22-06838074222-D0291";3;2;;;;654;656
"22-06838074222-D0291";4;2;;;;654;656
"22-06838074222-D0291";6;2;;;;654;656
"22-06838074222-D0291";8;2;;;;654;656
"22-06838074222-D0291";9;2;;;;654;656
"22-06838074222-D0291";10;2;;;;654;656
"22-06838074222-D0291";2;1;1;2;150;654;656
"22-06838074222-D0291";5;1;1;1;120;654;656
"22-06838074222-D0291";7;1;1;2;500;654;656
"22-06838074222-D0311";1;2;;;;654;656
"22-06838074222-D0311";2;2;;;;654;656
"22-06838074222-D0311";3;2;;;;654;656
"22-06838074222-D0311";4;2;;;;654;656
"22-06838074222-D0311";6;2;;;;654;656
"22-06838074222-D0311";7;2;;;;654;656
"22-06838074222-D0311";8;2;;;;654;656
"22-06838074222-D0311";9;2;;;;654;656
"22-06838074222-D0311";10;2;;;;654;656
"22-06838074222-D0311";5;1;1;8;70;654;656
"22-06875794951-D0061";1;2;;;;654;656
"22-06875794951-D0061";2;2;;;;654;656
"22-06875794951-D0061";4;2;;;;654;656
"22-06875794951-D0061";5;2;;;;654;656
"22-06875794951-D0061";6;2;;;;654;656
"22-06875794951-D0061";7;2;;;;654;656
"22-06875794951-D0061";8;2;;;;654;656
"22-06875794951-D0061";10;2;;;;654;656
"22-06875794951-D0061";3;1;1;1;500;654;656
"22-06875794951-D0061";9;1;1;1;4700;654;656
"22-06875794951-D0121";1;2;;;;654;656
"22-06875794951-D0121";4;2;;;;654;656
"22-06875794951-D0121";5;2;;;;654;656
"22-06875794951-D0121";6;2;;;;654;656
"22-06875794951-D0121";8;2;;;;654;656
"22-06875794951-D0121";9;2;;;;654;656
"22-06875794951-D0121";10;2;;;;654;656
"22-06875794951-D0121";2;1;1;8;2000;654;656
"22-06875794951-D0121";3;1;1;8;2000;654;656
"22-06875794951-D0121";7;1;1;2;2500;654;656
"22-06875794951-D0181";1;2;;;;654;656
"22-06875794951-D0181";4;2;;;;654;656
"22-06875794951-D0181";6;2;;;;654;656
"22-06875794951-D0181";8;2;;;;654;656
"22-06875794951-D0181";10;2;;;;654;656
"22-06875794951-D0181";2;1;1;2;700;654;656
"22-06875794951-D0181";3;1;1;3;999999;654;656
"22-06875794951-D0181";5;1;1;6;90;654;656
"22-06875794951-D0181";7;1;1;2;800;654;656
"22-06875794951-D0181";9;1;1;4;4800;654;656
"22-06875794951-D0251";1;2;;;;654;656
"22-06875794951-D0251";2;2;;;;654;656
"22-06875794951-D0251";3;2;;;;654;656
"22-06875794951-D0251";4;2;;;;654;656
"22-06875794951-D0251";5;2;;;;654;656
"22-06875794951-D0251";6;2;;;;654;656
"22-06875794951-D0251";7;2;;;;654;656
"22-06875794951-D0251";8;2;;;;654;656
"22-06875794951-D0251";9;2;;;;654;656
"22-06875794951-D0251";10;2;;;;654;656
"22-06875794951-D0311";1;2;;;;654;656
"22-06875794951-D0311";3;2;;;;654;656
"22-06875794951-D0311";4;2;;;;654;656
"22-06875794951-D0311";6;2;;;;654;656
"22-06875794951-D0311";8;2;;;;654;656
"22-06875794951-D0311";9;2;;;;654;656
"22-06875794951-D0311";2;1;1;15;80;654;656
"22-06875794951-D0311";5;1;1;5;150;654;656
"22-06875794951-D0311";7;1;1;3;1300;654;656
"22-06875794951-D0311";10;1;1;5;26000;654;656
"22-06875794951-D0371";1;2;;;;654;656
"22-06875794951-D0371";4;2;;;;654;656
"22-06875794951-D0371";6;2;;;;654;656
"22-06875794951-D0371";8;2;;;;654;656
"22-06875794951-D0371";9;2;;;;654;656
"22-06875794951-D0371";10;2;;;;654;656
"22-06875794951-D0371";2;1;1;2;200;654;656
"22-06875794951-D0371";3;1;1;1;1500;654;656
"22-06875794951-D0371";5;1;1;3;120;654;656
"22-06875794951-D0371";7;1;1;4;10000;654;656
"22-06875794951-D0441";1;2;;;;654;656
"22-06875794951-D0441";3;2;;;;654;656
"22-06875794951-D0441";4;2;;;;654;656
"22-06875794951-D0441";8;2;;;;654;656
"22-06875794951-D0441";9;2;;;;654;656
"22-06875794951-D0441";10;2;;;;654;656
"22-06875794951-D0441";2;1;1;1;130;654;656
"22-06875794951-D0441";5;1;1;1;110;654;656
"22-06875794951-D0441";6;1;1;1;2250;654;656
"22-06875794951-D0441";7;1;1;1;650;654;656
"22-06875794951-D0501";1;2;;;;654;656
"22-06875794951-D0501";4;2;;;;654;656
"22-06875794951-D0501";5;2;;;;654;656
"22-06875794951-D0501";8;2;;;;654;656
"22-06875794951-D0501";9;2;;;;654;656
"22-06875794951-D0501";10;2;;;;654;656
"22-06875794951-D0501";2;1;1;3;300;654;656
"22-06875794951-D0501";3;1;1;1;1200;654;656
"22-06875794951-D0501";6;1;1;2;3000;654;656
"22-06875794951-D0501";7;1;1;3;600;654;656
"22-06875794951-D0561";1;2;;;;654;656
"22-06875794951-D0561";4;2;;;;654;656
"22-06875794951-D0561";5;2;;;;654;656
"22-06875794951-D0561";6;2;;;;654;656
"22-06875794951-D0561";8;2;;;;654;656
"22-06875794951-D0561";2;1;1;1;1300;654;656
"22-06875794951-D0561";3;1;1;1;2500;654;656
"22-06875794951-D0561";7;1;1;5;2000;654;656
"22-06875794951-D0561";9;1;1;2;8000;654;656
"22-06875794951-D0561";10;1;1;5;18000;654;656
"22-06875794951-D0631";4;2;;;;654;656
"22-06875794951-D0631";5;2;;;;654;656
"22-06875794951-D0631";6;2;;;;654;656
"22-06875794951-D0631";8;2;;;;654;656
"22-06875794951-D0631";1;1;1;3;2000;654;656
"22-06875794951-D0631";2;1;1;1;140;654;656
"22-06875794951-D0631";3;1;2;1;999999;654;656
"22-06875794951-D0631";7;1;2;2;6500;654;656
"22-06875794951-D0631";9;1;1;1;1380;654;656
"22-06875794951-D0631";10;1;1;5;34000;654;656
"22-06875794951-D0691";1;2;;;;654;656
"22-06875794951-D0691";5;2;;;;654;656
"22-06875794951-D0691";6;2;;;;654;656
"22-06875794951-D0691";8;2;;;;654;656
"22-06875794951-D0691";10;2;;;;654;656
"22-06875794951-D0691";2;1;1;1;1400;654;656
"22-06875794951-D0691";3;1;1;4;;654;656
"22-06875794951-D0691";4;1;3;1;1400;654;656
"22-06875794951-D0691";7;1;1;4;;654;656
"22-06875794951-D0691";9;1;1;1;700;654;656
"22-06875794951-D0751";1;2;;;;654;656
"22-06875794951-D0751";4;2;;;;654;656
"22-06875794951-D0751";6;2;;;;654;656
"22-06875794951-D0751";8;2;;;;654;656
"22-06875794951-D0751";10;2;;;;654;656
"22-06875794951-D0751";2;1;1;3;1500;654;656
"22-06875794951-D0751";3;1;1;5;3800;654;656
"22-06875794951-D0751";5;1;1;3;300;654;656
"22-06875794951-D0751";7;1;1;5;1200;654;656
"22-06875794951-D0751";9;1;1;1;8500;654;656
"22-06892966236-D0011";1;2;;;;654;656
